,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0881288502794605,0,0,0.427716994723093,0,0.386249803185642,0.111942025051475,0.0244326274623744,0,-0.321237695170848,0.105220104821189,0.0324962652554265,0,0,0,0,0
ETH,-0.911664149791014,0,0.0879004909081815,0.167150983074818,0,0,0.771968753408131,0.141578067251475,0.284921738330816,-0.415607003681518,-0.556370297170977,0,0.108468675503726,0,-0.0322941303578904,0,0,0.0734343440370488
DASH,0,0.290304460633245,0,0,0,0.608007792661635,0,0,-0.12479439654132,0,0,0,0.215793449890317,0,0,0,0,0
XRP,0,0.093581242322674,-0.0507945521418623,0,0,0,0,0,-0.0543139030935587,0.506427454303642,0.0178486559612989,-0.337719601675459,0.0795572870640279,0.122516055464599,0,0,0,0.327475950958535
LTC,0.135417426719777,0,-0.0376461689842798,0,0,0,0.312712709738422,0.0213798081221194,0,0,0,0,0.0282956703276064,0,0,0,0,0
XMR,0,0.38318671288346,0.188285921598473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETC,1.10716576426452,0.374814937768096,0.0676265827704507,-0.163929411927671,0.02347165011827,0,0,-0.251250457501516,-0.0549285591122228,0.296763317515234,0.58629192985737,0.154238277035825,0.0446957816415249,0,0,0,0,-0.146459556699338
XEM,1.05763774709701,0.0917597268463082,0,0,0,0.128694086281389,-0.682408242313325,0,0.214484215631714,-0.30592526641765,1.07321236078818,0,0.164603658081609,0,0,0,0,0.194210971554837
ZEC,0,0.217368867717023,0.23492925082506,0,0,0,0,0.202162477604739,0,0.309046180106487,0,0,0,0,0,0,0,0.0468771487577717
DOGE,0,-0.130694996481871,0.0176206438382999,1.0535433867697,0,0,0.261090795115658,0,0.144673864003063,0,-0.360231030654784,0.0652686660099198,-0.0680166500507738,0,0,0,0,0
XLM,-0.483201939677326,0,0,0.179401691496016,0,0.141052208290139,0.358414176783993,0.0896974325932964,-0.140293646388036,0,0,0,0,0.100076999880974,-0.22218606740773,0,0,-0.0424716724483119
NEO,0.149773446637803,0,-0.155179771943833,-0.83697486039789,0,-3.46944695195361e-18,0,0,0,0.26292220457092,0,0,0,0.365418900282772,0,0,0,0.812792213540869
DGB,0.422360372697216,0,0,0.726808672598123,0,0,0,0,0,0,-0.0176955844828633,0,0,0,0.100261084961049,0,0,-0.235281936906555
BV010082.Index,0,0,0,0,0,0.135497194205466,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0.135634466753833,0.0734570891806824,-0.0538768615570949,0.467524253783726,0,0.038085673356251,0,0,-0.0129173591504104,-0.280711981718208,-0.260621595736792,0,0,0,0,0,0,0.0416374369355517
DXY.Curncy,-0.00956071422715788,0,-0.00396042239546745,0,0,0,0,0,0.000480344891084073,-0.00703091393433491,0,0.00653476423948816,0.00286831155974613,0.0744653600188614,0.023686068085567,0,0,-0.0231042372821109
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIX.Index,0,0.0919023729532627,0.135093474655711,1.12973406193991,0,-0.164220060371375,-0.0887031264981119,0.201390913153784,0.152813794880473,-0.495943564814505,0,0.309020580890725,-0.423997801426915,-0.588664550427433,0.247542851001773,0,0,0
