,BTC,ETH,XRP,BCH,EOS,LTC,BNB,XLM,ADA,TRX,XMR,DASH,MIOTA,BSV,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.43066566454244,0.0458657719639932,0,-0.201345547350902,0.0433450517841656,0,0.526837739338236,-0.124762869930941,0.067716564481808,3.46944695195361e-18,-0.198407258861796,0,0,0,0,0.00688079098396223
ETH,0,0,0.063119495623602,0,0.24520323378687,0,0,0.329509980441213,0.0411298244908008,0,0,0,0.0783976627503757,0,0.116863627752537,0,-0.0300758145451071,0,0,-0.00807026198355305
XRP,0,0,0,0,0,0.163531888616946,0,0,0,0.47429970652832,0,0,0.102293150652842,0,0.100535973621498,0,0,0,0,-0.0116474661780041
BCH,0.687376657617546,0,-0.388336221191541,0,0.51434413904309,0.240029933182847,0,0,0.515185211001364,-0.094510879699128,0,0,-0.060450665100682,-0.0463588958784244,-0.0505685260720811,0,-0.0921626453055285,0,0,0
EOS,0,0.241934002120779,0.136734567193781,0.256149587438622,0,0.132756132236816,0,0,0.106621873908056,0,0,0,0,0,0,0,0,0,0,0.0368429374225304
LTC,0,0,0.092787834609299,0.268362010678302,0.361774428713812,0,-0.129516302843162,0,-3.46944695195361e-18,0,0.305085543906195,0,3.46944695195361e-18,0.1098995011448,0.0381091514565958,0.291701275920954,0,0,0,-0.0254737990439242
BNB,0,0,-0.206980175171064,0.135748892193152,0.207005952447533,-0.102717877918204,0,0,0,0,-1.00495602695795,1.37807926435083,0.20336126196565,0.657201547946259,0.108516150534034,0,0.372165498108568,0,0,-0.158190569023274
XLM,0,0,0,0,0,0,0,0,0.540919389825462,0,0,0,0.0559419896800809,0,-8.67361737988404e-19,0,0,0,0,-0.0508523332391219
ADA,0,0.253014445749954,0.440893266473587,0.251088858453182,0,0,0.00577210148012004,0.0459378689304325,0,0.21372296362491,0,0,0,0,0.0101198129964011,0,0,0,0,0
TRX,0,0,0.356755941090839,0,0,0,0.0467865799952418,0.155648577182126,0.0942511119484253,0,0,0,0,0.305318688819163,1.38777878078145e-17,0,0,0,0,0.030802488450245
XMR,0.252095711855126,0,0.0176459359876513,0,0,0.145860722099854,-0.0366091381777448,0.0784203402020007,0,0,0,0.144534273639525,0.159818774228084,0.264648947254049,0.086776056304818,0,0,0,0,0
DASH,0,0,0.0814919671312481,0,0.41109758230749,0,0.0919589493992758,0,0.0214691544835447,0,0.0578909099322937,0,0.0791942144466449,0,0.0213169823162594,0,-0.141939553068409,0,0,-0.0148479485436126
MIOTA,0.341857370522529,0,0.156018291598618,-0.242302080376792,0,0,0.444258878476169,0.405531070341724,0,0,0,0,0,0.213791160718391,-0.0814454254182687,-1.19510786946031,-0.187547819401029,0,0,0
BSV,0.30302182536183,-0.45254914414472,-0.266787562913077,0,0,0.137772388255105,0.0709088650635289,-0.0652226799142141,0,1.11243467292338,0,-0.179689915567366,0.043619860129991,0,0,0,0,0,0,-0.0650929263657515
XTZ,0,0,0,0,0,0.150296126243274,0,0.61311895656493,0.285398945609507,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0.140271997229849,0,0,0.094521737826495,0.217652058704476,-0.0698366102449667,0,0,-0.138897711649557,0,-0.168851218625969,0.17160086911728,-0.115383261129549,0,0,0,0,-0.0886433595984799
CVIX.Index,0,0,0,-0.19526961220883,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0660994793315523,8.67361737988404e-19,0,0,0,0,0,0.031238032284502
DXY.Curncy,0.00669737985414662,0.0308680825107097,0,-0.0113682907978935,0,0,0.00660135344038489,0,-0.0102081341883752,0,-0.0330464363533876,0,0.00450609975490274,0.0133968418270579,0.00367985358673634,0.0400118951497048,0,0,0,0.00793428535619011
SPX.Index,0,-0.0125937641253833,0,-0.0061698384020374,0,-0.0320033549700411,0,-0.00506750993290879,-0.0295839407444443,0,0,0,-0.00636916454287749,0.0192063250341732,0.0312935372314701,0,0,0,0,-0.0742926002015205
VIX.Index,0,0,1.1078812595056,-0.174261512418655,-0.255212058629441,-0.0639149440323089,0.0656121797142806,-0.711466889802057,0,0.02368058701577,-0.867169684211805,0,0,0,0.40202662189739,0,0,0,-5.11412000391119,0
