,BTC,ETH,BCH,XRP,LTC,XEM,DASH,MIOTA,XMR,ETC,NEO,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0204553654538475,0,0.0360451798361743,0,0,0.156081929547679,4.33680868994202e-19,0,0.121767560219102,0,0,0,0.14697175027471,0,0,0,0,0.07724338537841
ETH,0,0,-0.0779214430877456,-0.0617649103517574,0.0746822179995178,0.0693500819439759,0.14538898828128,0.0471340980421768,0,0,-0.204328430406545,-0.155810422864704,0,0,0.0350863225473761,0,0.432629996499624,0,0,0.030047881808358
BCH,0,-2.79899474641771,0,-0.172909086375965,0.931829856543651,0,1.17253288281705,0,0.114278398549554,0,-0.721148086791387,-1.45740583390471,0,-0.18379489883578,-0.103274464179504,0,-0.0125651204783567,0,0,0.166597424209428
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.229555262266063,0,0.086316537352388,0.236754413214519,0,0,-0.550478733187641,0,-0.0769587499682985,0.533149108389761,0,0.778527403183837,0.0777682891624175,-0.121381580697924,0,0,0,0,0,0.114575275102508
XEM,0,0,-0.0587969955280766,0.241626624766955,0,0,0.466874809742724,0,-0.45168990214774,-0.139766837295991,-0.0278114128681763,0,0.530739788277121,0.544263974068452,-0.0896358968899102,0,0,0,0,0.240908873829988
DASH,0.158901914777195,0.446568682807416,0.125053948008612,0.267025111185748,-0.178150118093555,0.0405592972073522,0,0.0859814515004666,-0.124398942950868,0,-0.040161097041573,1.27610421698779,-0.282518579305131,-0.392070805753749,-0.0744622637704018,0,0,0,0,-0.16529625086899
MIOTA,0,0,-0.280909140633011,-0.0883672632698838,0,0,0.365357314611898,0,0.0606821897176786,0,0.474045438772983,0,0,0,0.0210728221989813,0,0,0,0,0.112982682008676
XMR,0,0,0,0.325439469957092,0,0,0.186059706890438,0,0,0,0.0134673274472801,0,0,0,0,0,0,0,0,0
ETC,0,0.0362319801908255,-0.0175830151265942,0,0.365543041354075,0.0430450897480519,0,0,0.0214498061647043,0,-0.0467738278798942,0,0,0,0.0144322130276901,0,0,0,0,-0.0445864227894869
NEO,0,-1.17470168926994,-0.0765007845724399,0.151083399718411,0.476400956355825,0.379553138959651,0,0.371508955340854,0.0966431540125567,0,0,-0.264956647711449,0,-0.43463971582365,-0.312386628093941,0,0,0,0,-0.215379060880636
ZEC,-0.316905207995403,0,-0.0214565857342434,0,0,0,0.506599180869404,0,0.07117191677674,0,0,0,0.228933197051785,0,-0.0602000336856098,0,0,0,0,0
EOS,0,0,-0.0399138014940877,-0.0833045063025213,0.106338697949465,0,0,-0.094493438698318,0.0851318558461882,0,0,0,0,0,0.163692232378883,0,0,0,0,-0.086012614829348
XLM,0,0,-0.00110541966523485,0.349658940779674,-0.184191503383715,0.202768884983996,0,0,0.186146820302308,0.308648067423563,-0.16810616078088,0,-0.264495829384095,0,0.0441315831363668,0,0,0,0,-0.0207552305738965
BAT,0.823059301677886,0.712862145224689,0,-0.076995721440201,0.181134584059776,0.579080674441111,0,-0.387682102299028,0,0,-0.114303693832778,0.150716503789491,0.241456991686976,0,0,0,0,0,0,-0.394411126747751
BV010082.Index,0,0,-0.00563098127173917,0,0.0020594168924014,0,0,0,0.0139463337321999,0,0,0.0382395594261479,0.119662837236922,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0.0366899139810874,0,0,0,0,-0.0396779070296371,0,0,-0.0118256641518205,0,0,0,0,0,0,0,0.013075733589328
DXY.Curncy,-0.0427593188963415,0,-0.00035321455451127,0.00118058528393508,0.00275421433098364,0,-0.0198660824224958,0.0163189613722675,-0.00542785392600016,0,0.0109058377204145,0,0.0288776294743386,0.019044828884231,-0.00072992279279295,0,0,0,0,0
SPX.Index,0,0,-0.00451959610465667,0.00419515359292122,0,-0.0198233864469962,-0.00450780829719091,0,-0.0130220512069885,0.00489967190730054,-0.00137820163266012,0,0.0279861939807909,0.0119857723823576,0.000815030924991742,0,0,0,0,-0.041629136132373
VIX.Index,0,0,-0.00837699746147904,-0.193753367333196,0,0.486422052204452,-0.415112098089548,0.163405679986038,0.0678234902471117,-0.00115981963931685,-0.290194571485127,0,-0.621927744652134,0,0,0,0,0,0,0
