,BTC,ETH,LTC,XRP,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0989984492793707,0.00225264455151088,-0.164649450833612,0.0108312134525718,-0.0912621489445693,-0.00461142139956841,-0.260314940434896,0.136237071681355,0,0.143855045850342,0,0.183808095641039,0,0,0,0,0.00658741648971576
ETH,0,0,-0.0979177371207074,0,0,-0.135290749379635,0,0,0,0,-0.0678936892220794,0.146022093821223,0,-0.240402035885167,0,0,0,0
LTC,0.508509162670301,0,0,0,0,0,0,-0.0252925457057521,0,0,0,-0.060681610346553,0,0,0,0,0,0
XRP,0,0.09478764043712,0,0,-0.0213312751631448,-0.0545270364275117,0,0.00267936781279793,0,0.0871820887742981,0.0203228119768235,0,0.0260290177153288,-0.160618106861128,0,0,0,0.14555053200468
XMR,0,0,0,0,0,0,0,0.2181239152188,0,0.0508778429582117,0.222734061410931,-0.10049968834287,0.349430752266198,0,-0.325884938830845,0,0,0.158726915988581
ETC,0,0,0,0,0,0,1.12219324700097,0,0,-0.0907665716540424,0.025408528910926,0.203869617150715,0.0518523717488928,1.55414125768751,0,0,0,0
DASH,0,0,-0.0799655056259925,0,0.0417523609276919,0.423596153369281,0,0.192273006453697,0,0.0480028288686355,0,-0.148860430678062,0,-0.768015099955596,0.324611594295632,0,0,0.00325303771463123
XEM,0,0,-0.398634712060371,0,-0.310395861787037,0.00586486500265013,0.446520830968883,0,0,0.019090460803113,0.262058729718246,-0.271990189712738,0.514342002304127,0,0,0,0,-0.297204448802845
DOGE,0,0,0.294824343320541,0,-0.121521120519142,0.0219810303815763,0,0.031882567080094,0,0.00921468148609096,-0.00525738002734875,0.0298243880490276,0,0,0,0,0,-0.186295410409843
XLM,-1.36455838546966,0,0,0.389017320584761,0.523676696747587,0,0.0655994443887805,0.507873655379455,1.22861219114805,0,0.18635400069253,0.356881131383708,0.131021469975361,0,0,0,-6.88743487058349,0.464618080730561
ZEC,1.50645140317338,0,0.202794380655822,0.727626977898505,0.369042085907062,0.0677578446310341,0.316818192764077,0.327437201372533,0,-0.0227828272030473,0,0.143755925182237,0.314981982084056,0,0,0,0,0
NEO,0,0,-0.328778586005847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,1.31257003320365,0.584240233981795,0.440142718436057,0,0.0560860709049296,0.256773358271558,0,0,0,0.0161994214175531,-0.0837421313045974,-0.0122688470306353,0,0,0.696443003324083,0,0,0.255822062474435
BV010082.Index,0,0,0,0,0.0300980699545828,0.20396371395306,-0.348230322235293,0.0292354168010677,0,-3.46944695195361e-18,-2.71050543121376e-20,-0.0486769900997619,0.0485610666955766,0,-0.0819437266906839,0,0,0
CVIX.Index,0,0,0.255106545238707,0,0.0632373379286936,-0.0668249012947511,0.36645412635913,0.0721353584747718,-0.180269275066326,0,-0.0822618968951526,0.101593757853675,-0.0288252163656284,0,0,0,0,0
DXY.Curncy,0,0,0,0,-0.00213605978569724,-0.00208913678253249,0,-0.0157140795709039,0,0.0166402494418711,0,-0.00131281849997682,0.0118361907319958,0,0.0597095112136496,0,0,-0.0548983283513573
SPX.Index,0,0.0150749257343709,0,0.0330849835399345,0.0134360097113858,0,0.0223268173835111,0,0.0274453702151531,-0.0169201038777403,0,0.0145870797660997,0.000708211502554738,0,0,0,0,0
VIX.Index,0,0,0.210226666509051,0.663986989764211,0.129395491146744,0.146535856109055,0,-0.0662767303281631,0,0.195698210526153,-0.031037358459653,-0.016866136463024,0,0.190486623371029,-0.566235908161427,0,0,0
