,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0615025375254015,0,0,-0.0197238185590225,0,-0.0590480992785147,0,0,0.0159779415610051,0,0,0.0184307436132593,0,0,0,0,0
ETH,0,0,0,-0.0923651769709573,0.34804793999967,0.247694570118173,0.332610016133281,-0.0785003496017705,-0.214031313839185,-0.120893429023787,0.273600025817914,0.36020088615191,0,0,0,0,0,0.486024462820007
XRP,0,0,0,-0.233538551652133,-0.295836295666321,0.944376275236889,0,-0.813214369967497,0,0,1.37515646682144,-0.541884799603733,-0.239628127917861,0,0,0,0,-0.531911671601076
LTC,1.39241368948628,-0.566633654957913,-0.161227733448979,0,0.434360148753458,0,2.79665050047517,0.5492996204376,-1.81877532171295,1.19148723214017,0.0665567654484277,0.568868890190828,-0.303689011611067,0,4.96828905818314,0,0,-0.590014197264552
DASH,0,0.439167925983375,0,0.0621764751052235,0,-0.306932845185769,0,0.0739017624757272,0.513914804258271,-0.328816938511393,0,-0.198001599538287,0.235572279465151,0,0,0,0,0
XMR,0,0.7273678751192,0.0325686129357734,0.105883320332342,-0.567314619330174,0,2.16840434497101e-19,0.302076641181706,0.160230880681161,-0.0179089855284027,-0.249975028990411,0,0.150485616675772,0,0.224312569651775,0,0,0.0203246179201231
ETC,-0.446343541153658,0.0341298064245041,0,0.196289521978656,0,0.0269614790114305,0,0,0.180381517220402,-0.10843665759774,0,-0.171818860967952,-0.0273633540828536,0,0,0,0,0
XEM,0,0,-0.61533029556333,-0.198691918692821,-0.543257859802297,0.672055775456875,-0.153420294705165,0,0,-0.352192291286586,1.31491007874576,-0.28604580990802,-0.221917797224864,0,0,0,0,-0.724628223856016
ZEC,0,-0.190676197308834,0.0592946794954471,-0.38556234503014,0.24428364741663,-0.123720966594006,1.28623730808886,0.26381865176454,0,0.649735972684168,-0.319750874009555,0.498075135393648,0,0,1.60938344454742,0,0,0
DOGE,0,0,0.255147196130499,0.680618474545654,0,0.303838768571981,-1.56794185597976,0,0.743709549238944,0,0.105275445150112,-0.46853429788973,0.0792228109923624,0,0,0,0,0.0342708622931248
XLM,-0.612180252396378,0.32035315109934,0.352777606213379,0.169122236308307,0,-0.28687894031481,0,0,0,0.208742514768786,0,0.280439452960639,0.21048427733267,0,0,0,0,0.245470375915423
NEO,0,0,-0.0741519263813112,0,-0.0874768339059629,0,0,0.146582879347474,0.208065680572197,0.0462897574219697,0.202637997736201,0,0,0,0,0,0,0
DGB,0,0,-0.0653972616295624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0.00146910630622866,-0.0241104189980541,-0.00466561377133259,0,-0.0315000460018447,0,0,0,0,0,0.0235292961376017,0,0,0,0,-0.106685360112002
CVIX.Index,0,0,-0.000353155016591472,0.023376879522885,0.0394615454279903,0,0,0,0,0,0,0.0144008575688307,0,0,0,0,0,0
DXY.Curncy,0,0.00522237413170863,0.00933742390195833,0.00588035285382191,-0.014413535088339,0.0265851313637742,0,0.00155063194500395,-0.00342751625063227,0,-0.0219645223586772,-0.0155033351302876,0.00168021266572069,0,0,0,0,-0.0171858851703438
SPX.Index,0,0.0194098536926796,0.0115549150062775,0,-0.0147032502499273,0,0.0230892275946639,0.0108411167286881,-0.0156415304743185,0.00831643080871508,-0.0293405184075913,0,0.00988334386812585,0,0,0,0,-0.0409174787536584
VIX.Index,0,0,-0.0668867748872104,0.00636144028871065,-0.010479771613826,0,-0.29647090991412,0,0,0,0.125508825038599,-0.0804014947668692,-0.026195226473575,-2.06240074485714,0,0,0,0
