,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.229904305111189,-0.065477712590834,-0.194048663955701,0.0132841487745438,0.154774082362732,-0.063153461625912,-0.0440812586568387,-0.0238372441527107,0,0.524582329426409,2.19999156477497,0,-0.250188085989364
XRP,0,0,0,0,0,-0.0745811886512172,0,0.0352726097753196,0,0,0,0,0,0,0,0
LTC,0.68681219261452,0.00849554614547584,0,0,0.0950183127608337,0,0.0164555165202266,-0.0498447478147204,0,0,-0.0377876529207479,0,0.305675680133553,0,0,-0.00403445029153161
ETC,0,0,0,1.22025920811117,0,0.760374111363431,-0.0297933664594862,0,-0.864872752541783,0.624359177295498,0.314451413918918,0.241446420147586,-0.965840515913947,0,0,-0.154034196591716
DASH,0,-0.563553256027422,-1.7259795234378,0.283364631124494,0,0,0.113216050197163,0.671655695492514,0,0.321040843386146,-0.155657091192453,0.410831361561594,0,0,0,-0.349611748627872
XMR,0,0,0,0,0.142647357703915,0,0,-0.770685459650485,0.0168898103277503,0,0.188858295735677,0,0,0,0,-0.498458817591214
XEM,0,0,0.515706342737531,-0.537278562841749,0,0.0962360900474063,-0.361137760429494,0,-0.204734550475772,-0.0159237935329084,0.0196868779037698,0,0,0,0,0
DOGE,0,-0.169302385148728,2.54798248747069,0,-0.160490267349178,0.396015858040454,-0.0342816136098331,-0.319452450955493,0,0.435602266490132,-0.048564237934793,1.61242471216703,-0.627501755794812,0,0,0
XLM,0,0,0.482026021245307,-0.15799817202009,0.0526716765456414,-0.00998369609682147,0,0,0,0,0.0371275881706333,-0.158512915987773,0,0,0,-0.0168455010178328
DGB,0,0,0,0,-0.0603653886872783,-0.0644936531983196,-0.0747830771742138,0,0,0,0,1.05302350062327,0,0,0,0.593452559429066
BV010082.Index,0,0.189003100385116,0,0,0,0,0.00913950033650642,0,0.0324815371244779,-0.101392587026026,0.0295039816342685,0,0,0,0,0.0124752687377908
CVIX.Index,0,0.207211601271676,0,-0.14544950191129,-0.0264984006331832,0.0883859678100005,0.0120824930371179,0,0,0,0.0302192528173941,0,0,0,0,0.230413432956357
DXY.Curncy,-0.0349683960905547,0.109955902620414,0.0124611342104298,0,-3.3881317890172e-21,0.0383960957087014,0,-0.0429491985385846,0.00891224326530064,0.0210130873042392,0,0.0593346263985733,-0.0447610732893222,0,0.17455458550445,0.0115733527372496
SPX.Index,0,0,0,0,-0.00329578109162402,0.00693790005777684,2.71050543121376e-20,0,0,0,-0.00993665839047945,0,0,0,0,-0.0414378360261137
VIX.Index,0,-0.363760958299918,0,0,-0.111914616399979,-0.165908502107206,4.33680868994202e-19,-0.317271840652735,-0.235208055073095,0,-0.0525865694807954,0,1.64178652901456,0,0,0
