,BTC,ETH,XRP,BCH,EOS,LTC,BNB,XLM,ADA,TRX,XMR,DASH,BSV,MIOTA,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.302464519116703,0.00551223381839307,0.0888966306826412,0.0443170472577724,0,0,0,0.0012904115752272,0.0592312568069008,0,0,0.0730758097807253,0,4.33680868994202e-19,0,0,0,0,0
ETH,0.350565397886727,0,0.0466905142314673,-0.0270491508482929,0.122271116624484,0,0,0,0,0.237151521481933,0,0,0.0404466375929164,0,0.0595006236983584,0,0,0,0,-0.0727453792616981
XRP,0,0,0,0.00792783621028809,0,0.0518020790214586,0,0,0.0678600382249109,0.170447415937035,0.293687031740931,0,0,0,0.0513602920903098,0,0,0,0,0
BCH,0.926715800886109,0,0,0,-3.46944695195361e-18,0.740899269829986,0,0,0.370794486058639,-0.0501481664969985,-0.0957678072773473,0,0,-0.375329334833095,-0.106478255123617,0,-0.182584329375394,0,0,-0.0621289733234796
EOS,0,0.26129552162774,0,0.157252261524346,0,0.225488100601258,0,0,0,0,0.220511531671518,0,0.0352618562428379,0,0.0555573810619523,0,0,0,0,0.0469006158425463
LTC,0,0,0,0.412954244233498,0.0496362704721979,0,0,0,0,0,0,0.0188985262283803,0.41369684483896,0,0.016447229538801,0,0.131975480476003,0,0,0
BNB,0,-0.0648146296924445,0,0.0399373424259773,0,0.214437772247367,0,-0.995645090998652,-0.355125828512812,-0.212082978527447,0.340612934568978,0,0,1.30399745311064,0.1040310254688,0,0,0,0,0
XLM,0,0.128201646060929,0.215535835922572,0.0602923018083428,0,0,-0.0510152347387945,0,0,0.23768313766509,0.0605722163823371,0.0748751127599298,0,0.147325365100532,-0.000433857245008757,0,0.0404658154424529,0,0,-0.0295109872288034
ADA,0,0,0,0.332349084071926,0,0,0,0,0,0,0,0,0.177925589390539,0,0.098687295191383,0,0,0,0,0
TRX,0,0.272350074329569,0.130421571674532,0,0,0,0.11648689405295,0,0,0,0.23351867654906,0.0379520477700003,1.73472347597681e-18,0,0.0266426088267378,0,0,0,0,0
XMR,0,0.394824701467778,0.150746567302401,0,0,0,0.291000673476991,0,0,0.0802477528526804,0,0.417932700493919,0,0.00126946497444963,0.0123216166197222,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0.422830366140822,0,0.106450680872711,0.00399481494069537,0,0.106835393918234,0,0.0287108586663785,0,0.187474051933945,0,0,0
BSV,0.872870376282827,0,-0.416678147955555,-0.694805989434051,0,1.14637951664928,-8.67361737988404e-19,0,0.46181505694773,0.0597710423469388,-0.767423655872119,1.27147396722841,0,0,-0.223456957005064,0,-0.269488793189078,0,0,0
MIOTA,0,0,0,-0.141891427797454,0,0,0.254387574638373,0.704222831126791,0.203817746912212,-0.0800838391192492,0,0.231428542639416,0,0,-0.110811315984704,0,-0.120278209254984,0,0,0.156837377444215
XTZ,0,0,2.34009142166013,-0.439854589033569,0,0,-0.191045203029225,0,0.693746745398505,0,-1.10183341379262,0,-0.14340556478175,0,0,0,-0.866778368540121,0,0,0
BV010082.Index,0,0,0,0,0,0,0.0458997203655007,0,0,0.052838133341211,0,0,0,0,0,0,0,0,0,-0.0492635104425981
CVIX.Index,0.643562612359141,0,-0.917392339459528,0,-0.155031496399562,0,0,0.167506432669927,0,0,0.29978012231463,0.101904538672504,-0.0839057244100633,0,0,-0.948154640394058,0,0,0,0
DXY.Curncy,0,0,0.0184432597858358,0.0162519990695326,-0.0571465037991313,0.0050133109875738,-0.0249255889171026,0,0,0,0.0243628899482042,0.000549851573630089,0.00353831685888965,0,0.0070186988329062,-0.0451026523313642,-0.0148803548234397,0,0,-0.000921298988796876
SPX.Index,0,0,0,0,0,0.00308758766772236,0,0,0,0.0035682291965122,0,0.00452099050097066,0,0,0,0,0,0,0,-0.0683597769905391
VIX.Index,0.352651999979848,-1.04699597727572,0.185349013727391,0.122260820077612,0.348761063858909,-0.184837124704186,0,-0.640487598105318,0,0.919219461117475,0.0953967761843699,0,0,0,0.0724433602667723,-1.8673104713714,-0.0685270157594804,0,0,0
