,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0683474782493173,-0.00260907517024451,1.03410743329777,0,-0.0219886516732699,0,0.0316917763553651,0.0417485666014677,0.00241941705791692,0.04818123996131,0,0,0,0,-0.146132909856477
ETH,0.383378978887226,0,0.308299522642579,0,-0.116530167859893,0,0.272972045980325,0.353217810597611,0.144489820986722,0,0,-0.110874100640165,0,0,0,0
XRP,-0.0315940009506765,-0.104631060594183,0,0,0.106070178672413,-0.15461528530473,0.180758503943105,0.20259577560809,0.115553775187847,0.016795835642284,0,-0.270552826373804,0.442744734726601,0.887252666444028,0,0
LTC,0.531532888250617,0.0372746690280651,0,0,0,0.0149878837789921,-0.0250929488530679,0,0.0338527912791046,0,-0.0323238934217537,0,0,0,0,0
ETC,-4.66137860021516,0.824391022248511,0.972268685773465,1.72343973596043,0,0.65750803597614,-0.557751770538516,-0.14672237551265,-0.744614246054987,0.824279551539962,0,2.91726245578534,-1.76470013549383,-13.9912255428095,0,-1.04720281921644
DASH,0,0.319996189417162,-0.496428811249895,0,0.119025299956124,0,0.518630349764532,-0.927424805875839,0.245330815494096,0.269249836416911,0.0092148886893114,0,0,0,0,-0.390815816563138
XEM,0.747857324031789,0.0973965050915276,0.436178224837205,0,-0.161250765275727,0.637544191892679,0,-0.0326879412210847,-0.333209694606656,0,0.178394397101903,0,0,0,0,0
XMR,0,0.225784223554361,0,0,-0.0754532604127824,0,0,0,0,0,0.258382203887911,0,0,0,0,0
DOGE,0,0,0.403580094724588,0,-0.0775102154764743,0.407158092204929,-0.106727767540501,0,0,0.354409650962988,0,0.730097539574858,0,0,0,0
XLM,0,0.0645774256114205,0.279700035759711,0,0.0491544628815193,0.050222662120545,0,0.174475962518312,0,0,0.0477631385185254,-0.283572758696372,0,0,0,0
DGB,0,0.773008253796894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0664207101857091,0,0,0.0188336553842836,0,-0.0956270026509437,0,0,-0.154978122440814,0.0215512786824773,0,0,0,0,0
CVIX.Index,-0.122098676613199,0.0702810680315905,-0.0370174427146751,0,-0.0279415830795272,0.0283521549584078,0,0.0473729391567346,-0.0126649754283021,0.028689435303402,0.000437876744700983,0.168402727858205,0,0,0,0.307703941847204
DXY.Curncy,0,0.00514364979683132,0,0,0,0,-0.0327326498786552,0,0.000235356622798567,0,0,0.0284369541946388,0,0,0,-0.0643240655327317
SPX.Index,0,-0.0057369072401936,0,0,-0.00291952729160004,0.0074152552786184,0,0,0,-0.00350779556801121,-0.00854200033751987,0,0,0,0,-0.0477614076751091
VIX.Index,0,0,0,0,-0.0437423544585823,0,-0.221785496470651,-0.150553717682523,-0.0790404278780338,0,0.0476129783883759,0,1.0647068196689,0,0,0
