,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.101449903402384,0,0.0399623181020169,0,0,0,0.068324036245747,0.0688058440551575,0,0,0,0,0.189005885855762,0,0,0,0,0
ETH,0,0,0,0,0.115435547741125,0,0,0.0617512482787696,0.193393789876263,0,0.04635995739224,0,0.102635902619297,0.0167335940497314,0.148006848381598,0,0,0,0,0.084402790674913
BCH,0,-0.835983787392543,0,0,0,0.231149723602526,-2.77555756156289e-17,-0.416757915587372,0.377907161837792,0,0.172111877110866,0,0.75196348886722,0,0.172604527798579,0,0,0,0,0
XRP,0,0,0,0,0.10183127552412,-0.123631996592993,0,6.93889390390723e-18,0,-0.246197491993201,-0.0112363029311569,0,0.658000155512423,0,0.0490634830846035,0,0,0,0,0
LTC,0,0,0,0,0,-0.196654084361529,0,0,0.10053801205087,0.604365383440009,0,0,0.0551925474087881,0.0656291916256781,0.203289050849984,0,0,0,0,0
DASH,0,0,-6.93889390390723e-18,0,-0.224600683790158,0,0,-0.0707466642087882,0.0429669855941938,0.0849551676177352,-0.00665791835966488,0.915233407007527,-0.0903392933162001,0,0,0,0,0,0,0
XEM,0,0,0.13229527851787,0,0,0,0,-0.073610708814933,0.257042681233378,-0.154868345644238,-0.103854205130963,0,0.110608273792751,0,0.395516065845126,0,0,0,0,0
XMR,0,-0.42061359446504,0.124596791129866,0.51129483610707,0,0.848994118995831,0,0,-3.46944695195361e-18,0,0.0845636138883688,0,0,0,0,0,0,0,0,-0.0285248443389398
MIOTA,0,0.457782585563651,0.250906948551341,-0.152239464796798,0.213864370248037,0.299454144113324,0.402462171009181,0.268911185028228,0,0,-0.00464477282159594,0.109410582080302,-0.0884226770587121,0,-0.277079848513033,0,0,0,0,0.649053624228098
ETC,0,0,0,0,0.638187649131647,0.0756385607781139,0,0,0.0137405795596242,0,-0.034773146416922,0,0.235023552878127,0,0,0,0,0,0,0
NEO,0,0,0.0611165973323304,0,0,0,0,0,0,0,0,0,0,0.690487236448089,0,0,0,0,0,-0.244008367807212
ZEC,0,0,-0.103665316757399,-0.0462245412097433,0.287946194764613,0.740630982114638,0,0,0.0770051302554873,0,-0.0729977712955149,0,0.311460166967649,0.143701662595362,0,0,-0.150362389270531,0,0,0
XLM,0,0,0,0.466340469001402,0,0,0.0579061032736624,0.157097448791873,-0.232587909141204,0.210040466134764,0.0915210245007682,0.398240783037359,0,0,0,0,0,0,0,0.443171840457111
EOS,0,0.318686941301665,0,0,0.154121687827944,0,0.123386064952489,0.187423683872289,0.0589692343302149,0,0.272669582507409,0,0.0398472784175334,0,0.494260474625003,0,0,0,0,0
BAT,1.34186227125461,0,-0.141732161147042,0,0.269959115020807,0,0.316224515101323,0,-0.121532207410152,-0.0107774022537701,-3.46944695195361e-18,0.158494729383982,-0.0850766765236973,0.0214521679279635,0,0,0,0,0,-0.0587969746196237
BV010082.Index,0,0,-0.0375637903346436,-0.002075171699146,0,0,0,0,0,0,0,0,0,0,0.0328433788372337,0,0,0,0,-0.0714958182015383
CVIX.Index,0.0385555919690449,0.0488159293596015,0,0.031897765612028,-0.0422968783229468,0,0,-0.05523188171159,0.0067212788785862,0,0,0,0.00950046160950796,-0.0501704059364321,0.101624217196104,0,0,0,0,0
DXY.Curncy,0,-0.0368258646974216,-0.0217905854747975,0.0239832581735342,0.00124140452387086,-0.0459333998251793,0.00287121598214972,-0.0157089207989858,0.0358665290909676,0.00310882344667553,0.0151852573949706,0.0283617812097517,0,-0.0154108155682434,2.16840434497101e-19,0.0474439231066756,-0.0203406928611294,0,0,-0.017367935576431
SPX.Index,0,-0.0139662530325225,-0.0073868100419136,0.00071481102551975,0,-0.00664134988732043,-0.011571480781091,-0.0078573334682896,0,0.0111713012785766,0.00163125794959731,0,0.0116434815241985,0.00248985321577122,0.00665769869344375,0,0.0331889759617714,0,0,-0.0372319332553765
VIX.Index,0,0.263110622583318,0,-0.0323442052808587,0,-0.295961945335133,0.0486014946877248,0,0.171419456587682,-0.0676303342660644,-0.232647827314597,0,0,0,0,0,0,0,0,0
