,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.290409321875387,0,0,0,0.0948839044475048,0.14440811887351,0,0.0191755413641259,0,-0.00482482289440244,0,0,0,0,0,0,-0.0727113464381518
ETH,0,0,0.289424388382831,0,0,0.184011458754663,0,0.144355935260968,0.0560685424839595,0,0,0.0944898118446491,0.186116696065466,0,0,0,0,0
DASH,0,0.754836764272879,0,0,0,0,0.0339784002166953,-0.464878108605193,-0.202411519173578,0,0.163144576068252,1.03449550659108,0,0,0,0,0,0.00895324076819825
XRP,0,0,-0.0084491782221358,0,0,-0.156973499205146,0.252329742088957,0.0886332774154969,-0.00671921269412444,0.595524838871275,0,-0.326307522066922,0.0264098173727868,0.878815752791922,0,0,0,-0.247156432946864
LTC,0.316803507875075,0,0,0,0,0.0204949107828612,0,0.032633671765077,-0.0384872413789414,0.0825951088150194,-0.0329435945389917,0,0.00617460696414713,0,-0.0424656091630646,0,0,0.00201342232025345
XMR,0,0.636676115439171,0.127110069355893,0,0,0,0,-0.0470343772090409,0,0.211327560142634,0,-0.0477018131848906,-0.420294659073371,0,0,0,0,-0.743248342777795
ETC,0,0,0.220347071691067,-0.0567699918218496,0,0,0,0.0303713260438471,0.00909071044385118,0,0.0281363087331351,0.0724897045410115,0.0911102539333891,0,-0.27019105101495,0,0,-0.169209416382085
XEM,1.8516517014352,0,0,0.583792389104998,0,0,0,0,0.233937941823659,-1.42246600891573,0,-0.354981543739062,0.347427524573369,0.628722085237074,-1.14056297701956,0,0,0
ZEC,0,0,0.291587086501434,0,0,-0.193336129041446,0.384484300961331,0.0484468342061816,0,0.230415992076536,0,0,-0.0706053558594368,0,-0.337243575882198,0,0,0
DOGE,0.316093752777717,-0.198016886058907,-0.00761984152554768,0.577322724950333,0,0.0905430791534021,0,-0.135796748777045,0.246257414327661,0,0,0,-0.0052100514598326,0,-0.103480775149457,0,0,0.17051071030692
XLM,0,0,-0.103873351275032,0.172302719441502,0,0,0,0.0426190125069983,-0.196355604579389,0,0,0,0.185519394919052,0,0,0,0,0
NEO,0,-0.14518312448372,0.111653990513737,-0.541195147986849,0,-0.122411759815195,1.05189571443156,0,0,0,0,0,-0.0593826012593947,0,0,0,0,0.0295585564136442
DGB,-0.740512568992389,0.433290842338159,0.11293853912205,0.833221812208313,0,-0.0101380006963188,0,0,0.128673318258358,0,0,0.131613565165726,0,-1.97075014846901,0.934146282256086,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0.133103084781203,0,0,0,0,0,0.17051709543854
CVIX.Index,0,0,0,0,0,0,0,-0.0867061232206696,0,0,0,0,0.0503396923500672,0,0,0,0,0
DXY.Curncy,0,0.0187203349331612,0,0,0,0,0,-0.0153145706382095,0,0,0.00127105357578571,0,0,0.0525017659029318,0.0258358806633452,0,0,0
SPX.Index,0,0.0206735313072143,-0.00459458983109944,-0.0294460934703962,0,0,0,-0.00179397681347372,0,0,0.00880225219689896,-0.0149694458588064,0,0,0,0,0,0
VIX.Index,0,0,0.23138754667199,0,0,-0.137458535453307,0,0,0,0.112834184317764,0,0,0,0,0,0,0,0
