,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.138632228367919,0.0097300590271985,0,-0.102616814033315,0.0147380825643595,0,0,0.006780086528167,0,0,0,0,0,0,0
ETH,0,0,4.33680868994202e-19,0,0.09136132902724,0.525149285496313,0.218184209575392,-0.157793353275269,0,0.205111600583728,0.0964241787425448,0.0153819999891845,0,0,0,0,0,0.0431080094639711
XRP,0,0,0,0,0,0.132915785818666,0,0,0,0.357409123998527,0,0,-0.0264663624127812,0,0,0,0,-0.181604401192408
LTC,0.666433161169453,0,-0.00918973289793447,0,0.0535300180797004,0,0.111926956433901,0,0,-0.118488594208515,0,0.00209433325267392,0.00837630273736559,0,0.0206776065014755,0,0,-0.018652892929289
ETC,0,0,0,0,0,0,0,0,0,0,-0.00500377445427035,0,0,0,0,0,0,-0.22423538661038
XMR,1.18734798448019,0.420338243463152,0.0187992787715285,-0.558923846571083,-0.0946784480147136,0,0.44305606678936,0.224059742218336,-1.31691763665096,-0.0667567805004072,-0.0725990577627408,-0.0413406817538677,-0.187816369501951,0,0,0,0,-0.147104468743974
DASH,0,0,0,0,0,0,0,0.148436720443143,0,0,-0.0839712806591237,8.67361737988404e-19,0,0,0,0,0,0
XEM,0,0,0.519702906050451,0,0.180119207397169,0.101438831651669,0,0,0,0,0.120412122788239,-0.0364814533723468,0,0,-0.582839356173916,0,0,-0.181810543893899
DOGE,0,0,0,0,0,-0.108790751516375,0,0.0960671344882796,0,0,0,-0.0113352220530108,-0.0215916831100026,0,0,0,0,0.00263873854413738
XLM,-0.461191448214233,0.504537541458434,0.310030146977556,-1.23455291657394,0.0736286451830411,-0.280791770258852,-0.595455001143624,0.62075049493907,0,0,-0.0595125705789287,-0.0594014170798429,0.189432369371072,0,0.785119988157147,0,0,0
NEO,3.9407671291029,4.64596656613027,-1.07594855594129,-2.49130522483386,-0.361490302236629,-3.52566845698205,-0.585496322401226,1.13404513569912,-0.939263923850643,0,0,-0.263698845929117,-0.921544588218692,-2.77555756156289e-17,0,0,0,1.00121963936017
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,-0.205757662500107,0,0,0,0,0,0,0,-0.074771007078123,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0679961612832196,0,0.0557576045143691,0.111086214457169,0.0436154995638112,0.00721996200460538,0,0,0.00263926692175246,0.0168001435068802,0.0834065993151114,0,0.245051102429422,0,0,0
CVIX.Index,0,0,0,0,0.0556242679860244,0,0,-0.120355852415352,0,0.0487991229546827,0.0175671864652658,0,0,0,0,0,0,0
DXY.Curncy,-0.00165118804793853,0.0176654535586365,0,0,0.000533008875089056,0,-0.00883007364850754,0.0119662785056132,0,-0.0053623415607122,-0.00108710585260568,0.000718796169491749,0.00766411360989891,0.147211454869522,0,0,0,-0.0273304674019439
SPX.Index,-0.0498331021954409,0,0,0.0250773273703732,0.00190730066384863,-0.0441394819843445,0,0.0350616043171914,0,0.00792642881381673,0,-0.00119613694831034,-0.000262418890153051,0,0,0,0,-0.0483416245660337
VIX.Index,0,0,0,0,0,0,0,0,0,0,0.0783289212499881,0,0,0,0,0,0,0
