,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,-0.0663215468487275,-0.14270405923157,0.036313748801814,0,0,0,0,0,0,0,0,-0.24460118409627
XRP,0,0,0,0,0,-0.0429201595014815,0,0,0,0,0,0,0,0,0,0
LTC,0.729002490736584,0.0576344287016586,-0.0150589437800046,0,0.0912171384754003,0.0222500547378872,0.013321580851018,-0.0251728020449545,0,0,-0.0305481924934282,0,0.135140384146956,0,0,0.0811127928780778
ETC,-2.78531007024204,-0.658758353740324,1.04543055694108,0.651977156806482,0,0.350710094803763,0.0288716037824254,-0.464604035769666,-1.05174996142704,0,0,2.30727058726509,-0.412774892649107,0,0,-1.12084677641244
DASH,0,-0.500181474926904,0,0,0,0,0.145526097710444,0.476833929320367,0,0,-0.231368720218056,0,0,0,0,-0.159806743413288
XMR,0,0.93618218255838,-0.0744056149995208,2.27150289490568,-0.0563286738946448,0,0,0,1.73472347597681e-18,0.409928020868616,0.335593635666673,0.22629850701136,0,0,0,0
XEM,0,0,0,-0.47767052889972,0,0.120798646313832,0,0,-0.206924796138815,0,0,0,0,0,0,-0.477075602773481
DOGE,0,-0.124648330067998,0.50776367737516,0,-0.252549104735571,0.186949407577395,-0.0649296452221375,-0.181355889519691,0,0.508391302854171,-0.29100756690759,1.73284950565468,0,0,0,0
XLM,0,0,0.194651134429269,0,0.0605331493042611,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,-0.130850212155356,-0.0749736199453729,0,0,0,0,0.794695387932421,0,0,0,0.57536397682001
BV010082.Index,0,0.153762846788686,0,-0.161710577359463,0.0654718307045419,0,0.0281065282699817,0,0.11209714112561,-0.139804046290677,0.0188154551699954,0,0.098969004561807,0,0,0.107297198836685
CVIX.Index,0,0.118630212939579,-0.035837885138498,-0.152955096120868,-0.0353213088310398,0.0716734639268397,0.0146019171980626,0,0,-0.0223026588499924,0.0291146384917121,0,0,0,0,0.214937534884355
DXY.Curncy,-0.0380144701435773,0.0977623356059328,0.0283784843055912,0,0,0.0376799371946974,0.000698768354602487,-0.0374951968396337,0.0162893341860927,0.0230009508943046,-0.00280875314363708,0.0755984485211768,-0.0428999886211727,0,0,0.00114364130884642
SPX.Index,0,0,0,0,-0.00462267786164128,0.00597783544336128,0,0,0,0,-0.00828221718671036,0,0,0,0,-0.0429302394645807
VIX.Index,-0.954603671082818,-0.0451485140278712,0,0,-0.116153815194199,-0.0515058796238041,0.0342810667490088,-0.361828169804451,-0.173795308096335,-4.33680868994202e-19,-0.0386196532501971,0,1.01644399032304,0,0,0
