,BTC,ETH,BCH,XRP,LTC,XEM,DASH,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0384647454430081,0,0,0,0,0,0.107142589817675,0.0852993092233285,0,-0.0249358368048158,0,0,0.235380442746561,0,0,0,0,0.00319021824359199
ETH,0,0,0,0,0.188167911623335,0,-0.0334681542625178,0.10889187839012,0.203542876070479,1.0842021724855e-19,0.0835845367228514,0,0.0448858595661404,0,0.0677389018438442,0,0,0,0,0.095361217274403
BCH,0,-2.09070349831817,0,0.0511228252860216,1.16111715801448,-0.0220696257980629,0.409478715947,-0.0276833601945734,0.238247899672122,-0.183402313519227,0.372679287608919,0,0.305302165134582,0,0,0,0,0,0,0.879043044169371
XRP,0,0,0.053894418489672,0,0.166619193326182,0,-0.103550699365025,0,-0.0602312095220139,-0.298434804812817,-0.0185704924353402,0,0.707722332672721,0,0,0,0,0,0,0
LTC,-0.344059163678295,0.543731051035521,0.247513918863179,0.248483342131701,0,0.338613663347407,-0.8219715189158,0,0.0096803825392816,0.666007747583235,-0.0155115467124844,0.621332929116762,-0.614616691277177,0.0363644079053096,0,0,0,0,0,-0.220883435905374
XEM,0,0,0.223225503577488,0.0270095007536252,0,0,0,0,0.188096514722642,-0.122426378615104,-0.103405956675893,0,0,0,0.373701932699625,0,0,0,0,0
DASH,0,0,0,0.110889278702655,-0.16600672440489,0,0,-0.0799193762763374,0.0120199008499495,0.0661467490803877,0,1.11821839049181,-0.273597313027406,0,-0.0725285922698757,0,0,0,0,-0.00136587469035564
XMR,0,-0.366821660800044,0.142389841883242,0.469606140626284,0,0,0.824030009268322,0,0,0,0.0764073417460286,0,0,0,0,0,0,0,0,-0.0541106112925947
MIOTA,0.420303930746752,0.516388440426614,-1.38777878078145e-17,-0.385321728896565,0,0.725825024439674,0.039740006075015,0.306205067023636,0,0.0825101400847146,-0.0285925295146987,0,0,0.198662974458193,-0.562403872094501,0,0,0,0,-0.406118795298648
ETC,0.188907156873417,0,2.16840434497101e-19,0,0.519490746342062,0,0,0.0564009819573169,0.0713131262409081,0,-0.046855306008572,0,0.0983050451358718,-6.93889390390723e-18,0,0,0,0,0,0
NEO,0,0,0.0611165973323304,0,0,0,0,0,0,0,0,0,0,0.69048723644809,0,0,0,0,0,-0.244008367807212
ZEC,0,0,0,0,0.216863086219322,0,0.705157876360453,0.0586203597490637,0,0,-0.0460468854852888,0,0.206916587204826,0,0.0540690440371514,0,0,0,0,0
XLM,0,0.160682832636201,0.0104268026489552,0.538669152577401,-0.359604341853619,0,-0.168257470767738,-6.93889390390723e-18,-6.93889390390723e-18,0.49750123737156,0,0.287743840878444,0,0.0911878703724174,0.0394899303382722,0,0,0,0,0.0885977143513926
EOS,0,2.77555756156289e-17,0.0256797425089436,0,0.306567454528474,0,0,0.223832911648239,0.103807354666455,0,0.349512886387907,0.0223929390193956,0,0,0.265547352041992,0,0,0,0,0.0729422865003651
BAT,1.38176364936499,0,-0.15959726937408,-0.0275116244842307,0.251694099480816,0.343085143256657,0,0,-0.0696066160759651,0,0,0.11479023021557,0,0,0,0,0,0,0,-0.102667060546807
BV010082.Index,0,0,-0.00265987951909403,-0.0548233739684676,-0.0191807806199807,-0.00163305921981775,-0.0477503775605214,0.0275189906883816,-0.0509749767729148,-0.0131343807177394,-0.0140031081145726,0.038784494986033,0,0.0657932573325963,-0.0162052873982703,0,0,0,0,-0.0536686998902748
CVIX.Index,0,0,0.0284195759482961,0.0155440832185311,-0.0145278506799961,0.0485588842341992,0,-0.0473012499467464,0,0,0,0,0.0113290379315532,-0.0469101479429368,0.0687923449685973,0,0,0,0,0
DXY.Curncy,-0.0396152939910232,-0.0205080152719009,0,-0.00474993132049223,0,0.0261170044067163,-0.0378072522461427,0.00911222293110047,0.00153573836173746,0,0.00468635240301505,0.0114468935814638,0,0.00439863856530986,0,0,0,0,0,0.000781283345576887
SPX.Index,0,0,-0.00914938651067081,0.00468511700978575,0.00279101362221957,0,0,-0.00480125267443984,0,0,0,0,0,0,0.00352774367061662,0,0,0,0,-0.0388812646742011
VIX.Index,-0.0787567955637235,0.610857033055437,0.261824001979563,-0.484672821371105,0,0.199470420538569,-0.290451947044503,-0.127683094623452,0,-0.269914944808356,0,0,0.574730985112909,-0.389442876058536,0,0,0,0,0,0
