,BTC,XRP,LTC,XLM,DASH,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.101786710308644,0.0105653121745365,-0.0822794555289385,0.181418585937334,0.138528168189655,-0.064750167642753,0.0505734007613565,0.0580056040317147,-0.754215069559033,-0.0669890898464199,1.77364678057773,-3.35145364485012,-0.464396461683776
XRP,0,0,0,0.487923229405817,0,0.0908562202676012,0,0,0,0,0.190717857265401,0,0,0
LTC,0,0,0,0,0,0.0723805495683181,0,0,0,0,0,0,0,0
XLM,0,0.441014854322946,0,0,0,0.151841185687189,-0.500063565390171,0.324245815496872,0,0,0,0,0,-0.898595852535733
DASH,0,0.0869093747110503,0,0.227420151480646,0,0.0161025224892475,0.150492851333145,0,0,0,0,0,0,0
DOGE,0,0.172353308285181,0.177889728714719,0.286942499585873,0,0,0,0.630826367249215,0,0,1.27827771790745,0,0,0
XMR,-1.76907589151757,0.059943340526517,0.013454054360064,-0.23846899555382,0.927475366377653,0.216184368817057,0,-0.0985550860413864,0,0,0,0,0,-0.938423119594851
XEM,0,-0.147183966139177,0.190810283840958,0.238925722168848,-0.166124178577097,0.262348484331723,0.140632042452971,0,0.219582477825359,0,0,0,0,0.426611264145239
DGB,0,0.0784333734459007,0.10947342537517,-0.124270638988751,0,0.0283600930356924,0.201012154436315,0.410790648939021,0,0.979771212967951,-0.271238340724185,0,0,0
BV010082.Index,0,0,0,0,-0.038975486822426,0,0,0,0,0,0.0606206806884268,0,0,0
CVIX.Index,0,0,-0.0662493620515818,0,0,0.0655009147739308,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.0165827866233291,0,0.0155626821718756,0,0,-0.0207179289112102,0.0221480699969774,0,0,0.134343840887203,0,0,0.00553145466339439
SPX.Index,-0.0291866888098183,0.0193445208597601,-0.0213046500666463,0,0.00909494324578062,0.00550164321710926,-0.00159761492565255,0.0432262229410885,0,-0.101057844700583,0.0269710886050048,0,0,-0.105281831823359
VIX.Index,0,0.132841481966018,-0.0959056571254355,-0.301384475249643,0.0198658113601407,0.0245134614598551,-0.508355838624479,0,0,0.781287236848493,-0.0789148117229717,0,0,0
