,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,BNB,EOS,XTZ,TAGZ5,LINK,XLM,ADA,XMR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,-0.00807063916712591,0,0.122421534495275,0,0.078842282473306,0.00584070845591579,0.0402379749138921,0,0.298853174218937,0.158135276613926,0,0,0,0,-0.00250054755950343
INNBCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.245259139400515,0.0857516640408797,0,0.109009190707,0.370826661358445,0.0164308616223639,0.0117625285437723,0,0,0,0,0,0,0,0,0
XRP,0,0,0.0113478855380872,0,0.085586133538712,0.173557313631695,0,0,0.191777005703266,0.0794862117240103,-0.0218472486097355,-0.0360017509746839,-0.0257421728949714,0.157525978553454,0,0,-0.0782182512517486,0,0,0
BCH,0,-0.000515581823287972,0.282856563227564,0,0,0.212361778546122,0,-0.101865815311381,0.130888546738214,0.121575515678363,0.0127302865943307,0,0,0.189987289697804,0,0,0,0,0,0.0753597617591064
BSV,0,-0.00896189195639153,0.0459469430346913,0,0.392842309237252,0,0,0.383319660001657,-1.38777878078145e-17,0.00331138258270676,0.0154312401518537,0,0,0,0.110216091517444,0,0,0,0,0
LTC,0,-0.000453398066358785,0,0,0,0.10660661860166,0,0.0305487229293795,0.340305288230011,0.148605886123927,0,0,0,0.185452382336504,0,0,0,0,0,2.16840434497101e-19
BNB,0.838967530147887,-0.00715845961306302,0.350770256707142,0,-0.376694999039017,0.0798131923496423,0,0,0,-0.0858859120159534,0,0.176034675201003,-0.0491485626203089,0.185079119791186,0,0,0,0,0,0.14859435569516
EOS,0,-0.00256846438159501,0.284660580226409,0,0,0.119767934045061,0,0,0,0,0.00854088256338643,0,0.0910961964029587,0,0.349733886083439,0,0,0,0,0.0263545900012909
XTZ,0,0,0.892156213865213,0,0.540427948611147,0.0320221953237656,0.713687290565534,0.120966787135735,-1.39257102198269,0,-0.000915180921691563,0.0628143691136293,0.339538301603052,0,0,0,-0.127630086773954,0,0,0
TAGZ5,0,0.00993298068465485,0.617598271281051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINK,0,-0.00735660688237999,0,0,0,0.810409018212114,0,-0.162297779529522,0,0.348851175647333,-0.0292585590952409,0,0.0733428589844176,-0.101390138006402,0,0,0,0,0,0.0799688415466354
XLM,0,0.00167507802034992,0,0,-0.969219881274472,0.378742601804957,0,0,0.793447766522355,3.46944695195361e-18,0.0166473518034952,0.0548573074683055,0,0.520114984602222,0,0,0,0,0.388556300681424,0.123372482033279
ADA,0,-0.00127820709719592,0.329289528743474,0,0,3.46944695195361e-18,0.184535874924583,0.0850751102421001,0,0.172096557569607,-0.00490976089347264,0,0.0354198455199675,0,0.0635688991458479,0,0.0650487866902411,0,0,0.0261508187092335
XMR,0,1.0842021724855e-19,0,0,0,0.0970774760703677,0,0.267982830978004,0.261313338216256,0,0.0168764412102843,-0.0567802649241632,0.103804852743698,0.122977740972686,0,0,0,0,0,0.0349345698489335
BV010082.Index,0,-0.00292210312533349,0,0,0,0,0,0,-0.16033710028178,0.0587431795546253,-0.00637868778065192,0,0,0,0,0,0,0,0,-0.0359802972320907
CVIX.Index,0,-0.00911364482448372,0.314456541852323,-1.0506731760629,0.1842207596953,-0.154781976234031,0.56689097524906,-0.114794869301446,0,0,-0.064032443744022,-0.033226659558121,0,0.0784782740103629,0.0384111779644279,0,0,0,-0.717605253992438,-0.161263980783545
DXY.Curncy,0,-0.000477325903870125,0,0,0,-0.00532338350843828,0,0.0136937393647993,0,0,0.000896890956590736,-0.0194375461507687,0.00959377655844692,0,0,0,0.0708285721443375,0,0,0.0251506846101152
SPX.Index,0,-0.0041710387992308,0,0,0,-0.0961054965888822,0.318436785283685,-0.120965691661505,0,-0.082024863066803,-0.0237348156199632,0.0216175182279533,0,0.027542514493847,0,0,-0.388717286307063,0,0,-0.173330512370418
VIX.Index,0,0.0127130087930535,0,0,0,0.145772234476952,0,0,0,0,-0.0363486059370926,0,0,0,0,0,0,0,-1.45304426539725,0
