,BTC,ETH,XRP,BCH,LTC,XEM,DASH,MIOTA,XMR,NEO,ETC,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.050479785838013,0,0,0,0.162799142949006,0,0.0432876470034082,0,0,0,-0.109132075825344,0.145153295018485,0,0,0,0,0.0998600056367611
ETH,0,0,-0.06894382098785,-0.0518039389464601,0,0,0,0.0888287578257258,0.0447575265389065,-0.18871237109849,0.504980779718039,-0.0796483298400961,-0.0931412764077811,0,0.0172694332760451,0,0.338453168365788,0,0,0.00292744936476564
XRP,0,0,0,0,0.277780106063628,-0.498436386891024,0,0.126865132053223,0,0.0190787514827665,0,-0.256927101593318,0,1.14799633776225,-0.0379207564772565,0,0,0,0,0.074062119738486
BCH,0,-3.04998519917639,0.354922997157515,0,1.18772374668971,-0.0702608861621462,1.702869355414,-0.139559791503664,0,-0.761845937008542,0,-1.59912935782854,0,-0.613630949879486,-0.271301078705974,0,0,0,0,0.6071690714741
LTC,0,0,0,0,0,0,-0.122989776366649,0,-0.0293045894869771,0,0.760175394219505,0,0,0,0.0233613839485661,0,0,0,0,0.0227741296704611
XEM,-5.55111512312578e-17,0,-0.490067961320487,-0.13119303371886,0.831010473395284,0,0.925224765503264,-0.12136817632215,-0.202477727812513,0.126735956640526,-1.33256288625438,-0.977445281064473,0.828269532576863,1.41887129711706,-0.0107878680197675,0,-0.0683653403049259,0,0,0.247113958095174
DASH,0,0,0,0.103688987122587,-0.10213264194756,0,0,0.113398035147587,-0.0418014618316034,-0.00975800439951687,0,0.9778189712302,0,0,0,0,0,0,0,-0.0628526507052084
MIOTA,0.86299151097516,0,-0.413540237866659,0,-0.102973072640857,-0.178500890771051,0,0,0.36290404321953,0.432868216949712,0,0.0957234779579986,0.172653743637341,0,0.246151272773261,0,0,0,0,0.0502570986210228
XMR,0.219017162194399,0,0.886457390889052,0.116575709205409,-0.261447150017234,-0.463289126664079,0.111831511297372,0.0834462754827033,0,0.037562013700318,0,1.16344986976764,0,0,-0.178374474923809,0,0,0,0,0
NEO,0,-1.32190669731797,0,-0.129796958318306,0.747928773130226,0.0268367144253659,0,0.367961128167929,0,0,0,-0.147966568811303,0,0,-0.114418614034738,0,0,0,0,-0.0231088110273943
ETC,0,0.155632758170466,0,0,0.197987811939245,0.100959288016532,0,-0.0269722548312317,0.0466262626027149,0,0,0,0.0364385921126545,0,0.0145631462424726,0,0,0,0,-0.0174341613149494
ZEC,-0.497542996177427,-0.169800648449124,-0.239057244848275,-0.0569541078332303,0,-0.0334697810820006,0.56046755990393,0,0.197425857779257,0,0,0,0.397240503107113,0,0,0,0,0,0,0.109152296311203
EOS,0,0,-0.0852978560046187,-0.0523839111275831,0,0,0,-0.112106282020974,0.108152693783517,0.0655290203527289,0,0.0137694699537203,0,0,0.245789719352186,0,0,0,0,0
XLM,0,0,0.166320792749706,-0.0289946852388884,-0.0792890939255457,0,0,-0.0730743424281874,0.25420654386458,-0.219960546853289,0,0,0,0,0.00145075863653021,0,0,0,0,0
BAT,0.376326924632369,0,0,-0.182677136568473,0,0.811358865031185,0,-0.221307642684131,0,-0.0122487547829457,0,0,0.494666546764915,0,0,0,0,0,0,-0.141651292382348
BV010082.Index,0,0,0,-0.00409062489450755,0.00892326820645807,0.0113924691694464,0,0,0.0165179104993253,0,0,0.0360925845147169,0.115162705585206,0,0,0,0,0,0,0
CVIX.Index,0,0,0.0609214363448786,-0.0162582138823446,0,0,0,0.0144483293132812,-0.033117119416582,0,0,-0.0186572396979108,0,0,0,0,0,0,0,0.0471740125703033
DXY.Curncy,-0.0494970929414785,0,0.0130889603167607,0,0.0016105124063941,0.00950660179347529,-0.0257334766123038,0.0201605476292368,-0.00490256006830539,0.00726553480045099,0,0.010839902735709,0.0116463314992468,0,0,0,0,0,0,0.00398725746176302
SPX.Index,0,0,0.00437053182497325,-0.00886862506976623,0,0,-0.00519754536480216,0,-0.00569806810124473,-0.000495199356442864,0,0,0,0,0,0,0,0,0,-0.0415411142205143
VIX.Index,0,0,0,0,0,0,-0.199324749045281,0,0,0,0,0,0,0,0,0,0,0,0,0
