,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.130095033146565,0.210391484379383,0.0818876365243114,0,0,0.345236824475245,0.145517738274999,-0.281515057817676,0.604611232916303,0,-0.108997016020915,-3.46944695195361e-18,0,0,0,0,0
ETH,0,0,-0.0474437332958963,0.674181665569076,0,0,1.2913269606235,0.0893453544717543,-0.0607628432308111,-0.838727593587977,0.0327785600843969,-0.613696164555142,0.262378388522556,0,0.357192791033269,0,0,0.534249553540293
DASH,-2.77555756156289e-17,0,0,0.304160052498506,0,0,0,-0.152169144974127,0.0648242014529512,0,0,1.22458696097404,0.290637018295042,1.59394073085064,0,0,0,0.164816240951234
XMR,0,0.598624474281046,0.246621892799866,0,0,0,-0.232832200789828,-0.0179282935451422,0.0423865775390497,0.205156930988763,0.172614545872322,0,-0.613040941101452,-0.238748832038988,0,0,0,-0.755244695958032
XRP,0,-0.0381337803382362,0,0,0,0,0.182563388956474,-0.0397561473575309,0.0198843018290286,0.1647037633207,0,-0.0935788904555938,0,0,0,0,0,-0.170127675468427
LTC,0,0,0,0.0427313895373025,0,0,0.172777839193553,0,0.0448598269804235,0.147165819241402,0.0626373234542881,0,-0.00432036307989235,0,0,0,0,0.0299177970519348
ETC,0,0.331705728860867,0.119452929837897,0,0,0.682944919455179,0,-0.167359069254285,-0.0466755708385531,0,0.0902487471103793,0,-0.0612096876471073,-1.21190103255027,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0.161928082956437,0,0,0,0.483574274474909,0,0,0,0,0.105910915264439,0,0,0,0,0,-0.19424699248219
DOGE,0.434149429818834,-0.108797266816519,-0.0238430214382799,0.164555101474599,-0.0622718142348112,0.087257750547302,0,-0.0851848564830424,0.077965000356127,0,0,-0.0649602782896556,0.0757128272302051,0,0.377186942393245,0,0,0
XLM,-0.289564369420993,0,-0.012627553264485,0.331476964909961,0.457866638493599,0,-0.0244723043779065,0.0988650382239226,-0.0891945725959009,0,0,0,0.350371240550824,0,0.0957197503759858,0,0,0
NEO,-0.187434372085383,-0.405302201575156,0.126439477394785,0.234240545266812,-0.408866017121534,-1.06860785918562,0.709692200307563,0.180624767621754,0.183317315667004,-0.149118249468677,0,0,0,-0.35399342601375,0.80623217110753,0,0,-0.120171902541268
DGB,0.250557980554491,0.579859631883241,0.275697581065321,-0.97170373721084,0.135029054450271,-0.547970633134151,-0.355858271034635,0.242381335189829,-0.196056260095505,1.22792902345399,0,0.0601053250588993,0,-1.45228339689459,0,0,0,-0.567778672000226
BV010082.Index,0.253653937471745,0,0.0886788051483473,-0.151196879439065,0,0,-0.107476244168266,0,-0.0774826481524256,0,0,-0.100171944805774,-0.0986810110499594,0,0,0,0,0.0933772368255485
CVIX.Index,0,-0.018915466795517,0,0,0.271660204565756,0,-0.0449360103305426,-0.115032060955179,0.0884629225000349,0.290834930188772,0,0,0,0,0,0,0,0.31959825919974
DXY.Curncy,0.00172946301146884,0,-0.00799471788768606,0.013595236369711,0.0467841112124919,0,-0.00340987194406821,-0.00379279745832461,0.00344875117969135,0.020414874111025,-0.0127756247007542,0,0,0.11101805895704,0,0,0,0.0340290660077265
SPX.Index,0,0,0,0,0,0,0,0.0047051208997882,0,0,0,0,0,0,0,0,0,0
VIX.Index,0,0.224072217486559,0,-0.287605379870356,-0.513061375770334,0.351272945943918,-0.177567688806079,3.46944695195361e-18,-0.0369775045272354,0,0,0,-0.183922792396159,0,0.760543495178108,0,0,0
