,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.18010313347386,-0.0359224023011393,0.191189565767983,0.576033193673556,-0.0796294345203009,0.0611445522430858,-0.013484577227423,1.36975417047635,-0.0755078277196673,0,0,-0.0198368949484403
XRP,-0.453085185862536,0,1.38171713391036,-0.0565983712965619,0,-0.371162274420073,0.042737317309329,-0.0509298540461616,-0.030813220818166,0,0,0,0,-0.0718480234556138
LTC,0.0814051375708073,0.504385650302555,0,0.0932535189634608,0,0.43778174004032,0.0959724282653103,0.114997731129911,0.0262120847178217,0,0,0,0,0.155056472582242
DASH,0,-0.445776243334706,0,0,0.460504950301298,0.920478811344894,-0.333428773177218,-0.205317883073212,0,2.64074705081728,0,0,0,-0.0325057963660905
XLM,0.500720409297297,-0.108692826488575,0,0,0,0.240365393810394,0.0194531700121628,-0.0906733908048077,0.10762570469228,0,0,0,0,0
DOGE,0.511716054459142,0,0,0.0419922137807098,0.546024809968439,0,0.0594851536434408,0.109180284847452,-0.125958704721136,0,-0.25828612057633,0,0,0
XMR,0,0,1.17323666664504,-0.50775974317949,0.629400152280876,0,0,-0.0567821178262335,-0.184829323184562,0,0,0,0,-0.258560282541764
XEM,1.97542206968702,0,0.841716186569787,-0.209413150898018,-1.76765922883121,0,-0.198373995844827,0,0.408694217669228,-4.54037182060865,0.112419509233901,0,0,-0.518947601955712
DGB,0,0,0,0.461001583735415,2.51738036319578,-2.27035760015637,0.288152223057458,0.112686537868464,0,0,-0.328432201568221,0,0,0.0896460141792242
BV010082.Index,0.175455924954154,0,-0.075567405447321,0.042973695712876,0,-0.0926870346902311,0.0272421620280218,-0.0442453141648185,0.0200777944204239,0,0.159556181472175,0,0,0.0423611305314383
CVIX.Index,-0.00561981184083869,-0.0120625218057909,0,0.00603786832711222,0.138972417444893,0,-0.0295376003369996,0,2.16840434497101e-19,0,0,1.86152664458271,0,0.0132989014984942
DXY.Curncy,0,0,-0.0472859814932649,0.0318852444091453,0,-0.000209738886342441,-0.0145634666162083,-0.00100423753002616,0,0,0.0667409167519146,0,0,-0.0194621331671642
SPX.Index,0.04225278495385,0,-0.0195023844120239,-0.0122290629363621,0.0449689662165982,0,-0.0272511701083912,0,-0.00511038616452381,0,-0.0149526097537997,0,0,-0.0869095014134348
VIX.Index,0.0865986099931466,-0.187446287887307,0,-0.0312490448257618,0,0,-0.113148780305373,-0.186641539820814,-0.0808135359507735,0,0,0,-5.27642054871626,0
