,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0844683985460236,0.227752089553933,0.10118544906781,0.0222045512576569,0.0363635828119675,0.0341303595044401,-0.00318264566035443,0.115759996005077,0.22010142894923,0.026139859150434,0,0,-0.809286983704302,0,-0.104629294752471
ETH,-0.728820093680276,0,0,-0.107271740698853,0,0.11751376627569,-0.112335464541306,-0.217814906788838,0.1794464884894,0.449821109161786,-0.126115255792797,-0.241358064110466,0.392901364661392,0,0,-0.229249941135945
XRP,0,0.0457822318609165,0,0.159071798948866,0,-0.0172817205099437,-0.0842231125624894,0.0711988902722218,0,0.00654352431884125,-0.00240189929953565,0,0,0,0,0
LTC,0.660626649183284,0,0,0,0.00496826839193981,0.0761399026149159,0.0501210487536512,-0.089538744441844,0,0.0306179003317676,0,-0.07735913015525,0.130383950189628,0,0,-0.0316129321533986
XMR,0,0,0,0,0,0,0.539624117679552,0,0,0,0.517709445128636,0,0,0,0,0
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,-0.422831254300924,-1.39097530537222,0,0.0480606381953501,0.00061145356385903,0,-0.0618940111885038,-0.159290557687585,0.766638464002299,-0.106621023260019,0.0076475237130284,0.588930650119364,0,0,-0.344258056338332
XEM,0.346257662147404,-0.237600065496139,0,-1.06858919581821,0,0.111983335489874,0,0,0,0,0,-0.692991546152253,0,0,0,-0.295033902167155
DOGE,0,0.739500672009507,0,0.244399120002308,0.0308443220407701,-0.0372961010611121,0,0,0,0,0.0701562936854381,0,0,0,0,-0.0715296463312097
XLM,0,0,0,0,-0.0329962229819524,0,0,0,0,0,0,0,0,0,0,0
DGB,0,-0.0530689819517502,0,0,4.33680868994202e-19,-0.100129523447551,-0.548701458678575,-0.113375013253554,0,0,0,0,1.38126294360838,0,0,0.0669546437271064
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0.0604428674062628,0,0,0,0,0
CVIX.Index,0,0.608806392566962,0,0.0554785777436062,-0.0195212275826666,0,0.225561393071301,0,-0.126813653745429,0,0.149796160810659,-0.0926373252178059,0,0,0,0.180814860945202
DXY.Curncy,0,0,0,0,0.00060677772525736,0,0.00870318177727072,-0.0533505990934944,0.0524553876078097,0,-0.00853492719729033,0.0665401085754577,0,0,0,-0.0376322378832221
SPX.Index,-0.0355070245314417,-0.000924273675207236,0,0.0408155241335026,0.000721856006954079,-0.000620555196281931,0.00486415019911583,-2.16840434497101e-19,0.0129972750420564,-2.16840434497101e-19,-0.00169437314240853,-0.0305448551745137,-0.0321983170698145,0,0,-0.0373254902014625
VIX.Index,-1.45111398235705,-0.419404842205242,0,0,0.0309320237597023,0.0216190939559,-0.313749361498556,-0.37058699250318,-0.0592213824022787,-0.416424651677119,0,0,1.28925071759172,0,0,0
