,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ZEC,ADA,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0171563831029339,0,0,0,0,-0.02327044391654,0,0,-0.534645201009599,0,0.0960728432857012,0.173140603676917,0.0448352169573807,0,0,0,0,0.100209832010015
ETH,0,0,-0.103706916482132,0.118994971765872,0.0760199340805591,0,0,-0.0195439483002644,0.17536174607245,0.10215931925305,0.112639418749113,0.193473000851961,0.0794087668249034,0.0566729646952232,-0.00387315126165203,0,-0.265663218910563,0,0,-0.0454712163762186
BCH,0.169579111506198,0,0,0.314679076134689,0,0,0.584150871291308,0,0,0,0,0,-0.364199148436033,0.456381024249988,0,0,0,0,0,-0.315042985680315
XRP,0,0.91366698299241,-0.0941822108448557,0,0,-0.149492049024206,-0.169063308912793,0,0,0,-0.0606881910326051,0,-0.0284709548908439,0.0592499920268729,-0.00127085800613966,0,0,0,0,-0.0858691550029784
LTC,0.131210407565106,0,-0.0439156406511798,0.241084715391718,0,0,-0.136123336905963,0.120209471521984,0.339072694779152,0.0629377905776595,0.0987688262770791,0,0.0395730791278064,0,-0.0523565220046868,0,0,0,0,0.00317444787202454
DASH,0,0,0,0,0,0,0.0744668229087624,0,0.135928504262808,0.149996731129667,0.0881616982243443,0.117738214962835,0,0.023569629865795,-0.0245491046576736,0,0,0,0,-0.0236024549953145
NEO,-0.702973918215561,0,0,-0.236008673014144,-0.599841921162758,0,0,0,0,0.441069291206845,0,0.187932579911168,0.317955244234807,0.281442422406612,0.0871740473013331,0,0,0,0,0.215320492384017
XEM,-0.363679297148222,-0.632676241559737,0,0,1.63670447886896,-0.496506837803537,0.530067562324209,0,-0.0752322487758216,-0.0677881782621764,0.216347648333179,0,0.0455171136250146,-0.0559457447001013,0.0885165778976611,0,0,0,0,-0.382396494623411
XMR,0,0.252982777478433,-0.0721963001665665,0.0737331047716847,0,0.27312215998413,0,0,0,0.0838090594716206,0,0,0.0889092077433444,0.0476481269351215,0.00434915990439227,-0.0150357719063491,0,0,0,-0.117030434924901
ETC,0,0,0.175417551916458,0,0,0,0,0.210293455610897,0,0,0.0537765868228393,0,0.13732549598509,0.0461938093870704,0,0,0,0,0,0
MIOTA,-0.634595070494891,0,0.159919966952006,0,0.699837930470021,0.641456753231122,0.396134506892818,0,0,-0.0909905330093625,0,0,0,0.0246440934127046,0.0746811133071807,0,-0.24305665847206,0,0,0.315969495537272
ZEC,0,0,0,0,0,0,0.0963239787909924,0.11361551896133,0,0,0.288309806082709,0,0,0.00998968856035601,-0.0523938171733446,0,0,0,0,0
ADA,0.307024041692414,1.19906184421013,-0.0770765580337036,0,0.939885508723716,0,0.474918101478479,0,0,-0.195727395612754,0.192768854687073,0.00759726357391772,0,-0.419360268478371,-0.0325786491470268,0,0,0,0,0
EOS,0,0,0.216008916200421,0.438266635463378,0,0,0,0,0,0.00501071310169892,0.174672746290405,0.07097053364037,0,0,0,0,0,0,0,0
XLM,1.38511809051981,0,0.185578212801518,1.50861008940063,-3.6252159448334,0,0,0,0,0.207823375463621,1.52338495489815,0,-0.245793603969554,-0.673897839956094,0,0,0,0,0,1.38777878078145e-17
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386296737311054,0.0177686131931818,0.000140815646220072,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0.0689706037762381,0,0.0198466087270152,0,0,0,0,0
DXY.Curncy,-0.0431542543666565,0,0.0150776152039437,0.00579928226868858,0,0,-0.00341860269421434,0.00254403955445927,0,-0.00562191391263115,0,0,0,-0.00340315509930672,0.000812823125592031,0,0,0,0,-0.00784832008932108
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,-0.000493154301377232,-0.00082785148041928,0,0,0,0,0,-0.036593999453313
VIX.Index,0.135019798345707,-0.643896144619704,-0.461713658118576,-0.0457320142751696,0,-0.455810700075604,-1.73472347597681e-18,-0.161420934701137,-0.539481079063412,-0.0305730826035567,1.29071442805118,0,0,0.264451226570116,-0.0334458931811278,0,0,0,0,0
