,BTC,XRP,ETH,BCH,XLM,EOS,LTC,BSV,XMR,ADA,TRX,DASH,MIOTA,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.111048940641823,0,0,0.189493519858293,0.187130342357564,0,0.00937466609819344,0.342377157582569,-0.103280571720846,0,0,0.00936833568786918,0.0677813447608501,0.195409101994011,0,0,0,0,0
XRP,0,0,0.116652165321017,0.111477398189768,0.317977024244876,0,0,-0.0160593638803242,0,0,0,-0.161118234857373,-0.126354019631499,0.31872951701793,0,0,0,0,0,0.187778226634767
ETH,0.34079144868757,0.148349613732076,0,-1.73472347597681e-18,0.117469284251016,0.0331070675284952,0.209568434776575,0.00529503529245629,0.043814764521996,0,0,0,0,0.0610738720088467,0.217455412011589,0,0,0,0,0
BCH,0,0,0,0,0,0,0.0410087874605049,0,0,0,0,0,0.810557838416395,-0.0732759715997859,0.213707956952066,0,0,0,0,0
XLM,0.302840828763963,0.610388502088785,0,0.0316888014829875,0,0,0,-0.02529258649223,0.170527831525521,0,0,0,0.256108155493703,-0.13771221719215,0,0,0,0,0,0
EOS,0,0,0.253577637976973,0,0.28688237200151,0,0,-0.000271048023212599,0,0,0,0.0805916224984765,0.084196135216917,0,0,0,0,0,0,0
LTC,0,0,0,0.0587944458121033,0,0.436025999956678,0,-0.0101736409172558,0.0780958198580361,0,0.342256781577318,0.0447091732659466,0,0,0,0,0,0,0,0.0809281983188649
BSV,0,-2.9360738602021,0,1.43707358317592,-2.16729719160893,0,0,0,0,0,0,1.27782269883248,0.103734231858037,0,1.36854647648478,0,0,0,0,0
XMR,0.607515881854901,0,0,-0.104362653146898,0,0,0,0,0,0,0.612369294228629,0,0,0.0710877018143365,0,0,0,0,0,-0.0357744844739396
ADA,0,0,0,0.219489060372088,0.0538658582289553,0,0,-0.0241701769736271,0.256374411346762,0,0.00187856920598638,0.27907349959702,0.169902028855694,0,0,0,0,0,0,-0.0366448813513559
TRX,0,0,0.0219671597760826,0.108703832448843,0,0,0,0,0.339858562879225,0.20732565624499,0,0.15626418956576,0.032389136481552,0,0,0,0,0,0,0
DASH,0,0,0,-0.251960435028706,0,0,0,0.0212390540507626,0,0.0659160838194106,0.447582432551898,0,0,0.231778488040233,0.44629357727517,0,0,0,0,0.073135291816528
MIOTA,0,0,0,0.120181000981585,0.199807480919818,0.279562536795324,0,0.0285461008817485,0.0351383389738705,0,0,0,0,0.201757258475143,0.149817997350312,0,0,0,0,0.0221810896102178
XEM,0.761173980962997,0.244062774622759,0,-0.130039134578252,0,-0.570392506014205,0,-0.0325134700945252,0,0,0,0.277002447319753,0.475694869967747,0,0,0,0,0,0,0
BNB,0,0,0.765029591157922,0.0366176612215201,0,0,0,0.01327814842966,0,0,0,0.102416973414884,0,-1.73472347597681e-18,0,0,0,0,0,0
BV010082.Index,0,-0.224374275811561,0,0,0,0,0,0,0.00583198857010873,0,0.0240029529191039,0.0423705175649633,0,0.045706318672321,0.131799272419864,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0.0143383047704658,-0.0602732976886492,0,0,0,0,0,0,0,0,0,0,0.0839424354470734
DXY.Curncy,0,0,0,0,0,-0.0555065982773867,0,0.00460436835789833,-2.16840434497101e-19,0,0.0199059772616,0.00141126850874041,0.0256003029910166,0,0.0014715280243428,0.0801558883089736,0,0,0,0.0183843325441745
SPX.Index,0,0,0,0,0.0111094719387109,0,0.0505157011732208,-0.000136863175250916,0,0,-0.0474044580031391,0,0,0.0211563346601803,-0.0304181114714069,0.11019064406369,0.182283709084561,0,0,-0.139535901847423
VIX.Index,0,0.000900044321485572,0,0,-0.348647291880831,0,0.537627676355426,-0.0406012960093941,0,0,-0.557228735276372,0,0.523536612667758,0,0,0,1.58045305975218,0,-5.73675309220666,0
