,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.045254182604485,0.0183681182493285,0,0,0,0,0,-0.383483679353978,0,0.211450419942091,0.0283529293787498,0,0,0,0,0,0,0
ETH,0,0,0.12050748708845,-0.0818151268967182,0.171696371884603,0.0788528057601326,0.0922843818363089,0.0375778037271698,0,0.0451085968890316,0,0.05477345625956,-0.0026671309580345,0.134986398465107,0,0,0,0,0,0
XRP,0,1.01877519056667,0,-0.269557896304027,0,-1.09096057205907,-1.08276763983427,0,0.87672382805712,0.272038916117149,0,-0.205203779648087,0.0517186268544809,0.400304017835222,0.551604699563899,0,1.48396997698267,0,0,0.308449891372977
BCH,0,0,0,0,0,0,0,0.210192749327313,0,0,0.699371477963762,-0.0255159158508168,0.0146907747446726,0,0,0,0,0,0,0
LTC,0,0,0.0926107785124595,-0.307784621293722,0,0,0.045965674990732,0,0.303958370244419,0,0.65961411353396,-0.148149924051517,-0.0362437232948357,3.46944695195361e-18,0.0582195700204242,0,0,0,0,0.109945837236854
DASH,0,0,0,0.113074064644924,0.0562970475016069,0,0,0.0546443860657174,0.221495633612485,0.0546985003669586,0,0,-0.023028558592851,0.106871848036323,0.231530508704853,0,0,0,0,0
XEM,-0.0744811291553536,0.723105514013347,-0.391959184148428,-0.215957615498515,0,-0.72581118390512,0,0.19593311991621,0.106305755472343,0.264130048573395,0,-1.38777878078145e-17,-0.00825171491044389,0,0.39607616469959,0,0,0,0,0
NEO,-0.778780662493298,0,0,0.557323937438198,0,0.246990605675682,0.0900069167512413,0,0,1.38777878078145e-17,0,0.219548203523523,0.0948493239619136,0,0,0,0,0,0,0
XMR,0.417805638283684,0.264967049187024,0,-0.0571634941426076,0,0.465636367973209,0,-0.143042111993696,0,0.234088945105035,0.0934404975327071,0,0.0102677030893341,0.275109083453222,-0.018405620288269,0,0,0,0,0
MIOTA,-0.568906436155944,0,0,0,-0.34388959947887,0.331850741129903,0,0.0620021507472308,0,0,0,0.260425156672843,0.111522193369967,0,0.300762893565191,0,0,0,0,0.559898229028515
ETC,0.100567102713683,0,0.00201802870522352,0.247488011262155,0.23934804454317,0,0.060873413204943,4.33680868994202e-19,0,0,0,0.0593625709822096,0.0101563688766821,0.136179606154502,0.0716586850556518,0,0,0,0,0
ADA,1.85997073313011,0,-0.317776526070047,-0.115164404486662,0,-0.616172344034462,0,0,-3.46944695195361e-18,0.4915961153527,0,0,-0.0963714275723091,0,0,0,2.10599512322189,0,0,0.515187091800662
XLM,0,0,0.284079169543641,1.46145147557361,0,0,0,0,0,0.466043315952914,0,-0.0753909008803119,0,0,0,0,0,0,0,0
ZEC,0,0,0,0.147203457404934,0,0.289716639950619,0.348574853488796,0,0.0902579452063406,0.0422635936836731,0,-0.0357965929573125,-0.0535950225789639,0,0.0195813447439166,0,0,0,0,0
EOS,0,0,0.185622578170777,0.156549124255142,0.160199826271519,0,0,1.73472347597681e-18,0,0.0825925084740916,0.0644257420320281,-0.0598851645169077,0.0111087621055987,0.0871694437657012,0,0,0,0,0,0
BV010082.Index,0.153656323348501,0.117549008974515,-0.052029340036874,0.0351674443692346,-0.0471592600504345,0.0821520417569803,-0.0621898763945771,0,-0.233157290722465,0,0,0,0.0147866908867571,0.0438983189187023,0.0976345715634924,0,-0.10141320999427,0,0,0.0904805085096822
CVIX.Index,-0.0862263607054611,-0.220968504672899,0.0719915061532078,0.00135580931698546,-0.0537680223774756,0.0634167918949508,0,0.112259814138595,0,-0.167872353100957,0,0.109918619552366,0.0163968207160851,-0.0203682937150773,0.0146053069709349,-0.491722710145512,0,0,0,8.67361737988404e-19
DXY.Curncy,0,0,0,0,-0.00716581405878579,-0.0038995580226299,0,0,0,0,0,-0.00533031480856421,0.00109796547912189,0,-0.0144803968785782,0,0,0,0,0
SPX.Index,0.00967403933316989,0,-0.00459400129395487,0.0082435750611545,2.16840434497101e-19,-0.00556970975079383,-0.00425512042867881,0,0,-0.00242979034403026,0,-0.00486217742198543,0,0,0.00209133482686128,0.0217839455848851,0,0,0,-0.0205294531675204
VIX.Index,0,-0.262173669817343,0.22538286803081,0,0,0,0,0.112798336074098,-0.258336018387001,0.168602692817102,0,0.14295754126152,0,0,-0.252296532376237,0,0,0,0,0
