,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.00856263615917891,-0.035043936584216,0,0,0,-0.0387176085139527,0,0.136099620470899,0,0.0405550879052624,0.278573115346194,0,0.126925476246222,0,0,0,-0.120822035814053,-0.011237912045535
ETH,0,0,0.0804475711796484,0.0364374525216909,0.184107269279787,0,0.0689419994608869,0,0,0.0779871412747125,0.152846945160141,0,0,0,0.0920562452329421,0,0,0,0,0
XRP,0,0,0,0,0.411037188113379,0.0383036521208764,0,0,0,0,0,0.44265317414513,0,0,0,0,0,0,0,0.0406453985488233
BCH,0,1.59986270804874,0.0201393597013243,0,0,0,0,0,0.131991651424892,0,0,0,-0.409884012543265,0.43816620570051,0.184749501309872,0,0,0,0,0.0772509390508864
EOS,0,0,0,0,0,0.0674527347354968,0.148167451297075,8.67361737988404e-19,0,0,0,0.471287033825622,0,0.0286249318885722,0,0,0,0,0,-0.0100639283951987
XLM,0,0,0.424972507253702,0.160292598221917,0,0,0,0,0,0,0,0,0,0,0.126001724684136,0,-0.0609855378381504,0,0,0
LTC,0,0,-2.16840434497101e-19,0,0.101211500290926,0.0244878439645146,0,0.663373198881254,0,0,0.0573860416288717,0.250732363854901,0,0,-0.137139174089839,0,0,0,0,0.00437193122632172
ADA,0,0,0,0.149494241496684,0,0.0097291124844598,0.241865678314504,0,0,0.271960450426446,0,0,0,0.128796407155461,0.245331458280462,0,0,0,0,0
XMR,0,0,0,0.171690530996278,0,0,0,0,0,0,0,0.239956567897505,0,0,0,0,-0.16912489519533,0,0,0.00989148370503528
TRX,0,0,0,0.022508916426095,0.257000513026067,0.0622094896223811,0.338649244912423,0,0,0,0,0.0934314000170044,0,0,0,0,0,0,0,-0.0195105198448969
DASH,-0.500659832581795,0,-0.194331919498619,0.155653755053771,0,0.412339105616158,-0.738686405175523,0.106728926546408,0,1.19681795034713,0,1.73472347597681e-18,0,0,-0.121167441645506,1.10279041264961,1.02258522426678,0,-1.53592723995499,-0.128873591297919
MIOTA,0,0,0,-0.0624645133578622,0,-0.106718735579226,0,0,0.428110927945556,0.54610464846251,0.160765016294817,0,0,0.420803116351142,0,0,0,0,0,0
BNB,0,0,0,0,0,0.0114340237920231,0,0,0.0950718568889779,0.250271223865159,0,0,0,0,0.104691482589067,0,-0.00169359676658321,0,0,0.011534989905294
NEO,0,0,-0.0689214358473696,0.14884567205801,0.571323276707957,0,0,0.140040937117255,0,-0.554523953400629,0,0.178881588085987,0,0,0.3387722538197,0,0,0,0,-0.0302814259633517
ETC,0,0,0,0.0170959685687612,0,0,0,0.296751520345633,0,0.460066255835216,-0.0300401893882579,0,0,0.075911103942469,0,0,0,0,0,0
BV010082.Index,0,0,0.0749616185416799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130228506440233
CVIX.Index,0,0,0.168850721034021,0,0,-0.326244236100113,0,0,0,0,0,0,0,0.168630875194994,0,-0.359911660824881,0,0,0,-0.0277311725963122
DXY.Curncy,0,0,0,-0.0453850042116718,0,-0.00301199029814875,0,0,0.0431952829021097,0,0.0387005510038518,0,0,-0.0217217520309766,0,0.111116495747577,0,0,0,0.0349688998555489
SPX.Index,0,0,0.0102977380033823,0,0,0,0,0.0562130992194192,0,0,0,0,0,0,0,0,0,0,0,-0.137991090006665
VIX.Index,0,0,0.504376765468516,0.91538724982547,0,0,-2.94834526701211,0,0.346450583233826,0,0,0.39960067307101,0,0,0.207530199828908,0.871077799332999,1.52546881197949,2.93965113780666,-4.31826161245257,0
