,BTC,ETH,BCH,XRP,DASH,LTC,BTG,MIOTA,ADA,XMR,ETC,NEO,XEM,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0786579602729772,0,-0.0999748359631743,0.280808503671102,0.0217214524590421,0.198865375378702,-0.0789302609000802,0,0,0.0352001616190758,0,6.93889390390723e-18,0,0,0,0,0,0
ETH,0,0,0.127263427822293,0.000513089639143827,0.156104476725837,-0.0123736128391748,-0.0464190697565178,0,-0.292000873231239,0.101927866549904,0.949804223956907,-0.191283797811064,0,-0.0384328285915224,-0.235720783789254,0,0,0,0,0.300762993597563
BCH,0,0.158716708481056,0,0,0.325172639331247,-1.19966938324107,0.0859112396579617,0,-0.00674524679649242,0,6.93889390390723e-18,0.43407497043267,1.12208495510361,0.0391256797401281,0,0,0,0,0,-0.978447529066619
XRP,0,0,0,0,0,0,0,0.0474317250215035,0.0539656402897187,0.255023311950979,0.169082104969266,0,0,0,0,0,0,0,0,0
DASH,-1.18500795813725,1.46680906064355,0,-0.937356721988093,0,0.659240273478586,-0.116179929413256,0.523006333495443,0.299810545489983,0.883287321405767,-1.06239150630511,0.173529314441542,-1.23029451710259,0,2.16840434497101e-19,0,0,0,0,0.217866978896937
LTC,0.151146724869922,0.362335744087883,-0.116256996718005,0,0,0,-0.0192349355697032,0,-0.0156322522168652,0.119752977868446,0.0462069935850975,0,0.375284910496455,-0.039237323728997,0,0,0,0,0,0
BTG,2.46340529496554,0,1.1774489176155,-2.65757581774381,6.93889390390723e-18,1.7774748239602,0,0,0.354230151094949,0,2.42642383474264,-0.198087583185589,-2.98848764593523,-0.720405378979066,-1.07309457345524,0,0,0,0,0
MIOTA,0,0,0,0,0.0711523761421057,0,-0.0875494729092997,0,0.408257670995927,0,0,0,0,0,0.161195450812663,0,0,0,0,0
ADA,0,0,0,0,0,0,0.0805246760226729,0.15397158229442,0,0,0.293516059005678,0,0,0,0.380399870209672,0,0,0,0,0
XMR,0,0,-0.0365063681947646,0.229905174958411,0.208158716663939,-0.139235145710723,0,0,-1.73472347597681e-18,0,0.0552098506513356,0.208472161553953,0.435868279412637,-0.205024370939006,0.274952559897846,0,0,0,0,-0.0903257747738341
ETC,0,0.402269711033246,5.42101086242752e-20,0,-0.139660312188411,0.00669589572618224,0.0979586318494875,0,0.265707017507747,0,0,0.230116156526903,0,0,0.343262428525491,0,0,0,0,-0.00717394611148909
NEO,0,0,0.152541776666382,0,-6.93889390390723e-18,0.589897288946244,-0.0968452931518407,0,-0.162916200504669,0.0934698682011673,0,0,0,0,0.29875107161302,0,0,0,0,0
XEM,0,0,0,0,0,0.31414882976616,0.00582882508384312,0.0321267641756062,0.0283462175708996,0.0583489345304854,0.173499283174905,0,0,0,0,0,0,0,0,0
EOS,0,0,8.32711304163108e-05,-0.150778731897242,0.13903690545686,0,0,-0.0471059099062106,-0.102321196103993,-0.772636863709769,0,0.351868917551191,0.14940054650055,0,0.70643102836388,0,0,0,0,0
XLM,0.293425262479815,0,0.0871074499990597,0.0367593595865549,0,0.330391237711505,0,0.111785100808023,0.348663413991242,0,0.00579763684284308,0,0,0.415598568093945,0,0,0,0,0,0
BV010082.Index,0,0,-0.0567928190601326,0,0.0089811674439581,0,0.00358511202033525,0.0229190718423252,-0.00947383734012757,0,0,0.0739542233472298,-0.0754119338267959,0,0.0174983694329885,0,0,0,0,-0.0698238118764678
CVIX.Index,0,0,0,0.0320369756332628,0,2.16840434497101e-19,-0.0124106748107482,0.0157481929467723,-0.0307106250291873,0,-0.0242886869727035,-0.0258669594204728,0,0.0204988543766486,0.0558797611561373,0,0,0,0,0.143153413901858
DXY.Curncy,0,0.0231072129933586,-0.0338860815573197,0,0.00010681449044994,-0.0532357803259136,-0.000274948651106284,-0.0233551452891438,0.0150490704753519,0.000653032983971061,0,0.0113645759877824,0,0,0.00169897625618443,0,0,0,0,-0.0281713511447753
SPX.Index,0,0,0.0024593562075951,0,0.00510026257918331,0,0,-0.00446992988553082,5.42101086242752e-20,0,0,0,0,0,0.00970527040932778,0,0,0,0,-0.0287854975082661
VIX.Index,0,0,0,0,0.00456520486884132,0.153028180581822,0,0.0996580515539963,0,-0.402683941969409,0,-0.157115080489198,0.172884547438658,0.110134087715471,0,0,0,0,0,0
