,BTC,ETH,BCH,XRP,LTC,XEM,DASH,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0328465660055468,0,0,0.132427798352288,0.0424221071672124,0,0.0792245322930746,0.157319147344387,0,-0.0242199860413226,-0.0515131230146938,0,0.144902954511282,0,0,0,0,0.0581501326657925
ETH,0,0,0,0,0.116983254898699,-0.0254481997025161,0,0.0501168254497106,0.235382119935156,0,0.0518338996906815,1.73472347597681e-18,0.147520345406945,0,0.115609445925868,0,0,0,0,0.154182995153013
BCH,0,0,0,0,0,0,0,0,0,0,0,0.059096745892473,0,0.228264135088583,0,0,0,0,0,0
XRP,0,0,0.0166884871930511,0,0.195887981434213,0,0,0,0,-0.275753057996663,-0.055793816173435,-0.109695599821078,0.706594014948125,0,0,0,0,0,0,0.0756073309675716
LTC,0,0,0.061999438277606,0.190537014548247,0,0.20010620293378,-0.43382735284219,0,0,0.680819370427952,0,0.396650379920957,-0.313538331676592,0.147472607146962,0,0,0,0,0,0.135274224984587
XEM,1.06575927386117,0,-0.0101626302056012,-0.0688878737407264,0.158296461948679,0,-0.296888668848445,-0.177426227241463,0,-0.463988818854188,0.458001335547656,0.470790668237428,0.453520567603306,-0.453565011217865,0.127841333351021,0.84042798185501,0,0,0,0.152165983921311
DASH,0,0,0.0869671518585434,0.194052241638912,-0.486183788135508,0,0,-0.0721974587790263,0.237962827793968,0.33326509477856,0.134731751995617,0.769839091509984,-0.318195983008707,-0.117902178011385,0,0,0,0,0,0
XMR,0,-0.390237916503433,0.0798716158521327,0.352158461530796,0,0,0.315881448282931,0,0,0,0.119867424434724,0.429096386170479,0.0452313708255161,0,-0.0179441538561379,0,0,0,0,0
MIOTA,0,0.214410047576353,-0.106965586547827,-0.165168652316578,0,0,0.270653335194014,0.192898711725609,0,-1.73472347597681e-18,0.354255367380051,0,0,-3.46944695195361e-18,0.199176232733879,0,0,0,0,0.0278983968562912
ETC,0,0,0,0,0.431141494095111,0,0,0.0341809257409438,0.0456396239930548,0,0,0,0.0876160453277315,0.0747953886756969,0.0461745992496855,0,0,0,0,0
NEO,0,0,0.161185206749106,0.133167218890181,0.37585281262496,0.419152489337245,0,0.0103289966500186,0.20938824249461,0,0,-0.08227471443385,-0.265648889585113,0.669999124806986,-0.685626206039976,0,0,0,0,-0.419826692256614
ZEC,-0.314775073619281,0,-0.0349173912402097,-0.27985567994154,0.306932374820232,0.185608541627646,0.701568145499131,0.130878718502415,0,0,-0.208579692062519,0,0.364799466698321,0.0634284690190369,0,0,0,0,0,0.0471296610535668
XLM,0,0.0262900602452029,0,0.518463979154424,-0.246405780883555,0,0,0.0394083586954247,0.104435996390903,0.495126024394633,-0.150868681004415,0.022204569576148,0,0.193232450899563,0.0603988254372999,0,0,0,0,0.151528444143255
EOS,0,0.12073695497557,0.0563988030440942,0,-3.46944695195361e-18,0,-0.283746634686453,0.112322517290796,0,0,0.552878924367223,0.389924443929234,0.0223079581581914,0,0.443053297657403,0,0,0,0,0
BAT,0.733965481797081,0.240418719008303,0,-0.0297920838344301,0.352230491085427,0.376639214583307,0,0,0,0,-0.214482667025442,-6.93889390390723e-18,0,0.00814058028097924,0,0,0,0,0,-0.381174389273432
BV010082.Index,0,0,-0.024138421656552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00509593696688153
CVIX.Index,0,0,0,0.0470906284097774,0,0,0,-0.0212123010778824,0,0,0,0,0,0,0.0407619334854637,0,0,0,0,0.0544222217961912
DXY.Curncy,-0.042515672581066,-0.0123982091343,0,0,0.00223755891809276,0.0117128621215154,-0.0237139835383097,0,0.0171200160018464,0.00790141174066219,0,0,0.00462933399107734,0,-0.0075521105971811,0,0,0,0,0
SPX.Index,0,0,-0.00399684935291485,-4.33680868994202e-19,0,-0.0074652190341549,-0.0102262103295634,-0.0101428596952433,-0.00152537403667607,0,0,0.00307563759507471,0.0119874088994095,0.00131839925212387,0.00561263700832268,0,0,0,0,-0.0454180277822868
VIX.Index,0,0.142263079968289,0,0,0,0.135158617397481,-0.235052667572475,0,0.186467122119939,-0.0145071833405516,-0.326467665736854,0,0,0,0,0,0,0,0,0
