,BTC,ETH,XRP,BCH,EOS,LTC,BNB,XLM,ADA,TRX,XMR,DASH,BSV,XTZ,MIOTA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.133780926658225,0,0.0317931544635357,0.0464393515532196,0,0,0,0.199206432004126,0.117732577941644,0,0,0.0535411427728629,0,0,0,0,0,0,0
ETH,0.487775602707998,0,0,3.46944695195361e-18,0,0,0.0693973580115977,0,0,0.106269255681844,0.211454445572908,0.173512223713576,0.0286940614048663,0.0288478734835964,0,0,5.42101086242752e-20,0,0,-0.0721839433352029
XRP,0,0.117463831366626,0,0,0,0,0,0,0.120186852491431,0.119147483588798,0.215974412407329,0,0.0183300427073097,0.0576815174465068,0.0872979242991084,0,0,0,0,0
BCH,0.14378036015545,0,0,0,0.307388998978636,0.478852824171888,0,0,0.431342809793533,0,0,0,0,-0.129566932475474,0,0,0,0,0,-0.0684225541408461
EOS,0.19522497724156,0,0,0.108194279285427,0,0.276897588646018,-0.0114595720379795,0,0.0680061352292333,0.193331827627361,0.172600477501378,0,0,0.0472219599243796,0,0,-0.116648353696238,0,0,0
LTC,0,-0.388228768216976,0,0.220789123871298,0.72858287546044,0,0.184368215988377,0,0,-0.0791071938001097,-0.0379743354622364,0.64368375408798,0.243435439630341,0,-0.293489090081022,0,0.0630318261548894,0,0,-0.0311189616573901
BNB,0,0,-0.777118000506081,-0.203746528855172,0,0.524761484016021,0,-0.443040838976356,-0.115478300175951,0,0,0,0,0.360305587092816,1.07986865047255,0,0,0,0,-0.0956073895815733
XLM,0,0,0,0.0146422167645571,0,0,-0.0583755163111345,0,0.10460624018324,0.229782508171877,0.201016582028435,0.20782213960393,-0.0667817526684145,0,0.354796904445093,0,0.0470135497878184,0,0,-0.110210873254067
ADA,0,0,0.302840672825415,0.337991927382935,0,0,-0.0829626102530853,0,0,-0.0808810389113482,0,0,0.153515023130568,0.112662939351591,0,0,-0.072524745972647,0,0,0
TRX,0,0.217927252037914,0,0,0.158589714232566,0,0,0,0,0,0,0,0,0.117477562590428,0.422820588765942,0,0,0,0,0
XMR,0.588997732648386,0.561870015629662,0,-0.128536207344643,0,0,0.091982348720638,0.146605919095172,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
DASH,0,0.0620123048519509,0,0,0,0,0,0.398560232581343,0,0.0728772636069482,0,0,0.10509497505326,0.0203828640463038,0,0,0.188204587376442,0,0,0
BSV,1.0211376461557,0,0,-0.93059295204107,0,1.31171624899231,0,0,0.606490234653236,0,-0.266156153386008,0,0,-0.166846165004134,0,-0.165602925995284,0,0,0,0
XTZ,-1.01786424742475,0,1.41070002909249,-0.317890015290752,0,0,0.193723559451148,0.044526718883604,0.535180915480811,0,0,0,0,0,0.247571650035712,0,-0.555666786844792,0,0,0.163152262494807
MIOTA,0,0,0.445181858437678,-0.103943838836281,0,0,0.117222640245824,0.276541666052645,0.18057180683583,0.0243530618376641,0,0,0.0413177867407498,-0.0926698749148677,0,0,-0.138003912153686,0,0,0.00176774271510947
BV010082.Index,0.470512757111212,0,0.0249359846783873,0,-0.144349197843787,0,0,-0.0786449235248442,-0.0705498946981715,0.0398479545037293,-0.0886036997624393,0,-0.0327583799705892,0.0473189948578851,0,0,-0.136962609159696,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552131816241589,0,0,0,0,0,0
DXY.Curncy,0,0,0,0.0105015838441343,-0.0222814572157444,0,-0.00968219829101237,0.0113793686111863,0,0,0,0,0,0.0101049955550429,0,-0.0412139429577156,-0.0281155344503742,0,0,-0.00432384240535796
SPX.Index,0,0,0,0,0,0,-0.00264717067336772,0,0,0,0,0.00812166657386508,-0.000995691694466177,0,0,0,0.00479874289789357,0,0,-0.0557633677363734
VIX.Index,0.235881747922842,0,0.217532287777215,0.185071852654722,0,-0.189841321485975,-0.11356006681538,-0.630338060548468,0.0904359595844891,0.112570719518887,0.407358577517095,0,0,0.046776828317305,0.000213755852557083,0,0.198967191949461,0,-8.74911266362101,0
