,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.110406357197287,-0.252512890519032,0.483276780189859,0.0835784997100636,0,0.0247209618254859,0.307381416785185,0,0,-0.149848456784684,0.099475083226853,0,0,0
ETH,2.9659691353649,0,0.0850825609163425,-0.465117519360182,-0.283116462115747,0.689587450339088,0,-2.16315748169012,-0.059610935100196,0.251269827554293,0.754275034727635,-0.289962152787384,0,0,-1.73472347597681e-18
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.735744032408026,0,0,0,0,0,0,0.0364734686667166,0,0,0,0,0,0,-0.0570346236091802
XEM,7.41831783961115,-1.64532421737005,2.43848078125806,-1.64242831255297,0,3.30694961937781,-1.17761369749446,-3.74051322959011,0.20668993451542,0.380579724117797,4.52835966177955,-0.670922137962236,0,-7.25288892803728,-1.11022302462516e-16
DASH,-0.993465938795798,0.318396850059219,-0.111695817182844,0.244376059673641,0.0853553189358877,0,0,0.700459957514486,0.202286651464631,0,-1.52679523529353,0.135420341748306,0,0.420452485414398,-0.17417607784678
DOGE,0.529739810658006,0.0632970601575629,0,0,0,0.0722081218225593,0,0.245162919719021,0,0.125618551292851,0,0,0,0,0.100116855935882
XMR,1.43677822627099,-0.350763028273984,0,-0.216821537361342,-0.132622070172464,0.124967577255728,-0.125727734599267,0,0,0.146385921765135,0.163677927822069,0,0,0,-0.0374836541019452
XLM,0,0.136191794806191,0,0,0.244790276320767,0,5.42101086242752e-20,0.372935289044414,0,-0.390421165518004,0,-0.439067642600923,0,0,0.137795831732975
DGB,0,0.133536575159376,-0.0070721608124582,0,0.0895379435283197,0,0.339928123902954,-0.224006768660027,0,0,0,0,0,0,0
BV010082.Index,-0.448004768161861,0.0677444595259676,0,0,0.0573313616096511,-0.290238157716753,0.12233416369152,0.215970940377919,0.0812337576324304,-0.0883465546464952,0,-0.144535731202547,0,0,-0.133101909232731
CVIX.Index,0,0,0,-0.478086609124916,0.11708089940986,0.316909923371622,0,0.224527519629327,-0.0999542398415183,0,0,0,0,0,0.158216476979811
DXY.Curncy,0,-0.0109105217147825,0.0246947481533182,0,0.0014864927994656,0,-0.0190609337190747,-0.0323036550907231,0,-0.00338426187638248,-0.145052646520912,0.0433653377438578,0,0,-0.0168692003480717
SPX.Index,0,0.0223232199304412,0.0136792747882583,-0.0219235499884164,-0.0145872450166303,0.010451636393522,-0.0532575690507214,0.061687230356955,0.0407220203331089,0,0.092824094819789,-0.0419733409791508,0,0,-0.0621665320998197
VIX.Index,0,0.259936277729834,-0.23366358239667,-0.659359311502142,-0.120285574918764,0,2.77555756156289e-17,0.647251155270723,0.53980615887491,-0.440071866841932,0,0.00627555030482417,0,-6.04503600344464,0
