,BTC,ETH,XRP,BCH,BSV,LTC,BNB,EOS,INNBCL,XTZ,LINK,LEO,XLM,XMR,ADA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.211974192033,0.150569734267767,0,0.0781638566247983,0,0.0748107916800996,-0.116491088814139,-0.00474838613794301,0.0922562649597135,0,0,0.0764543315841845,0.224480469728376,-0.110889952998862,0.33893729551912,0,0,0,-0.0386160091008858
ETH,0.102257563689761,0,0.0524868816522192,0.203416485679138,0.103347249542081,0,0,0.232333553725273,0,0,0,0,0.0956804286265768,0.0121667338060625,0.0413211415751468,0,-0.00841337461964058,0,0,0
XRP,0,0.158650239968129,0,0,0.0519219139178327,0,0.237508193022172,0,0,0.163024722907519,0,0,0.0938415608427667,0.0908175735143147,0,0,-0.0473259532779901,0,0,0
BCH,0,0.246326810604944,0.16260161407182,0,0.231485929196352,0.0419895213254397,0,0,-9.44790227503631e-05,0.239767603196126,-0.134035153361745,0,-0.221046801530921,0,0.327596338639719,0,0,0,0,0.0270292876493123
BSV,0.475024740160051,0,0,0.109541378029642,0,0,0.172407288091448,0,-0.0147914437421678,0.0841256825760097,0,0,0.229377257887626,0,0,0,0.14213897742457,0,0.107405597835153,0
LTC,0,0,0,0.0317509568713561,0.104242521174467,0,0,0.122024734141702,-0.000805952409275595,0.0416467493439466,0,0,0.218360694249286,0.18267979728225,0.151658912568045,-0.165657187940681,0.0553697878472425,0,0,-0.00954401170707757
BNB,0,0,0,0,0,0,0,0,-0.00385216923859792,0.139594947897748,0,0,0.183633809734309,0.401104493653801,0.145877496458146,0,-0.0690343395606819,0,0,0
EOS,0,0.275184822886602,0,0,0.230897374237267,0,-0.0522772467730256,0,-0.0054544048234222,0,-0.0499824542501348,0,0.297869188400609,0,0,-0.0218780310732674,0,0,-0.0545721097709464,-0.0302089041752477
INNBCL,-24.9332585026951,32.831751864655,-7.60766086411311,0,0,0,0,-28.6721572967433,0,0,0,0,8.69913409615306,0,0,0,-0.828121935724071,0,0.698661462834536,1.94314814964716
XTZ,0,0,0,0.425708135187994,0.225865889474625,0,0.112493794913509,0,0.00109408709321459,0,0.155109582806306,0,0.0913128756173493,0,0.0357456383969463,0,0,0,0,0.0226520000614069
LINK,0,0,0.0796574218618944,0,0,0,0.0844499226922193,0,-0.000342107403039261,0.619458474171012,0,0,0,0,0,0,0,0,0.0579986174539032,-0.0451520363130327
LEO,0,0,0,0,0.140910183856783,0,0,0,-0.00366790742931095,-0.138045491773686,0,0,0,-0.0303543122524176,0,-0.0655000565153735,-0.00453944961318614,0,0.0727005481309681,0
XLM,0,0,0.0710085299543499,0,0.177420224312279,0.067733564699097,0,0.343238518770671,0.00232385284847096,0.0832568051207746,0,0,0,0.0961618745413101,0,0,0,0,0.0564169643216876,0
XMR,0.284733601443822,0,0.131769495836088,0.017194694993968,0.041007413837061,0,0.156819055471211,0,-0.000449774988918903,0,-0.0409999110513463,0,0.155130499862837,0,0.276173133362522,-0.462491784191789,-0.0605031134699527,0,-0.104883515222728,-0.141035471019615
ADA,0,0,0,0,0.0649789195977797,0,0.0881945742813453,0,-0.00293132167020827,0.286063211580837,0,0,0,0.269037144654593,0,0,0,0,0,0
BV010082.Index,0.33328661388663,0.232254149332781,-0.488370526693058,0,-0.0511446719363127,0,0.137889556136404,0,0.00124004990794344,0,0.121870885331453,0,0,-0.336577368902046,0,0,0,0,0.0407383137069969,0
CVIX.Index,0,0,-0.942531502734675,0,0,0.313835481748007,0,0,-0.00252396289265208,0.270338763014701,0,0,0,0,0,0,0,0,-1.30596910624271,-0.559094881870545
DXY.Curncy,0,0,-0.197370144792804,0.0386277445021964,-0.0457708434909053,0,0.113700937330123,0,0.000856256839281347,0.0669010586625004,0,0,0.0202608143966071,0,-3.46944695195361e-18,0.0116422146397401,-0.00647793549562334,0,-0.00679862461010832,-0.0465269904525361
SPX.Index,-0.341466156250945,0,0,-0.0238946422953427,0,0,0,0,0.00909248102214255,0,0,0,0.263899335414078,0,0,0,-0.124816699453669,0,0,-0.33657220827717
VIX.Index,0,0,0,0,0.0030636372806546,0.201444159002618,0,0,0.0158264373608566,0.999879992286064,-0.665316340322401,0,0.60395326916199,-1.17183912610824,0,0,-0.299613066204436,-4.04309428216852,-0.25488249294934,0
