,BTC,ETH,BCH,XRP,LTC,XEM,DASH,MIOTA,XMR,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.02057601738944,-0.0299299259963869,0,0,0.130163016329458,0.0163737867509358,0.0880025231669495,0,0.164159038135783,0,0,-0.0514380711678807,0,0.141717030741392,0,0,0,0,0.0540103509924588
ETH,0,0,0.0236914254599144,0,0.145409428317729,0,0,0.163249512664514,0.0982691878402267,0,0.0485915003178637,0,0.0425240870008399,0.0204812560182522,0.146950667905911,0,0,0,0,0.114541065593969
BCH,0,-0.902421262636798,0,0,0.599830776718098,0,0.318067718392725,0.355594367575351,-0.133781490529496,0,0,0,0,0,0.315543333592036,0,0,0,0,0.535362719760591
XRP,0,0,0.0582705229315841,0,0,0.12867085525444,0,0,0,0,0,0,0.291222548579664,0,0,0,0,0,0,0
LTC,0,0,0.116186458098337,0.281465896487662,0,0.177746413880957,-0.666272384978739,-0.0719673068847433,-0.0196050775541066,0.634881680805004,0,0.775997228152031,-0.435555530690602,0.181161973750795,-0.0919826743086489,0,0,0,0,-1.73472347597681e-18
XEM,0.507337582623941,0,-0.0824560953019074,0.113207329029666,0,0,0,0,-0.275473682955914,-0.240052115613583,0.368477665761091,0.326278455866157,0.333503003972748,-0.264216122363804,0.184649911127471,0,0,0,0,0.18989698585257
DASH,0,0.285032611891488,0.0945190785758322,0.146784605281434,-0.621567939135387,0,0,0.0666980647683859,-0.100586482627071,0.326384076084493,0.2649730975007,0.888305936627547,-0.282260691149654,-0.201674703727859,0,0,0,0,0,-0.0575392584761442
MIOTA,0,0.346148421696284,0,-0.32549610589051,-0.100368810688382,0.0327737488034563,0.106995538927377,0,0.302419347802364,0,0.356834509590461,0,0,0,0.258058319176548,0,0,0,0,-0.0785338115767484
XMR,0,-0.378451477786335,0.06350545976422,0.590213618748004,0,0,0.763939595864786,0,0,0,0.156241516178574,2.77555756156289e-17,-6.93889390390723e-18,0,-0.0543110324484009,0,0,0,0,0
ETC,0,0,0,0,0.363348094263622,0,0,0.0757292499156303,0.0171507638612433,0,0,-1.73472347597681e-18,0,0.167716998712562,0,0,0,0,0,0
NEO,0,0,0.14399401104919,-0.0511512274099643,0.571984607536076,0.520149464039404,0.391575068089664,0.088317645824653,0.193530142326867,0,0,-0.701662904272146,-0.257344796474783,0.699810843415026,-0.634235726632582,0,0,0,0,-0.415185884961961
ZEC,0,0,-0.0276114178337895,0,0.283425978666302,0,0.773237106394132,0,0.0476365583306654,0.0308605785398177,-0.0790121514335715,0,0.19027680014219,-6.93889390390723e-18,0,0,0,0,0,0.0566289704015114
XLM,0,0,0,0.246128768658948,-0.0165208954567339,0.153427416754052,0,0.132148681386484,0.255279167255812,0,-0.346095491595469,0,0,0.399203854158191,0.0199300477797944,0,0,0,0,0.151166448991705
EOS,0,0.226096808777826,0.0317919329166024,0,0.154407792010391,0,0,0,0.200865010775822,0,0.393735196412952,0.0813070515411914,0.0203617787540194,0,0.460870668829789,0,0,0,0,0.159137050537082
BAT,1.09818866397799,0,-0.124530258395491,0,0.343241572381065,0.36618909898887,0,0,0,0,0,0.0660677517319409,0,0,0,0,0,0,0,-0.169414878995414
BV010082.Index,0,-0.0500585341193262,-0.0199404656044263,-0.040323793891819,0.0176738927618376,0.00550797192911298,0,-0.05737919257398,0.020629634572956,-0.0206145232085304,-0.0102634855985712,0.0113459303515009,0,0.0799244914223414,-0.0160930538757231,0,0,0,0,-0.0329397540258869
CVIX.Index,0,0,0,0.0437929015759319,0.00674877223857628,0,0,0,-0.0377249615458044,0,0,0,0,0,0.0132104220463717,0,0,0,0,0.0204172466232469
DXY.Curncy,-0.0433402152841619,-0.0226205019215385,0.000501874687387452,-0.0069736674022211,0,0.0318555143321459,-0.0345293208328576,0.00204603271457589,0.0120492332704006,0,6.7762635780344e-21,0.00466892318470435,0,0.00860689029200169,0,0,0,0,0,0.000830566056056631
SPX.Index,0,-0.00820140203449809,-0.00876307454435016,0.00393059806377386,0,-0.00751347314475787,0,0,-0.007043986199703,0.0130457863613254,0,0,0.00295762844689224,0.000513427225319434,0.00674543540898767,0,0,0,0,-0.0380318898167138
VIX.Index,0,0.807428501373131,0.190318993258475,-0.0251897123777246,0.153167613266181,0.492514150093553,-0.342078675876269,0.233788060364164,-0.021411216835603,0,-0.528409614621533,0,0,-0.13652737691587,-0.522673405399385,0,0,0,0,0
