,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.264001918673567,0.265249170143201,-0.375292163364875,0,-0.355567487677147,0.0520175754607426,-0.133637145815217,0,0.237230057693055,0.193044080344049,0.0329736562115293,0.141874121296549,0,0,0,0,0
ETH,0,0,0.0797016267689807,-0.141332041493762,0.182402844195397,0,0,0.123205826872786,0.109249973379533,0.0340687737790694,0,0,0,-0.000509216568607403,0,0,0,0,0,0
XRP,0,0.287138981905487,0,-0.696039536820427,-0.228713969646031,0.747221223516616,-1.58137360400311,0.0525026985633639,0.676415492671115,0,0,0,0,0.199821829706009,0.460696635924738,0,0.0838665231461522,0,0,0.330576725990945
BCH,-6.93889390390723e-18,0,-0.0368166788266628,0,0,-0.386884676473901,-0.0380513138108726,0.427737267305618,0,0,0.899767402789019,-0.0533280460298419,0,0,0,0,0.587331537116492,0,0,-0.0155639515780275
LTC,0,0,0.255250758734442,-0.0965721021208903,0,0,0.189295603531316,0.154002444822287,0.239997611236903,-0.369241439025616,0.205668799359627,-0.0328078925065195,0,-0.0208469084856468,0,0,0,0,0,0
DASH,0,0.391244519772499,0,0,0.0217398957521287,0,0,0.142002113179363,0.0861597361637188,0.0836844546071299,0,0.0371343989772295,0,-0.0241355646907426,0.210675224733885,0,0,0,0,0
XEM,0,0.551054261774063,-0.497945861555489,-0.266965067888366,-0.0755661814557709,0.0871464979538744,0,-0.0497021013710726,0,0.136013664955858,0.0817678635434804,0.00772269362883213,-0.118017844501344,0.120841077433966,0.426026073241038,-1.21101767892447,0,0,0,0.440829363300803
NEO,-1.14572831734391,0,-0.0483222195470257,0.603138616784394,0.187564805387941,0,0,0,0,-0.249139850177669,0,0.300665397059642,0.431081803268515,0.106087589486902,0,0,0,0,0,0
XMR,0.398112683903105,0.285395918448694,0.018712292609189,-0.0538881342835012,0,0.20930337128994,0.048275257478795,-0.134672434517205,0,0.299000148925519,0.264276596661384,0,0.305882407394038,-0.0100133446968499,-1.35525271560688e-20,0,0,0,0,-0.0243624154424629
MIOTA,-0.537490768019784,0,-0.0592500641420408,0,-0.292995195807183,0.118275559881479,0,0,0.0938418531797401,0,0,0.163783939869304,0,0.106058981914821,0.406722804639636,0,0,0,0,0.678213802163738
ETC,0,0,0.0539080968774081,0.172768771484875,0.059675788469636,0.0425433735273959,0,0,0.227027187078972,0,0,0,0,0,0.0579091415095103,0,0,0,0,0
ADA,2.76565245292592,0,-0.228175499641742,0,0,1.00387536761048,0,0.411879477075004,0,0.0133873523658124,-2.23310577644361,0,-0.137155406517296,-0.0608759435262069,0,0,1.73256208308428,0,0,0.267017770226744
ZEC,0,0.327456963565925,0,0.188274118478486,0,0,0.223447158498355,0.157749731108384,0.29812831096155,0,0,-0.0957183102251602,0,-0.0671842541273947,0.0635841631337089,0,0,0,0,0
XLM,0,0,0.443910311757718,1.15321378245636,0,0,0,0.513487367191379,0,0.641857880220429,0,-0.315942342663653,0,0,0,0,0,0,0,0
EOS,0,0,0.185029353962851,0.145667828686664,0.140557391593321,0,0,0.0927730319786901,0,0,0,-0.0393324736813611,0,0.0214641682185347,0,0,0,0,0,0
BV010082.Index,0,0.0946626973238598,-0.0513962894834909,0,-0.068426139461737,0,-0.0995339844109563,-1.0842021724855e-19,-0.0696666370561244,0,0,0,0.0208456405096808,0.0124135803853736,0.0905248361063441,0,-0.101031099822103,0,0,0.142686190455754
CVIX.Index,8.67361737988404e-19,-0.0988766289766891,0.141438511129439,0.123446488550633,0,-0.379073627295251,0.203770933886298,0.0381461532370331,0.0105792180656384,-0.0713535292596104,0,0.0736723756420118,0.0867490859031079,-0.0168427054457853,0,0,0,0,0,0
DXY.Curncy,0,0,-0.00314450415056606,0,0,0,-0.0107020860736848,-0.00679235464735741,0,0.0111370524844773,0,-0.0125763305727063,0,0,-0.0204141435271971,0,0,0,0,0
SPX.Index,0,0,-0.0100061504825635,0,0,0,-0.0141810340388562,-0.0012807476938722,0,0,0,-0.00254473311827413,0,0.00130041502253697,0.0114364240795456,0,0,0,0,-0.00807342482023886
VIX.Index,0,-0.252386136201953,0.279437380985359,0.117486952195378,0,-0.11877545724351,0.20478113549303,0,-0.409377708849314,0.22392926011979,0.196312215125905,0.15746921127821,0,-0.00712741583125658,-0.252898001063561,0.0398427026946504,0,0,0,0
