,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0771287859137557,-0.0175759757823416,0,0,-0.00391527415415791,0,0,0,0,0,0,0,0,0
ETH,0,0,-0.105669400138823,0,0.0469460289679404,0,0,0,-0.00576758817287121,0.0309946756276636,0.170487965414126,0,0,0,0,0,0,0.129139559925819
XRP,0,-0.85954931525244,0,0,-0.335851817856796,0,0,-0.460533720934662,0.122329322252246,0,0,0.126849054854706,1.01439127147997,0,0,0,0,0.246500490785491
XEM,0,0,0,0,0,0,0,0,0,0.247637929836818,0,-0.0479116361656541,0,0,0,0,0,0
LTC,0,0,-0.0673347000848871,0.188298167832752,0,0,0,0.254908602500568,0,0,-0.0485262737661072,0,0,0,0,0,0,0
ETC,0,0.723871560885779,-0.0822450695847907,0.180752719541705,0,0,0,0,0,0,0,-0.029251276750964,0,0,0,0,0,0
DASH,0.046951198904335,0.00581164121470394,0,0.0274534077179108,0.159050381387037,0.162513313880679,0,0.485189532459023,0.0401270627884507,-0.0617302924943683,0.372491604356483,0.0138958843633161,-0.0949537692295477,0,0,0,0,0
XMR,-0.057921926374712,-0.121619030205019,-0.117455996995897,0.0820182935867998,0.0801948761687769,0,0.546686100460471,0,0.0392619658071855,0,-0.0829082232247263,0.0083808806476005,0.145083609437744,0,0.366355260728757,0,0,0
XLM,-1.51650261957899,0.15631773784809,0.591751838258528,-0.173654011568237,-0.281845243984181,0.362703622227283,0,1.24385835282964,0,0.130265855594855,-0.233842975040916,0.054890345469315,0.341018573034714,0,0,0,0,0
DOGE,0,0,0,0.133315383029,0,0,0,0,0.224422522413341,0,0.335904446842573,0,0.134720824444218,0,0,0,0,0
ZEC,0,0.0879490072025501,0,0,-0.105941501380577,0.0754945542522574,0,0,0,0.168857029560307,0,-0.00286681960537089,0.205633402666914,0,0,0,0,0
DGB,0,0,0.122306843017058,-0.377193059044606,-0.196837655715902,0,0,0,0,0.87729561039594,-0.443211819220825,0,0.195334644725642,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0.385604286307353,0,0,0.191032971121463,0.0376333753630918,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0269005332324539,0,0,0,0,0.0125047947650731,0,0,0.0023280723800211,0,0,0,0,0,-0.0387238127939418
CVIX.Index,0,0,0,0.029006931261958,-0.120476520508298,0,0,0.181169759820764,0,0,0.0207000261873007,0.0318415131007882,-0.00741556988890539,0,0,0,0,0.134920980075823
DXY.Curncy,-0.0123644361918618,0.0098558881149394,0,-0.000576898903139734,0.000449482576365,0.0187906306973431,-0.00653594861851134,0,0.00397706912003855,-0.0122313261912692,0.00745474962008341,-0.0025968505904181,-0.0136865618124501,0.0710216276132448,-0.0320033711978646,0,0,5.42101086242752e-20
SPX.Index,0,0,0,-0.00999258404995139,0,0,0,0,0.00285385801665837,0,3.3881317890172e-21,0.00384196783204119,0,0,0,0,0,-0.0283942261535927
VIX.Index,-0.443289528601722,0,0.0938301910058215,0.308535601236503,0.400577614377178,0.341606015072219,0,-0.480449199221068,-0.0741150775409115,-0.106268891955811,0.0737180494995651,-0.0730195826185391,6.93889390390723e-18,-2.35934399320605,1.758752830351,0,0,0
