,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0602219785126596,0,0.163523570362823,0.113898255426647,-0.120666073904247,0,0.0366936008866915,0,0.0135090575694728,0.237584263814286,-0.0193828243696257,0,0,0.115461686950524,0,0,0,0,0
ETH,0,0,0,-0.0299025717870998,0.218713411257538,0.0928720338966782,0,0.0429265753283062,0.18911274735496,0.0400996620858244,0.416390535468668,-0.00725617023775249,0,0,0,0,0,0,0,0.145189101191608
XRP,0,0.190645834685917,0,-0.00606732256681383,0.135220784223984,0.197725771037086,0,0.0472887794142126,0,0.0216795291622026,0,-0.0482480004236516,0.101310579625107,0,0.0320156383958057,0,0,0,0,0
LTC,0,0,0,0,0.361690508797875,0,0,0,0,0.0845189344619474,0,0.0447653981945267,0,0.0515019218363703,0,0,0,0,0,0
ETC,0,0.140952760947787,0,0.185892566719136,0,0,0,0,0.268053324997689,0.00334278164132556,0,-0.0138528527477215,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0.203156358160681,0,0,0,0.345454057535198,0.0372531054879432,0,0.0453539112503261,0,0.21924181237007,0,0,0,0,0,0
XEM,0,0,0,0.0867941186313859,0.184080516106814,0.125428157147293,0,0.179007662991596,0,0.101601011407159,0,0,-0.2912397411366,-3.46944695195361e-18,0.0793631117214521,0,0,0,0,0.0657418130076108
MIOTA,0,0,0,0.175659191009635,0,0,0,0,0,0,0,0.0235375115837868,0,0,0,0,0,0,0,0
XMR,0,0.117485726982132,0,0.152286634858613,0,0.177080685349943,0,0,0,0.00275378009948711,0,-0.0397422926327639,0,0.16929350160723,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0.211594207091432,0.14497938762302,0,-0.0570997463766596,0,0,0,0.00908613602554885,0,0,0,0,0.375853012768249,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0.0896939993209074,0.191131026466214,0.223771506448396,0,0,-0.289348709894088,0.178064116865,-0.00353897891605273,-0.0334641520053456,-0.279609099390918,-0.0352989129144493,0,0,0.295417853833363,0,0,0,0,0.103755281618319
XLM,0,0,0,0.15455500641198,0,0.0867855974561213,0,0,0.253848089632829,0,0,0,0,0,0.341454347939476,0,0,0,0,0
DGB,0,0,0,-0.0816594348614489,-0.0860702216594562,0,0,0,0,0.046299623331016,0,0.0244033368425268,0,0.734222160225631,0,0,0,0,0,0
BV010082.Index,0,0,0.0721527140984708,0.0163766633695726,-0.0562671212129627,-0.0355519743130059,0.0286360564116786,0,0,0.00577402216462603,0.0477023047477396,-0.00412919408455389,0.0712768863259878,-0.0776692497403362,-0.0310708734784146,0,0,0,0,0.130320762196396
CVIX.Index,0,0,0,-0.0176648989831929,0,0,-0.028574070121804,0,0,0.0069348032432411,0,0.00522467590584874,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0.0322231932596766,0,0.0268680804802176,0.00266406599667999,-0.0288516750451162,0,0.0202427611881782,-0.00420670842157624,0.00876306140080862,0,0.00608261398214661,-0.000214043753694468,0.00709608886674754,-0.0129785884844739,-0.0327962502313259,0,0,0,0,-0.0605172057324604
VIX.Index,0,0.0358440122612473,0,0,-0.17730704082494,0,0,-0.15207599370126,0,0.000134312785982495,0,0,0,0.216825220470633,0,0,0,0,0,0
