,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.182987601763669,0.162702752509355,0,0.294458844625382,0.295233885590461,0,0.140394782752109,-0.13382973960656,0,0.323475972718395,-0.279678295311925,0.10654715037158,0,0,0,0,0
ETH,0,0,0.162224141630041,0,0.985540532141731,0.676874604004466,0,0,0,0,0,-0.929528318181163,0,0,0,0,0,0
DASH,0,0.0696194725046012,0,0.119346889312973,0.490536183672852,-0.289712353995092,0,-0.264689618071217,0.22216910032775,-0.0781118706070199,0,1.08195387682453,0.349397801636711,1.48371728701107,0,0,0,0.405463049270217
XRP,0,0,0,0,0,0.0724528279633148,0,0,0.114206002529024,0,0,0,0,0,0,0,0,0
XMR,0.803348969768672,0.437115959723665,0.110367035559284,0,0,-0.215850345116778,0,0.0841700505167299,0.177548985505436,-0.211427697069619,0,0,-0.281341937582387,-1.35420903994171,-0.0419123768430608,0,0,0
ETC,0.570184076322937,0.437849666602547,-0.0056733087179129,-0.13421900647263,-0.289911342712006,0,0,-0.0240060336889269,0.208445979821043,0.081451488264477,-0.00438688313777798,0,6.93889390390723e-18,-1.15535143273933,0,0,0,0.172252596708334
LTC,0.134379229572687,0.0595487707135884,0,0.0344320164412898,8.67361737988404e-19,0.0709332273745546,0,-0.136687216818148,0.0995585539949995,0.125662946155094,0,0,-0.0202888064708035,0,0,0,0,0
XEM,-6.93889390390723e-18,0.190022995160697,0,0.113592895725938,0,0.0629666271968659,-1.53066046745273,0,0.365034683438422,-0.082706089627306,0,0.264563129731753,0.601407211321876,0,0,0,0,0
ZEC,0,0.0844864722118095,0.271573403010433,-0.0420497765331048,0.19582334275486,0,0,-0.171685776780804,0,0,0,0,0,0,0,0,0,0
DOGE,0.374606619051776,0.0277379719487318,-0.0244117740966463,-0.00530942550364348,0,0,0.232275431850775,0.0785358909089876,0.146018275444419,0,0,0,0.0630776622363707,0,0.275343005432022,0,0,0.138001053081897
XLM,0.485559546604973,0,-0.123378895450337,0.494031407969631,0,0.137237378170003,0,-0.177982580762699,0,0,0,0.160398888900512,0.341987739951242,0,0.04870286224469,0,0,-0.550375309476829
NEO,-0.283655038478871,-0.173449461825385,0.220223609461876,-0.102331760590694,0.0701466425446233,0,0,0.171844460899304,0.0335439645781569,0,0,0,0,-1.22617618806845,0.370801307038036,0,0,-0.0312984569029434
DGB,0,0,0.297163093767423,-0.16662263440129,-0.375711343915062,0.432768833893043,-0.649624593240643,0.166479321289592,-0.159042206252745,0.380793093731936,0.566462869398283,-0.0473414226187155,0,0,0,0,0,-0.286941987270435
BV010082.Index,0.125821473031765,0,0.0506983252968537,-0.0334951730310811,-0.096479079715648,-0.164707238607938,0,0,-0.0857551131195314,0.119650522889643,0,-0.0263660834672749,0,0,0,0,0,0
CVIX.Index,0,0,0,0.15710094118654,-0.0290510597506782,0,0,-0.0963845239160625,0.0308564102644808,0.339009122042187,0.0988720422942211,0.0853188710810847,0,0,0,0,0,0.310369327442733
DXY.Curncy,0,-8.67361737988404e-19,-0.00499198732240023,-0.0102506246943517,-0.00632899927323668,0,0,-0.00772446299983894,-0.00601005858689574,0.0403319627061393,0.0277320283372533,0,-0.00501190542993169,0.0576988542981826,0,0,0,0.0239054978233234
SPX.Index,0,0,0,0.00880873374784298,0.010604800684107,0.0034123094376716,0,-0.00406155755174254,0,0.00210294947006824,0.00527387864173311,0,-0.00268713572151401,0,0,0,0,-0.0367019770114298
VIX.Index,0,-0.00478705991810133,-0.0506687524683359,0,0,0,0,0,0,0.0481418984454389,0,0,0,0,0.387865831983984,0,0,0
