,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,XMR,ZEC,XLM,DOGE,NEO,DGB,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.101851526966329,0.00814588610239178,0.0951375792385216,0,-0.174306067802559,0,0.50187671272283,0.0916555235699801,0,0,0.047230286073009,0.0644040310558742,0,0,0,0,0,0
ETH,0,0,-0.228252024889643,0,0.181102949514176,0,0.0664629144618718,0.0863646645467414,0,0,0,0.062128790441256,1.73472347597681e-18,0,0.147595489903235,0,0,0,0,0
XRP,-0.362059996034768,-0.0666514737041767,0,0,-0.000906814037331289,0,0.190512028745036,0.0841724433243186,0,0.201980767170691,0.388103865966239,-0.0233879665974029,0,0,0.0451445836305344,0,0,0,0,-0.754275672242792
LTC,0,0,0,0,0.411817258114201,0.0558850311791603,0,-0.111039039626313,0.0162752122409151,0,0.163337733244065,0.506756531939012,0.0933003054218324,-0.0645793086755425,0,0,0,0,0,0
ETC,0,0.242204786023978,0,0.0568815563789571,0,0,0.276861843354749,0,0,0,0.377972773017565,0,0,-0.0819578370664066,0.0819247850117072,0,0,0,0,0
XEM,0,0,0.364701695234877,0,0.12908731319444,0,0,-0.104312242471105,0.346078971408913,0.195725196380688,0.0567405033558528,0.367756199272621,0.00946716648800688,-0.0352727313392822,0.0251581272350537,0,-0.502554984763733,0,0,-0.246343080992778
DASH,0,0,0,0,0.239356239648238,0,0,0,0.139602458330603,0,0,0.098822893966899,0.0723676559384094,0.0902390362121036,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.409381217103774,0.0907143623643951,-0.339219834651982,0.188790723505141,-0.33415071115282,0.402552242147685,0.312519071303544,-0.0543813682523416,0,-0.0368595211393673,0.756651062567347,1.38777878078145e-17,-0.0505046719430704,-0.0642948562471806,0.0518606124176869,0,0,0,0,0
ZEC,0.17656891756492,0,0.224876762916074,0,0,0,0,0,0.139974286265635,0,0,0,-0.0159647072203854,-0.0730842732615391,0.0975632203873831,0,0,0,0,0
XLM,-0.289976959412376,-0.202690388082292,0.0738120287123565,0,0.197061338037389,0.0426699392778283,-0.114310251896421,0.0654572688996916,0.736636707143144,0.0856305949804572,0,-0.13568180044321,-0.0228746053081512,0.112566558991411,-0.0878257844779192,0,0,0,0,0
DOGE,0.221913528406613,0,0,0.364610466865988,-0.258395246792305,0.413253596509846,0.173570791874314,0,0,-0.0244507880825046,-0.15980790931327,0,-0.0280415338582571,0.053451781717174,0.033109818005741,0,0,0,0,0
NEO,0,0,0,0.535421986770383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,-0.201518594486386,0,0,0,0,-0.891668015594251,0.923059918316818,0.44451712482103,0.0716421925242482,0,0.242255293429642,0,0,0,0,0
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127473711059855,0,0,0,0,0,0
BV010082.Index,0.0476979376999311,0.0110712200241332,0.039938054186223,0,-0.0457960309569074,-0.0337120826462666,0,0.0253277906476769,0,0.104584769538041,-0.0757281199028719,0,0.0016066561087381,0.000256633791162663,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.0108858799280491,0,-0.004420588917567,-0.0068976663085743,0,0,0,0.0141860194996905,0,0,0,0.00297617280263497,-0.00878341950080976,0.00178195758560335,0,0,0,0,0
SPX.Index,0,0.0217834514396223,0.0405627824835709,0,-0.00242644054935174,-4.33680868994202e-19,-0.0136811927696563,-0.0109619718147808,0,0.00735548085304392,0,0.00713214298652072,0,-0.00113321245963981,-0.00319309474874299,0,0,0,0,-0.0198906091451026
VIX.Index,0,0.126376949378597,-0.485330072955132,-0.184587649619725,0,0,0.125787138139469,0,0.195913703160001,0.0717687836396908,0,0,0.069289174223449,0,0.0304083329438192,0,0,0,0,0
