,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,BNB,EOS,XTZ,TAGZ5,LINK,XLM,ADA,XMR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.000633522576462172,0,0.104372034957153,0.0874497930923368,0.0125163567965369,0.00755888560750918,0.039630414593354,0,0.40536017622706,0.0192583080901625,0,0,0,0,-1.0842021724855e-19
INNBCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0.00382704569674166,0,0,0.0853185717452842,0,0,0.116350573795882,0.62704225571727,0.128042399647669,0.00701261827274304,0.0143673123207367,-0.0533664543771518,3.46944695195361e-18,0,0,0,0,0,0
XRP,0,0.00389678028961887,0.045189684062582,0,0,0.177599479913218,0,0,0.108946747652825,0.0642631081125669,-0.0172372326515283,0,0,0.179420986646667,0,0,0,0,0,0
BCH,0,-0.00349002350276111,0.233411576408273,0.359737652086281,0,0.177702802409918,0,-0.0494625966323993,0,0.169549857020626,0.0240535012396829,0,0.0116094118642036,0.151146688750881,-0.139488018777079,0,0,0,-0.130242359629098,0.0497467184492727
BSV,0,-0.00706636973940977,0,0,0.496392412002652,0,0,0.419286100454302,0,0.0111363269800447,0.0200827972231461,0,0,0,0,0,0.155496576280766,0,0,0
LTC,0,0,-0.0902118950885919,0,0,0.0348224063053311,0,0.162711099778209,0.339301829438289,0.277054742875704,0.00500252184127682,0,0.0742262670169167,0,0.0362813461603061,0,0,0,0.246361306169098,0.0513253755683565
BNB,0.419619267647477,-0.00184273471845185,0.321371099954698,0,0,0,0,0,0,0,0,0.109410135341917,0,0.177566887825839,0,0,0,0,0,0.0520804598014511
EOS,0,-0.00227525801402156,0.373560245098625,0.275306302061907,0,0.00836183966037995,0.41104507185843,0,0,-0.179538633048836,0.00716030199085568,0,0.0897847646411048,0,0.128895457770535,0,-0.0754377327756522,0,-0.17436897545678,0
XTZ,0,0.00226687892988339,0.134581116924383,0,0.351799349580447,0.251587576072772,0,0,0,0,0,0.0362441537142402,0,0.334830261604667,0,0,0,0,0,0
TAGZ5,0,0.00993298068465483,0.617598271281051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINK,0,0.00709097310368042,0,0,0.519338861593776,0.457589630287687,0,0,0,0.0699347896533305,-0.0224948234879981,0,0,0,0,0,0,0,0,0.0407224592229583
XLM,0,0.00504653831847415,-0.297868640379489,0,0,0.238372729228658,0,-6.93889390390723e-18,0,-0.249248947208857,0.00457444236015414,0,0,1.31683921170604,-0.0439967457962059,0.00538131930746492,-0.100906011188473,0,0,-0.0490073136536992
ADA,0,-0.0013550876804513,0.361264967204851,0,0,0,0,0.0931897432326383,0,0.217717877649955,-0.00520070556514982,0,0.0494554495339353,0,0.126984258426653,0,0.063213035757477,0,0,0.0391733828424072
XMR,0,-0.000257428941140789,0,0,0,0.128810712028523,0,0.0999353350486534,0.327135950983223,6.93889390390723e-18,8.67361737988404e-19,-0.0822817436238105,0,0.303779967634511,0,0,0,0,-0.0157648593826038,0.0284534655749212
BV010082.Index,0,-0.0014580760902266,0,0,-0.092094285853192,0.0233741040204068,0,0.212345837642785,-0.0814347656164594,0,0.0155314475831099,0.047983361214397,0.14407823739903,0,-0.387450864540102,0,0,0,0.0472693056177933,-0.0239615800010199
CVIX.Index,0,-0.010090657718295,0.174379823069869,-0.534409941391252,0,-0.179110431973668,0.608708439786241,-0.0758917224193282,0,0.044078043564609,-0.049460811470041,-0.0603197542627776,0,-1.38777878078145e-17,1.38777878078145e-17,-0.0919627871458176,0,0,-0.642431555217773,-0.154611431729862
DXY.Curncy,0,-0.000720444789143897,0,0,0,-0.008291655183206,0,0.012506338036922,0,0,0,-0.0200686255929568,0.0158743295769797,0,0,0,0.0531133916698267,0,0,0.024355989977371
SPX.Index,0,-0.00417205529974213,-0.0735850919153039,0,0,-0.148445958570319,0.349519161321865,-0.0706460064336174,0,-0.0652200773293157,-0.0211175459212954,0.0640210782438223,0.0552209206615144,0,0,0,-0.402012305454897,0,0,-0.18265084696481
VIX.Index,0,0.0127378591205672,0,0,0,0.145558679310867,0,0,0,0,-0.0364068979322408,0,0,0,0,0,0,0,-1.45386427343939,0
