,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.0391657010728237,0,-0.0307098918678137,0,0.27745480529962,-0.265034289896724,0.336003766399706,0,0,0,0,0
ETH,0,0,-0.0179018916816822,-0.259810195049307,1.49063885078216,0,0.153372539221552,0,-0.316832844718293,0,0.531879730046078,-0.156513796738277,-0.243157361731259,0,-0.50067889194755,0,0,0.553396690797185
DASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.500568334102342,0.421338558034092,0.113718178446008,0.0918901555006837,0,0,-0.164146479758645,0.0620120658735639,0.219032257599444,-0.111756589904245,0,0,-0.0265600271425115,0,0,0,0,0
LTC,0.140788754613571,0.0615712362481027,0,0.0418379771477739,0,0,0.0764215815781856,-0.128464839891288,0.108513376159862,0.0483856466367821,0,0,0,0,0.0261445204430376,0,0,0
ETC,0,0.430848385550705,0,0,0,0,0,0,0.234249162498059,0,0,0,0.169994513003224,0,0,0,0,0
XEM,0,0,0.114083876548367,0,0,0,0,0,0,-0.30567390891184,0,0,0.442770606310953,0,0,0,0,0
ZEC,0,0.124941310084723,0.263651383769863,0,0.179732408859577,0,0,0,0,0.0800961697542953,0,0,0,0,0,0,0,0
DOGE,-4.33680868994202e-19,0.0425327630679319,0,0,0,0,0.156415605099566,0,0.182648718624654,0,0.0272390861069373,-0.0866603681046043,0.276118694607699,0.290293208892281,0.517449238663119,0,0,0.0653454674546354
XLM,0.293026139158027,-0.113830045967635,-0.0194349111905184,0,0,0,0.426743423518245,-0.115878227731723,0.240840561243353,-0.117142662150859,0,-0.112274682769888,0.257691951068835,0,0,0,0,1.38777878078145e-17
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.257753489040955,-0.246627182000894,0.100305703179887,0,0,0,0.365475470630873,0.417490758446812,-0.316879026992595,0.202309257143142,0.0377754892012061,0,0,0,0,0,0,-0.289393896983987
BV010082.Index,0,0.088148657393272,0.043287460032154,-0.116453418138215,-0.171599501778145,0.259436270159797,-0.277600306208352,0.114493045068554,-0.0427694703855579,0.0240959240795095,0.247725966002814,-0.00320061013472876,0.0148838530394329,0,0,0,0,0.139065515652471
CVIX.Index,0.249459102650548,-0.0847071275123187,0,0.190776636492771,0,0,0.00102211276973612,0,0.0812246285104052,0.0907667432071414,0,0,0,0,0,0,0,0.149798449382234
DXY.Curncy,0.016423342324734,0,-0.00584765024156369,0.00472472644735906,-0.0189208667532049,0,0.0132135096469848,0.00579007879233656,0,0,0,-0.0203014933923925,0,0.0863905958744495,0,0,0,0
SPX.Index,0,0.00140994535685104,-0.00111100389766624,0.00780131966039144,0.011140128289294,0,0.00683123737971482,-0.00585681928555386,-0.00726037975571805,0,0,0,-0.0113358781081429,0,0,0,0,-0.069579187917408
VIX.Index,0,0,-0.0206216929581833,0.0624327613873067,-0.196432055366748,0,0,0,-0.0731210181189597,0,0,0,-0.0543364018537467,0,0.224086681100489,0,0,0
