,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.115884730708152,0,0,0,0,0,0.0494353279555238,0.0816551608756135,0,0.203513494719343,0,0.129913385993387,0,-0.00131731201114572,0,0,0.0249483253762506
ETH,0,0,0.38715033855666,0.191299578249446,-0.0147569531255367,0,0,0.0779894243041865,0.102000881758086,0.0332734115035737,0,0.013210841721705,0,0,0.194740751201892,0,0,0,0,0
XRP,0,0.269390512042426,0,0.239010631366562,0,0,0,2.71050543121376e-20,0,0,0,0.121692743050726,0,0.253161065110272,0,0,0.0669732498757716,0,0,0.0352908159555988
BCH,0,0.294256835082102,0.41505136081445,0,0.228671280228049,0.20735311975078,0,0,0.0395896044316166,0,0,0,0,0,0,0,0,0,0,0.0310297924651949
EOS,0,0,0,0.0998958586922634,0,0.46817610619518,0,0.205978562365566,0,0.020297565085157,0.290611074293327,0.134137689727973,-0.890967948954215,0.87148322812413,-0.204827405027193,-0.596686572942431,0,0,0,-0.39570595006188
LTC,0,0.0085634788816766,0,0.449734019631153,0.0384952551942654,0,0,-0.104537309440802,0.137333460255439,-0.00561186690396523,0,0,0,0,-0.000169948607978164,0,0,0,0,0
XLM,0,0,0.315939673323231,0.0531130960763535,0,0,0,0.681466430012885,0,3.46944695195361e-18,0,-0.341973894786416,0.0358622539183347,0,0,0,0,0,0,-0.151674590708213
ADA,0,0.138877667508317,0,0.0109337110141214,0.0369053612158129,0,0.323206762682451,0,0,0.184520534211265,0.284739450679906,0.108883775361302,0,0,0.0184350465230633,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.107348817139816,0.269526803358639,0,-0.23580619422777,0.679331864090188,0,0,5.55111512312578e-17,0.00724062912708985,0,0,0,0,0
TRX,0,0,1.16930042827526,0,0,0,0,-0.00271166786877105,-0.321857286284368,0,0.000839094632093571,0,0,0.317962930565639,-0.0014598615279122,0,0,0,0,-0.117893159667578
NEO,0.319005508750232,0,0,0,0.0689467749681101,0,0,0.0701908275276152,0.199269051720413,0.0890150518429101,0,0.134568387643909,0,0.174723207150659,0.0162697379595993,-0.0214677187211992,0,0,0,0
XMR,0,0,0,0.112516232531768,0,0,0,0.261516300095811,0,0.179799536805123,0,0,0,0.110062516085309,0,0,0,0,0,0
DASH,0,0,0,0.269950765065479,-0.0589129821329779,0,0,0,0.0672351688976416,0,0,0.0456626428999749,0,0.317246774415256,0,0,0,0,0,-0.0899416461415345
XEM,0,0.0616744771813243,0,0.183353670240277,0.116947199099864,0,0,0,0,0.00905019486895947,0.429503628821376,0,0,0,0,0,0,0,0,0
BNB,0,0.123964930203171,0,0,0,0,0,0.311229949601464,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0477351255989362,0.305890637466617,-0.316201527239848,0,-0.369227946573593,0.0572511295348189,0.255729492162248,0,0,0.207405883880949,-0.295178328566601,0,-0.00925751159808133,0,0,0,0,-0.386037810551618
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0.0376936884512125,0,0.0519456904088414,0,0,-0.0127162411015787,-0.00891007794869988,0.0167110073558051,0,0,0,-0.0818659013953693,0,0,0.0033080030648188,0,0,0.0335479172730606
SPX.Index,0,0,0,0.0189621712589852,0,0,0,0.0491877491370952,-0.0195029181781011,-0.00846558852816985,0,-0.00331666221320228,-0.0512478330175713,0,0,0.00243296158914808,0,0,0,-0.0600473623803601
VIX.Index,0.0248431992373205,0,0,0.348840826542344,-0.493142651734619,0,-0.732972084954974,0.380379691078986,0,0,0,0.0190701483592235,0,0,-0.0403590116009745,-1.43728453803266,0,0,0,0
