,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.242338918285008,-0.00442090960830317,0.0122760051107177,-0.137038659568194,0.112748860165582,0.065055526087153,0.0711804052911809,-0.0123881254790077,0.0312315001641239,0.187263155821326,0,0,-0.144688992314288
ETH,0.33611969512637,0,0,0.421664136235942,-0.0845984240995208,-0.0259579799900533,-0.0398242672975114,0,0,-0.0199673149153074,0.0567721975000281,0.324909060704574,0,0,0,-0.369453318463036
XRP,0,0,0,0,0,0.00701339325416857,-0.0796566793531987,0,0,0,0,0,0,0,0,0
LTC,0.904698566756992,0,0,0,0.0770560324897019,0.00304125205981588,0.055191607879727,-0.0743284498648252,0.0113360617906875,0.0205930275225158,-0.0186516999371734,0,0.0916384943085604,0,0,0
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,-0.579678439224237,-1.55775232896247,0,-0.0155222816374785,0.00133844344913349,0,0,0,0.257749637386378,-0.16080622347432,0,0.508727508153268,0,0,-0.300127764651995
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0.582059076026495,0,0.227440341650585,-0.0463045162133216,-0.00739082312067913,0.117817084747208,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0,-0.0296524678151995,0,0,0,0,0,0,0,0,0,0
DGB,0,-0.582380528986418,-5.54378003797043,0.833085654126543,-0.277293331728454,-0.124662496622218,-0.572240980164122,0.311008952080515,-0.463849723611614,0,0,0.297359150058403,2.04285746382981,0,0,0.294360160766677
BV010082.Index,0,0,0,-0.0920739693402098,0,0.0106409364374719,0.0365839324550697,0,0,-0.130670080077876,0.033736415388073,0,0,0,0,0.090581610899234
CVIX.Index,0.226188019238754,0.351916256992792,0.281562674502153,-0.119357260819574,0.022972523493402,-1.73472347597681e-18,0.185804718209098,-0.0302238527141194,0.0973582984162268,0.00434768765228383,0.0565552937046585,-0.2716461811892,0,0,0,0.240881997895612
DXY.Curncy,-0.0751804890105044,0.144136152862264,0.086623752078815,0,-0.00212148185524158,0.00385369721827814,0.0441743107168462,-0.0147046284939303,0.0393022911217422,0.0166792874095961,0.0125526655147526,0.0146080732646561,-0.0925542736413904,0,0,0.0291686502811198
SPX.Index,0,0,0,0,0.000639540030050929,8.18325928196898e-05,0.00389791001024287,0.010217536896636,0.0158213135130067,-0.00292015818163015,-0.00488732686360198,0,0,0,0,-0.04629540262808
VIX.Index,0,-0.851496755304363,0,0,0,8.67361737988404e-19,-0.173789448338377,-0.1939819382986,0,0.044417740197657,-0.0218553161461759,0.760888959037284,1.28050715000848,0,0,0
