,BTC,ETH,XRP,BCH,LTC,ADA,EOS,NEO,XLM,MIOTA,XMR,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.046047183835231,0,0,-0.0551682056214356,0.128411274409145,0,-0.0572894124484816,0.213327000058227,0.198331058533497,0.276376709987812,0.0829844836754795,0,0,0,0,0,0,0.0523574030438073
ETH,0,0,0.0965444943299854,0.212433722525169,0,0.0395947219740134,0,0,0,-0.0280854892139088,0.187031159181604,0.178329792541467,0.0836817210642925,0,0,0,0,0,0,-0.0293468772680151
XRP,0,0,0,0.150462383665939,0,0.102502399173618,0,0.475073414403322,0,0,0.0546572270076346,0,-6.93889390390723e-18,-0.207718206257982,0.223468967328799,0,0,0,0,-0.0248950723740461
BCH,0,3.46944695195361e-18,0,0,0,-0.0477572792188413,0,0,0.00979732606853138,0,0,0.179713512454736,-0.106304624739978,0.371807844364574,0.261676958003371,0,0,0,0,-0.0292917660326095
LTC,0,0,0,0.126339927489791,0,0,0.068168194111646,0,0,0,0.122109275025713,0.361447380161886,0,0,0.0212821801925104,0,0,0,0,0.0734845350607815
ADA,0,0.178663244761421,0,0,0,0,0.578732707743351,0,0.570354245182004,0,0.00982589618805481,0,0.00823831894161513,0.206338212057118,-0.208322440058742,0,0,0,0,0.100162071942725
EOS,0.278642202716032,0,0.287540451913582,0,0,0.189472204076904,0,0,-0.104495731771828,0,0,0,0,0,0.177062811914861,0,0,0,0,-0.157419758761843
NEO,0,0,0,0,0,0.179641784642826,0,0,0.235393624809163,0.0793992198318899,0.132347426517851,0,0,0.121416783977477,0.161200862337047,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.662403613548031,0,0.0265658130040029,0,0,0.135158812974392,0,0.0942838455424381,0,0,0,0,0
MIOTA,0,0,0,0.245018377446326,0,0.0237912340848527,0,0.0891826578477758,0.132787224689385,0,0.156970119363727,0,0,0.169563372140991,0.175683722382591,0,0,0,0,0
XMR,0.38275650020996,0.720015574942111,0.287186963828783,0,0,0,-0.0732341184421642,0.62388220745546,0.0434228262858894,0.037377878242146,0,0,-0.224248310209044,0,-0.541130934835511,0,0,0,0,0.140030046301927
DASH,0.444534377659282,0.586370304267655,0,0.157833726963995,0,0.0939610720064055,-0.0708492430516173,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0971485196637788,0,0,-0.0315966037213573
XEM,1.27715827680374,0.268831219881393,0,-0.21169025519191,0,0.151467569190189,-0.425038958572757,0,0.669306424181763,-0.305184938671651,-1.15652838918262,0.151380848614037,0,0.461440478481276,0.246325192274313,-1.82570514530115,-2.37487300651691,0,0,-0.0218544656479152
TRX,0,0,-0.192406714129122,0.527674055447911,0,0.254745560452722,1.38777878078145e-17,0.245233467181873,-0.115369702040147,0.226315436273029,0,0,0,0,0.0819635526803414,0,0,0,0,0.0473454782459869
ETC,0,0,0.534550769737388,0.146404586960535,0,0,0.205230430846001,0.264979555531654,0,0.142185174128235,-0.370327551564239,0.0248607817590918,0,0.0869828580306671,0,0,0.0401264878913076,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,-0.0275375792234714,0,-0.0331535225087124,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0.0719366369222913,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0.0205260352629513,0,0,0,0.000727605505048415,0,-0.0313297065944334,0,-0.00578274438258421,0.0127816941255037,0,0,0.0149960778607541,0,0,0,0,-0.00644903454250708
SPX.Index,-0.0103064513748777,0,0,0,0,0,0.00877082430954615,0,0,0.0336981931405976,0,0,0.00775327569502566,-0.0270885583295271,0,0,0,0,0,-0.0531410249492226
VIX.Index,0,-0.289374197565132,0,-0.415287088622591,0,0.373650400587264,-0.152669553242659,0,-0.356264743894211,0,0,-0.0305614582054451,0.031914627710269,0.579367353430592,0,0,0,0,-6.2767250893553,0
