,BTC,ETH,XRP,ETC,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0930689549370051,0.0207179349403533,0.48520350552887,-0.0474945078494625,-0.0438197758678938,0.285605518615696,0.143738737086015,-0.0447031215370034,0.163475992868368,0,0.314233830338638,0,0,-0.0977142718911332
ETH,0,0,0,-0.12021083814654,0,0.493962725884411,0.403583369946842,0,0.446305691765727,-0.454463682315335,0.313675516163741,0,0,0,0,0.683339932992612
XRP,0.161398743771852,0.025980306601246,0,-0.00859643801343841,0,-0.103641322906246,0.0122219369607126,-0.0590703081747831,0,0.0700421341106528,0,-0.210940937013346,0,0,0,-0.099178706723426
ETC,0,0,0,0,0,0,0,0,-0.408217405345947,0,0,0,0,0,0,0
LTC,0.496337999854174,0,-1.73472347597681e-18,-0.00299087261322431,0,-0.0163562244158747,0,0,0,0.0317102043575996,0.00358326286100574,0,0,0,0,-0.0234950700299103
DASH,0.144481720148071,0.274213917608375,0.157307137205299,0.0274615657901648,0,0,0,-0.266700341466975,-0.0361085870942433,0.266931885560899,0,0,-0.543981878651923,0,0,0
XEM,0,0.523505660372532,0.177434960259607,0.120318277974896,0,0,0,0.0393576100533199,0,0.785641835687431,0,0,-0.0127203107975602,0,0,-0.373101854600889
DOGE,0.435207499720309,0,0.115791834919027,0.00274183588063535,0,-0.0929996383556614,0.107511166219215,0,0,0.0419409931798655,0,0,0,0,0,0
XMR,0.628111071010876,0.151808717913142,-0.282955281841865,1.73472347597681e-18,0.516157323140775,0.0902380135588182,0,0.114358253479256,0,0.250297954131581,0,0.656312770872583,-1.22551661196266,0,0,0.417710038421729
XLM,0,-0.204945191661153,0.232584583553337,-0.0677540930053238,0,0.3626563269844,0.0789547240787057,0.785444615650228,0,0,0,0,0.452820127472225,0,0,0.294317369631536
DGB,0,0.323215568908194,0,0.0535012487045193,0.992406087858189,0.400251205565679,0.222841925249339,0,-0.063469888248137,0,0,0,0,0,0,0
BV010082.Index,0,-0.0389369514621796,0,0.0117283788284818,0,0,-0.0414541204018415,0,0.033632469096685,0,0,0,0.349380470909867,0,0,0
CVIX.Index,0,0.259916107338066,-0.00847245490820295,0.0256424622068984,-0.031934093556371,-0.596524520198943,-0.178580830564229,-0.311379249751001,0,0.247565438542956,0.150829168981189,0.647801246570323,0,0,0,-0.212002665479719
DXY.Curncy,0,0.0258920518256242,0,0.00492176312603426,0,0,0,-0.0347785816570058,-0.0169311733937038,0.0356534365097186,-0.0324994036213867,0.139608098742212,0,0,0,-0.0499818128610244
SPX.Index,0,-0.00695185504578835,-0.00651788196854928,-0.00076369727122503,0,0.0162400083264345,-0.00612678599798903,-0.016064743776943,0.016558663551898,-0.00215654844872713,0,0.0657229995559746,-0.0138134148992359,0,0,-0.057639857490228
VIX.Index,0,0,0,0.0641244131374825,0,-0.128280468861132,-0.0833594915139877,-0.666168484238541,0.0171181220921237,0.141719469821158,0,0,0,0,0,0
