,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.00699931968775694,0,0.4565712380398,-0.0361622011034923,0,0,0.0547868687602756,-0.00911269043366075,0.0169890600649691,0,0.0742073353132067,0,0,-0.0281570528306071
ETH,-0.594416909944221,0,1.03395218927081,0,0.338016631527831,0.290440378894342,0.409259159252475,-0.681566972757498,0.217971285875768,-0.0680984651110081,2.05352627195002,0,0,0,-1.02117271950915
XRP,0,0,0,0,0,0,0,0,0,0.0261304648820961,0,0,0,0,0
LTC,0.566148663529874,0.0265600141558315,0,0,0.0554756770252877,0.0693867803458127,0.0380077563550224,0.0940182832938684,0,0.0138756744792872,0,-0.0325367121633621,0,0,0.0469143118192076
DASH,-1.50041238613361,-0.0787166987697454,0.483340166468638,2.35271063810234,0,0.256606241868777,0.123141504153343,-0.251765824876043,-0.0830030914351093,0,1.23521728553408,0.830846210693308,0,0,-0.54859156861097
DOGE,0,0,0,0,0,0,-0.0294417957754336,0.297691626920481,0,0,0,0,0,0,0
XMR,0,0.319750271912548,0,0,0.848306899774234,0,0,-0.399017259811178,0.2541930277912,-0.144918143395465,-3.40886506064115,-1.03040367329426,0,0,0.501524056570661
XLM,0,-0.0319838099031199,1.34922820081874,0.729274042458322,0,0.25729355206008,-0.355819962560477,0,0.200210538326942,-0.0603381523722982,-1.20722186159827,0,0,0,0.37327650577658
XEM,0,0,0,0,0,0,0,0,0,0.0956586029346086,0,0,0,0,0
DGB,1.955366738685,-0.00159695352108317,0.238321248814212,0,0.394527857605032,0.371847843717708,-0.143753606934149,0,0.0563265039571976,0,-4.22912543398144,-0.780238531751893,0,0,0
BV010082.Index,0,0.0279978806155123,0,0,0.101089385013157,0,-0.0831945231997258,0,0.0301752786721116,-0.1129083707976,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,-0.00262578946955333,0,0,-0.0446279664530472,0,0,0,0,0.207672610019613
DXY.Curncy,0,0.0160117012809194,-0.0846675019565782,0,0.0261245185710707,0.0456741578920351,0.0214261421011937,0.0213664397942718,0.0101009572039216,0.010149597973065,0,0.0890531142754127,0,0,0.0191897741274126
SPX.Index,-0.0686250809682058,-0.00114387981311196,-0.00500549659187305,0,0.0139458386756186,0,0.00375097155662186,-0.00174963849523815,0.00809798814462533,-0.00768812107572755,0.0246432430870204,0,0,0,-0.109517768353726
VIX.Index,0,0.105941586097462,-0.417587075661296,0.809597754260752,-0.0343839059409899,0,-0.0520256233027485,0.123623074497928,-0.0430698899571486,-0.0422875070568566,0.281478545603085,0.237491124176367,0,-4.40081782378159,0
