,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0222846930440962,0,0,0,0,0,0.0127035879775282,0,0,0,0,0,0
ETH,0,0,0,1.01316497524763,-0.033958242821705,0,0.239823554536969,0,-0.231196666942587,0.338140177821281,-0.0309702296562183,-0.263858600159243,1.61747298322861,-0.182277760960685,0,0,0.285316861352645
XRP,0,0,0,0,-0.111273624961784,0.0459509602428799,0,0.0863219306970396,0.64216510451403,0.258540935990424,-0.095325238045232,-0.262867666905054,0,0,0,0,0
LTC,0.605060225506375,-0.064049657548818,0.0386539231328186,0,0.0127736508477626,2.71050543121376e-20,0.0159767155210485,0,0,-0.121365071658677,0.00775426775713986,0.00904623347114792,0.140565551283173,0,0,0,-0.0381208153452398
ETC,0,0,0,0,0,0,0,-0.0311278103829154,0,0,0.0147278070380543,0,0,0,0,0,-0.229033863159817
XMR,0.367596611579918,0.222448236710513,4.33680868994202e-19,-0.600590991036293,-0.170706828890648,0,-0.70296415749659,0.275180902034814,-0.486414435367716,0.208941938922598,-0.141952345299102,-0.254453170707506,0,-0.132812091334802,0,0,0.279800236109361
DASH,0,-0.222675922387951,0,0,0,0,0,0.129855770279276,0,0.012438653046469,-0.0687734728484898,0,0,0,0,0,0.127545033043188
XEM,0,0,0,0,0.136020954939125,0.228250675428138,0,0,0,0,0,-0.1920049826536,0,-0.678625569050351,0,0,-0.150839189930214
DOGE,0,0,0.0663833796484518,0,0,0,0,0,0,0.0795594946626356,0.0300017577021709,0,0,0,0,0,-0.0686660309995556
XLM,0,0,0.569007323114534,-0.676901502821463,0,0,-0.0178512430869421,0,0.682710361988095,0,0.0114319086869139,0.474634101686309,0,0.407655524414952,0,0,3.46944695195361e-18
NEO,0,0,-0.264906526134167,-4.43522278801375,-0.873153178498995,-4.42686794887649,-3.1865561488949,1.74741028746886,0,0.176870833869402,0,-1.2696259457096,0,0,0,0,1.19415662661645
DGB,0.853254406870078,-0.787032782386806,-0.155581442714755,0,-0.365797113523384,-0.104687423805478,0,0.133794842513437,0,0.333852102157202,-0.0500091415944284,0,1.44201639124103,0,0,0,0.0131947879392852
BV010082.Index,0,0.0454910006824877,-0.0125418237676602,0,0,0.0988515175147857,0.192035419244235,0.00984975336030534,0,-0.0847056474796534,0.0316352706106102,0.0993620492988227,0,0.255176302419324,0,0,-0.198294725837222
CVIX.Index,0,0,-0.0552923882394667,0,-0.00732641149472016,0.00815010539677944,-0.221892800150188,-0.140260767694869,0,0.15180479827314,0,-0.0653830545424208,0.830141129188476,0,0,0,0.143926655306938
DXY.Curncy,0,4.33680868994202e-19,-0.0174598925804873,0.0145935437513058,0,-0.00722404611384361,0,0.0104421538323464,0.0400934367334937,-0.00444717173860628,-0.00284436093117401,0.0137937684810915,0,0.0788704922778699,0,0,-0.00587054514917108
SPX.Index,0,-0.0577942020597635,0.0176448540996362,0,0,8.67361737988404e-19,-0.0359526503447373,0.0233013112235535,0,0.00587081335195832,-0.00596388396926778,0.00180325271895274,0,0,0,0,-0.0520229261407957
VIX.Index,0,0,0,0,0,0,0,0,0,0,0.0534605437776791,0,0,0,0,0,0
