,BTC,ETH,XRP,BCH,LTC,NEO,ADA,XLM,EOS,MIOTA,DASH,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.214004635339167,0.000114195772661838,0,0.474532392399437,0,0,0,0,0.174772900183146,0,0,0,-2.16840434497101e-19,0,0,0,0,0
ETH,0,0,0.0351788897563287,0.0959202654700278,0.0596008551116779,1.73472347597681e-18,0,0.0286006411733335,0,0.338637181791642,0.0238769705961246,0,0,4.33680868994202e-19,0.0506070309554393,0,0,0,0,0.00711198065163043
XRP,0.128503349849536,0.0369224194401438,0,0.086814892182054,0.171150358258764,0,0,0,0.0390561787934557,0.152713673552983,0.159429902312426,0.025731549441058,0,0,-1.38777878078145e-17,0,0,0,0,0.0303631195875649
BCH,0,0,0,0,0.259563958276776,0.496613293543485,0,0,0,0,0,0,0,0,0.0118009785000258,0,0,0,0,0
LTC,0.111915728541372,0,0.0424848571505043,0.0695441455598753,0,0,0,0,0,0.251539460636121,0,0,0,0.237244089719838,0,0,0,0,0,0
NEO,0.0782244456827702,0,0,0.0259288933933188,0.013564736562206,0,0,0.120033144386876,0,0.538301425892407,0.233641895135013,0,0,0.108962720010193,-0.224322434081704,0,0,0,0,0.0718298692457504
ADA,0,0,0.394762993379789,0,0,0,0,0.304619685555179,0,0,0,0,0.142923892188873,-0.000574788343515603,0.0086917670070565,0,0,0,0,-0.0471617751117773
XLM,-0.194688101622913,0,0.28179309972171,-4.33680868994202e-19,0.0851745415021851,0.335115968563759,0.305475234871082,0,0,0,0,0,0.422106881213373,0,0,0,0,0,0,-0.0582021457970404
EOS,0.0504716446483429,0.177103369980769,0.00749173165981421,0.0556512535682037,0.096498114160178,3.46944695195361e-18,0,0,0,0,0,0.169190556843325,0.167894094137676,0.286719805449613,0,0,-0.235259087125321,0,0,0
MIOTA,0,0.613296413840403,0.024406664830199,0,0,0.0604774675265519,0,0,0.445862846041091,0,0,0.0578856083054708,0.101461221289811,0,0,0,0,0,0,-0.0585138980843879
DASH,0.0313166527615382,0,0.227063128430732,0.176097002806408,0,0,0,0.0321465920986567,0,0,0,0.467887082466692,0,0,0,0,0,0,0,-0.0133437134573796
XMR,0.432901381006371,0,0,0,0.100625265875985,0,1.38777878078145e-17,0,0,0.0679144672503687,0.508120853380955,0,0,0,-0.00571445901586566,0,0,0,0,0
XEM,0.160085546664785,0,0,-0.0730250696156358,0,0.0914617670197474,0.0900959077751611,0.364865174422379,0,0,0,0,0,-0.073196251860526,0.223958960573067,0,0,0,0,0.0301361562723283
ETC,0,0,0.452058697440426,0.151604188648793,0.0582556927816541,0,0,0.03918112459356,0.858244332950325,0,0,0,-1.48997709245453,0,0.497455731717147,0,0,0,0,0.0903002254620697
TRX,0,0,0.526150546197031,0.0610620225097044,-0.219766848207529,0,0,0,0.255551824829166,0.386731755596004,0,0,0.0813223753934092,0,0,0,0,0,0,0.0930045590652978
BV010082.Index,0,0,-0.00164324407684865,0.0651235956408419,0,-0.0542456253936315,-0.0201016909715203,0,0,-0.0394319124987271,0,0.104246324868215,0,-0.00113065356728341,-0.0148826447328319,0,0,0,0,0
CVIX.Index,0,0,0,-0.000728442972038487,0.0945036619813238,0,0,0.0185371723834516,-0.29724844504934,0,0.0969194967591898,-0.100174173647701,0,0,0.0657832952529001,0,0,0,0,0.0458244051410938
DXY.Curncy,0,0,0.0180525836852834,-0.00153028785034393,-0.0437713117954784,-0.015265951369321,0.0105469854875024,0,0,0,0.0366855482300894,0.00486299799314077,0.0333735743557757,0,-0.0392364238554723,0,-0.0253508441128953,0,0,0.0271675271863404
SPX.Index,0,0,0,-0.0323105824447485,0,0.0880427470057441,0,0,0,0,0,0.0331972606346594,0.0218043617964023,0.0186942129208347,-0.114526415585117,0,0,0,0,-0.0666234897647068
VIX.Index,0,0,-0.619174651774034,-0.312326909477642,0.20010973705667,0.202525066632167,0,-0.485914839784575,0,-0.689064916185398,0,0.369197796715068,0.822257677103023,0.0364358160740372,0.596566008514286,0,0,0,-4.03474534682805,0
