,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0258150502288119,-0.027412803230571,0,0.0418640914661256,0,0,0.0134747941310652,0,0,0,0,0,0
ETH,0,0,0,0.63485863892924,6.93889390390723e-18,0.109979501232626,0.307034903872536,0.042779505160207,-0.86347088230471,0.350522990272451,0.0181862238543511,-0.200336955528267,0,0.16022140252789,0,-0.984538267849325,0.166771998567417
XRP,0,0,0,0,-0.107773256663152,0.208277864349022,0,0.0820738853663889,0,0.361013647241408,-0.082444775240917,-0.338784975856783,0,0,0,0,-0.0372544203578887
LTC,0.664702358696646,0,0,0,0.0514561275607732,0,0.129743907403503,-0.0103153877567424,0,-0.109302661285848,0.00240678086188392,0.0106432816429803,0,0,0,0,-0.0170701027226275
ETC,0,0.00034753167405563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236598051449452
XMR,1.02592384066037,0.933013942382151,0.118727386960238,-1.07438872882236,-0.10176260740359,0,0.189940047138856,0.333935152680697,-0.988614197543973,-0.179855654819265,-0.132336280984828,-0.155751363893247,0,0.546854480088545,0,0,-0.0318142894758929
DASH,0,0,0,0,0,0,0,0.148436720443143,0,0,-0.0839712806591237,0,0,0,0,0,0
XEM,0.406525364715676,0.293418234693759,0,0,0.113774840945819,0.227183621979524,0,0,0,0.118916848419901,0,-0.203929332762445,0,-1.20323526550758,0,0,0
DOGE,0,0,0.0534945531378516,0,0,-0.12638596066856,0,0.0888954257293673,0,0,0,-0.0116438806099126,0,0,0,0,0
XLM,0,0.444520152817081,0.293447286748556,-0.669714272286915,0,0,-0.834679050472065,0.443530499110856,0,0,-0.0674456443236628,0.188964169633678,0,0.493396278738303,0,0,0.00211033954464708
NEO,0,0,0,0,-0.248906517088342,-0.437309005094863,-2.39891648455626,0.724507386733563,0,-0.418521338896932,0,-0.499912151053885,0,0,0,0,0.525888236979578
DGB,0,-0.524863375124218,-0.249086216929086,0,-0.223777278744595,0,0.403682344970107,0,0,0.334806332713176,-0.0514470066546193,0,0,0,0,0,0
BV010082.Index,0.0042577614050673,-0.0731585631606694,-0.0241873786848626,0,0.0601490620857777,0.0698818564433728,0.0638869716869764,0,-0.164908290437304,0,0.0103596390483993,0.0946959156273984,0,0.312490837105199,0,0,0
CVIX.Index,-0.26619598718375,0,-0.12873023997843,0.766886082691242,0.0391495637394392,0.120528254631088,0,-0.165141068598759,0,0.234172688866265,0.0401984989227692,-0.0327161204121938,0.575729107554316,0,0,0,0.122471888086531
DXY.Curncy,0,0.00695682017534906,-0.0132371171534444,0,0,0.0116612552023249,0,0,0,0,0,0.0321168224077734,0,0,0,0,-0.0120300188491792
SPX.Index,0,-0.0527866064698501,0.0053670771933577,0,0,0,0,0.0175623572791251,0,0.0153985438615026,0.00494134296409419,-2.16840434497101e-19,0,0,0,0,-0.0541584449109826
VIX.Index,0,0,0,0,0,0,0.501516274611138,0.0123978264844691,-0.514911662241165,-0.290624929172508,0.0799094260978552,0.1570871192876,-3.37455686758709,1.6074176931578,0,-3.51519255100369,0
