,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,1.2201061170329,0,0.0245127457543877,0,-0.0135529660293619,0,0,0.00579852798240887,-0.0108652181323097,0,0,0,0,0,0
ETH,-0.132003536156381,0,0,0,0.19812244780365,0.311521291283787,-0.51551183176334,-0.162119071466004,1.06660021230246,-0.726503140606169,0,0.0615730625547716,0.0143314909651922,0.643221027600103,-0.0851361327714719,0,0,0.0758159394404316
XRP,0.0697731657146133,0,0,0.0112929356083057,0.0213562698935145,0.216035545214533,-0.116704643743301,0,0.0693049175899536,0,-0.0162685039972508,-0.0777995412312455,0,-0.0753686599270316,0,0,0,-0.0854851628095497
LTC,0.686225063965984,0,0,0,-0.0183524085018193,-0.0498015490097417,0,0.00964916721695038,0,0,0,-2.16840434497101e-19,1.73472347597681e-18,0,-0.03026725555001,0,0,0
XMR,0,0,0,-1.08249033304807,0,-0.218762815005298,1.21387154518492,0.204885353587474,-0.250495579140137,1.24684575053614,0.0576968814434093,0.0465287125210408,-0.0825499585007411,-0.886203286563829,0.166051865229348,0,0,0
ETC,0,0,0.368527859351413,0,0,0,0,0,-0.0878070573411852,0,-0.199782022980781,0.0370529719706812,0.138198012920393,0,0,0,0,0
DASH,0,0,0,0,0.0692730869714133,0,0,0,0,0,0,-0.0262905420126852,0,0,0,0,0,0
XEM,0,-0.104913626339681,0,-0.230978639326952,-0.0955813550987744,0.149474750617957,0,0,0,0.716107655803546,0,0,0.134422557981967,0,-0.201032472780085,0,0,0
DOGE,-0.23766349114477,0.628207300374309,0,0,-0.073800564216502,-0.0825938016530233,0.0114992010618786,0.0443559925920454,0,0.339085885325095,0.155446449211509,-0.0300862965054813,0,0,0.150823353597421,0,0,-0.0270018088689906
XLM,0,-0.471301702133479,0.793606610968425,-0.318037880959869,0.104464837128234,0.182899441826564,0,-0.154997030899551,0.747575849996853,0,0.0880422958995137,0.0403310872485473,0.116645732990145,0.53187621048467,-0.0034856572399063,0,0,0.0857329139689662
NEO,0,0,0,0,0,-0.932577598730036,0,0.260703766574106,0,0,0,-0.0109147184772469,-0.192632555660316,0,0,0,0,0.0508894345886885
ZEC,0,2.39890353242867,-8.30551851867085,1.78959731877184,0.753336884540306,1.03760490546496,-3.13042838741498,0.298792305783313,0,1.20157139616745,-1.10840598614924,0,-0.461346625104487,0,0,0,0,-1.07585578741905
DGB,0,0,0,0,0,0.0868615660275806,0,0.144140258259026,0,0,-0.210855575182657,0,0,0,0,0,0,-0.0741986579762923
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0.00740658767331071,0,0,0,0,0,-0.0221954111905167
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,-0.0238573978908601,0,0,0,0,0,0.307917882839909
DXY.Curncy,1.0842021724855e-19,-0.0156299731665381,0,0,0,0,-0.026278581920968,0.00714213338566152,-0.00419778153951274,0,0.0120535970158365,-0.00115845602417004,0.00129089648322272,0,0,0,0,-0.0194728309304622
SPX.Index,0.0604390357887648,0,0,0.0137526503399045,-0.00540329615311264,-0.0154424418366099,0,0.0209513257730719,-0.0192121786175461,8.67361737988404e-19,-0.00468569922896754,0.00320408415397136,-0.0277718384523699,0,0,0,0,-0.039341456258118
VIX.Index,0,0.872822743738804,-0.338840891812239,0,0.0442276117520647,0.700369798585929,0,0,0,0,0.379819983981111,-0.191787606566678,0,-1.00852745918524,0.765940425127006,0,0,0
