,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0758986663771951,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,-0.0722391888311811,0,0.0527017200529084,0.0487406688545908,0,0,-0.00988879517737034,0,0.18136462857446,0,0,0,0,0,0,0.0677585767971917
XRP,0,-0.707768135273523,0,0.0693511208355332,-0.323884779553545,0,0,0,0.191890348106277,0,0.0201762852009868,0.0346788335177751,0.61231449638916,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.247637929836818,0,-0.0479116361656541,0,0,0,0,0,0
LTC,0.677656581693582,0,0,0.0400958853210385,0,0.0085318219759391,0,0.484214438735954,0.0750418078564971,0.0787166715192072,-0.0488238724943479,0,0,0,0,0,0,0.198934137845108
ETC,0,0.711506663127272,-0.031294440501687,0.167757990902017,0.170999432256453,0,0,0.0990607992735216,0.0378020880104978,-0.226046467019556,0.116330994707523,0.0570906223992629,0,0,0,0,0,0.0802413633345822
DASH,0.331059308074023,0.108170334988601,0,-0.0274193784975545,0.18244126616359,0.24526749229641,0,0.0291188211998596,0.111193590906308,-0.142704843943985,0.350218656783759,-0.0502879462576482,-0.148494615892366,0,1.0926444580829,0,0,-0.100812429391845
XMR,0,0,0,0.0405459388769513,0.109060331251153,0,0.426803233106912,0,0.0428041388695478,0,0,0,0.0291341699628191,0,0,0,0,0
XLM,-1.79244321494496,0,0.450068483232732,-0.0503474013567786,-0.0911430020250188,0.135400067634594,1.1383310440454,0.0628458361356431,0,0.238943040345286,-0.461789248714997,0.11236942366074,0.551903652049412,0,0,0,0,0
DOGE,0.419201752440574,0,-0.0405106623039163,0.356825538214286,0,6.93889390390723e-18,0,0,0.163053700576365,0,0.31128956896783,0.0449119529553252,0.0998346010708143,0,0,0,0,0
ZEC,0,0.0500704608073945,0,0,-0.116150693890368,0.114144000506215,0.100844400611892,0,0,0.162998712839206,0,0,0.209536638083889,0,0,0,0,0
DGB,0,0,0,-0.39306525204885,-0.260717425901374,0,0,0,0.0195495934129596,0.912987063005079,-0.478145544707931,0,0.287950690474777,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0.385604286307353,0,0,0.191032971121462,0.0376333753630918,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0217129411011652,0,0,0,0,0.013973753284042,0,0.0132674792190575,0.00343272200387325,0,0,0,0,0,-0.0416995062644524
CVIX.Index,0,-0.0429284600226642,0,0.0590736665948609,-0.0925584168490218,0,0.100671021097116,0.0634248370658912,-0.00796224638920174,0.0136585387369907,0,0.0377401308161523,0,0,0,0,0,0.158188150809527
DXY.Curncy,-0.010591184475575,0.00831932931614215,0.000863818706550187,0.00206772285639388,0,0.019595292810799,0,-0.00637463622102581,0.00308659286155828,-0.0118576624317689,0.00533720128055625,-0.00239395498640018,-0.0124880394620144,0.0872075414834988,-0.0397839530999127,0,0,0
SPX.Index,0,0,0.00105790548304361,-0.00889674572771194,0,0,0,0,0.00214407652667068,0,0.0044446203349367,0.00271145349774315,0,0,0,0,0,-0.0308722344203201
VIX.Index,-0.287372111059034,0.0874714834496075,0.203896414317451,0,0.325744488595287,0.182180444910471,-0.476772984978628,-0.20991961263987,-0.0149291506339919,-0.131411532969534,0.199606719825248,-0.143814597889435,4.33680868994202e-19,-1.96615716468348,2.03045370091682,0,0,0
