,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,DASH,TRX,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.444358117160708,0,0.040913937198132,0,0.0895543220715391,-0.061595582499554,-0.129102514065513,0,0.375896492664018,-0.0154034974273811,-0.0197844497943341,0.00625149376964084,0,0,0,0,0.0160623433138572
ETH,0,0,0.317422387595403,0.136667080616879,0.213448614658769,0,0,0,0,0,0.160532478008045,0,0,0,0.0421641008594019,0,0,0,0,0.0252773929221836
XRP,0,0.530547461683814,0,0,0,0,0,0,0,0,0,0,0,0.209684901998001,0,0,0,0,0,0
BCH,0.496521444200444,0.632995080245846,0,0,0,0,-0.0408614334440284,0,0,0,0,0,0.0319059196630063,0.156517052969402,0,0,0,0,0,0
LTC,0,0.332055175519033,0,0.195728573030226,0,0.170247400495248,-0.338336490751976,0,0,0,0,0.324469609942038,-0.126066406243009,0.322211903467103,0.0802085344674996,0,0,0,0,0.0863918901148665
EOS,0,0,0.0160945677488995,0,0,0,0,-0.601955730997981,0.272814840364161,0,1.13711891321243,0,0,0,0.0996172005290332,0,0,0,0,-0.249749383939009
ADA,0,0.415602808318769,0,-0.317087240479274,0,0.325672689378733,0,0.370713544698619,0.0328005705388652,0,0,0.257442358831945,-0.216686498459287,0.305352320074963,-0.159724156436321,0,0,0,0,0
XLM,0,0,0,0.169661276610907,0,-0.135521533675105,0.208114384836194,0,0,0,0.612293551596532,0,4.33680868994202e-19,0.0424346860436394,0,0,0,0,0,0
NEO,0,0,0,0,0,0.00196433930247444,0.0868854279204226,0,0,0.29100870326075,0.472581326359425,0.103218400230468,0,0.0139593706524304,-0.0529278953535642,0,0,0,0,0.0206090331747116
MIOTA,0,0,0,0.0147996365729942,0,0,0,0,0.0906039193790303,0,0.137404337590243,0.191301889689781,0.0551407660159937,0.260237104480173,-0.05952405012467,0,0,0,0,0.137889985621485
XMR,0,0,0.351303613571134,0.0930284342461073,0,0.471389673364802,0.0188565262885299,0.693280959723275,-0.110926387088404,0.053904808675201,0,-0.753785831876479,0.0396866734683641,0.00310345755040702,-0.143377759263718,0,0,0,0,0.368512199200015
DASH,0,0,0,0,0.0184777024578569,0,0.0928950751727796,0.0844164406909158,-1.73472347597681e-18,0.205011672797945,0,0,0,0,0.0441806934884217,0,0,0,0,0.247606155847306
TRX,0,0,-0.582066800348993,0.224736246056924,0,0,-1.0462023531035,0,0,0.794322685056486,0,1.56289157361452,0,0,0.349298461017641,0,0,0,0,-0.414211684813265
XEM,0,0,0.370293206566987,-0.145301795413558,0,-0.182093526587147,0.227942296636393,0.258241034704742,0.192312350043406,0.290646598998125,0,0,0.131431560002614,0,0,0,0,0,0,-0.110844853740077
BNB,0,0,0,0,0.531157894766252,0.103207601330865,0,0,0,0,0,0,0.0552125226467144,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.0442302299248133,-0.0947778395106315,0.118172652132479,-0.033900245633817,0,0.00228350922321086,0,0,0,0,-0.0344990360743137
CVIX.Index,0,0,0,0,-0.045670392099522,0,0,0,0,0,0,0,-0.0251479907282259,0,0,0,0,0,0,0.0461408381908845
DXY.Curncy,0,0.0102139553751614,0,-0.0768205878951216,0.0395744970861886,0.0125649389152216,0,-0.0109996583308045,0.0128771211271198,0,-0.0157703053385176,0.0711496886712649,-0.00867922821302826,-0.0208726028483624,0,0.0528396198201819,0,0,0,-0.00774761452465441
SPX.Index,0,0,0,0,0.0236837430624503,0,-0.0276843077103981,0,0,0,0,0,-0.0311338116714679,0,0,0,0,0,0,-0.11604871154251
VIX.Index,0.263321699912308,0,-0.332691292891798,0,0,-0.25080928107483,-0.227480439680666,0,0,0,0.623361709362708,0.596796678689404,-4.33680868994202e-19,-0.237295370438498,0,0,0,0,-3.93281674724386,0
