,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,NEO,TRX,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.165359989700708,0,0,0.032769994282333,0.0096338469450019,0.021612614493588,0,0,-0.0769409873200478,0.0232360219162507,0,0,0.275394136840798,0.156780429355333,0,0,0,0,0.00269127773048889
ETH,0.480090472454803,0,0.178147895970408,0,0,0,-0.0221533448443308,-0.0072016818097918,0.127638802609154,0,0.0416285072283521,0,0,0,0.131256370346419,0,0,0,0,0
XRP,0,0.47283053780903,0,0,0.107749083911434,0,0.13832633083569,0.354696811414458,0.174774461517595,0.220696221039358,-0.0662782196820483,0.00848544381116703,-2.77555756156289e-17,-0.367157645217501,0,0,-0.152303445591971,0,0,-0.0772271575707546
BCH,-0.300148240917946,0,0.206704287645644,0,0,-0.000271711154585991,0,0,0.213284461023022,-0.0668125905356662,-0.00626673084464088,0.542844880565461,0,0,0,0,0,0,0,0.177753530169223
EOS,0,0.283522797022025,0.252832085329401,-0.0888711487667276,0,0,-0.0286670903202079,-0.201058570611405,-0.442130511415415,0,0.33299429557643,0.500735723485066,0,0,0,0,0,0,0,0
LTC,0,0.0883403638745847,0.0892710182947842,0,0.0495626832744397,0,0.110539018828493,0.104634686323933,0,0,0.11162292735924,0,0,0.0369585863053754,0.266365408897792,0,0,0,0,0.106841134118364
ADA,0,0,0.387354889918594,0.00374725669574873,0,0,0,0.0546946832272207,0.353537539412914,0.305854583712966,0,0,0,0,0,0,0,0,0,0.117289092911134
XLM,0,0,0.210018745942296,0.0450766578460464,0,0,0.17570080924733,0,0,0,0.0129006663304236,0,0.0845824506766758,0.482628681869641,0,0,0,0,0,0
MIOTA,0,0,0.18802432754783,0.372958729879311,0,0,0.0558324767318957,0,0,0.0714556797492343,0,0,0,0.175465094410635,0,0,0,0,0,0
NEO,0,0,0,0,0.136648317607108,0,0,0.11259993795059,0.108252272724984,0,0,0,0,0.208196085694394,0.416324950556401,0,0,0,0,0
TRX,0,0,0,0.617146688057848,0,0,0,0,0,0,0,0,0,0.415525631896899,0,0,0,0,0,0
XMR,0,0,0.253933864755364,0,-0.0338275223456726,0,0.0741937902534794,0,0,0,0.078227918241909,0,0.620924679513381,-0.0793335085127425,0,0,0,0,0,0
DASH,0,0,0,0.175170069317388,0,0,-0.0364104345300222,0.261072838200703,0.0830661191538027,0.0726061692136612,0.0940552730369088,0,0,0,0.262180079444177,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0.256746652659001,0.30384716653204,0.138406455126265,0.0467602811116545,0,0,0,0,0,0,0,0,0
ETC,0,0,0,0,0.105231119712152,0.226122289437225,0.0780197758103957,0.0119887545145037,-6.93889390390723e-18,0.0802724408483757,0.0250894887737864,0,0.441909434539388,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.0242769486254544,0,0.00597433365784466,0.0298244051552146,0,0,-0.0288964523581906,0,0,0,0,0,0,0,0,-0.102438838794623
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0.0255099854194766,0.00610927332461057,-0.00314351750994564,-0.0495469140332606,1.73472347597681e-18,-0.00982971263298394,-0.00377250523226388,0,0.011471348531128,0,0,0.00986140711765272,-0.000613485734692978,0,0.139652386579715,0,0,0
SPX.Index,-0.132659483972435,0,0.0664793567498558,0,0,0,0.00622009408975195,0.0376349720048473,0,0.00584487262292076,0.0340802906220593,-0.0701831089976457,0.0563078856320068,-0.0612433805547263,0,0,0,0,0,-0.123694532689053
VIX.Index,0,0,0,0,-0.0395447524699277,0.590914339299164,0.183093423899363,-0.351839595025208,0,0,0,0,0,-0.0759497068514972,0,0,0,0,0,0
