,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0601417478257071,0.0851389368557647,0,0,-0.0135727522917918,0,0,0.0788003507760239,0.093094222887642,2.16840434497101e-19,0,0,0.0301935073066822,0.173892833074632,0,0,0,0,0
ETH,0,0,0,0.0359144402707739,0,0,0,0.0513225222036433,0.264477029886964,0.0939966007111041,0.0697362502831115,0,-6.93889390390723e-18,1.0842021724855e-19,0.167757332962061,0,0,0,0,0.0495638341713115
BCH,0,-0.504571233010498,0,0,0.214102526221683,0.196478855050566,0.106796323426723,-0.305026822826236,0.052555024133144,0,0.196292725369359,0,0.815181739884438,0,-0.147768229418666,0,0,0,0,0
XRP,0,0,0,0,0.286841204804549,0,0,0.141539548894017,-0.178729286759005,-0.408750945192624,-0.0546920945579865,-0.331050637363431,1.08906910250576,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.62236062013623,0,0.0582811974274991,0,0.210829211873471,0.0507273571300553,0,0,0,0,0
DASH,0,0,0.18879296426158,0,0,0,0,0,0,0,0,0.476846987424188,0,0,0,0,0,0,0,0
XEM,0.187439750563829,0.0747954480568855,0.223947846349173,0.0107781580936686,0,0,0,0,0.146573248046065,-0.146884677651717,-0.10728683353878,0,0,0,0.315919632327991,0,0,0,0,-0.03943155902145
XMR,0,-1.09163207075861,-0.659356721370372,0.587916058233341,0,0.901980370227806,-0.434458489401775,0,0.186992179637178,-0.0724179295967033,0.0538723530209835,-1.38777878078145e-17,1.00378319610573,0.204909167771842,0.0103225841281319,0,0,0,0,1.73472347597681e-18
MIOTA,0,0.30416201917417,0.312889994347643,-0.175531035124514,0.365643294387147,0.310117512224105,0.152382488304916,0.320765490958269,0,-0.1399186126097,-0.0792633768275059,0,0,0,0,0,0,0,0,0.718833937899163
ETC,0.40319053967743,0,0,0,0.517337471755799,0,0,-6.93889390390723e-18,0.0605521505468155,0,-0.054299162197036,0.0662378284703513,0.0994533451719605,0,0,0,0,0,0,0
NEO,0,0,0.0316592866869193,0,0,0,0,0,0,0,0,0,0,0.689493727985688,0,0,0,0,0,-0.191039502749235
ZEC,0,0,0,0,0,0.322917128780965,0,0,0.155997649457939,0,0,0,0.338003471179474,0,0.270115347694527,0,0,0,0,0
XLM,0,0,0.215083491533903,0.242073824191627,-0.364473652304185,-0.326881753697152,0.17184951540787,0.317160962136783,0,0.456205761351528,0,0.320104166731337,0,-0.000823450110955038,0.0609145523225093,0,0,0,0,0.0584562969566694
EOS,0,0.450332481354424,0,0.0679699368253245,0.0382360434591316,0,0,0.100009396478366,0.137737226777574,0.0529734859710011,0.29248193756988,0,0,0,0.509911872994681,0,-0.761699480821285,0,0,0
BAT,0,0,-0.129208153196098,0,0.121518937240103,0.0377056509056417,0.972093017474542,-0.00108969205191308,-6.93889390390723e-18,0.279424827039421,0,0,0,0,0,0,0,0,0,-0.170644749966045
BV010082.Index,0,0,0,0,0,-0.106711884812103,0,0,-0.0282721116059369,-0.0161711082106875,0.0057069356751218,0.0962188221038699,0,0.0228320549595222,0.00380660848573655,0,0,0,0,-0.0742183668675292
CVIX.Index,0,0,0,0.0339819444318977,0,0,0.0175538836483404,-0.0545413273893525,0,0,0,0,0.026237760143503,0,0.023873184335489,0,0,0,0,0
DXY.Curncy,0,0,-0.00769516307254714,0,-4.33680868994202e-19,-0.0391579794766119,0.0248158212006632,-0.00356826895289026,2.16840434497101e-19,0.00450161355664386,0.014863549601338,0.0261348701235404,0.0100444103957471,0,-0.0291530700664078,0,0,0,0,-0.00980934490677063
SPX.Index,0,0,-0.00751019432743997,0.00539165581513453,0.00255311991283841,0,-0.00455026750715474,-0.00683111541170191,-1.0842021724855e-19,0,0,0.00308321922926076,0,0.00288889481508719,0,0,0,0,0,-0.0351547547490116
VIX.Index,0,0.329794959184253,-0.169194345425978,-0.138415094581052,-0.157343815229886,-0.339254560449981,0.208341082098512,-0.07873506935725,0.295016416536751,0,0.0648163198561118,0,0.247333670327394,-0.300385075914981,0,0,0,0,0,0
