,BTC,ETH,ETC,XRP,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0240101989944513,0,0.438798833954599,0.0412812067082292,0.0214992075162604,0.176457365119314,0.0476653710449688,0,0.159162419263912,0,0,0,0,-0.11876348332758
ETH,0,0,-0.105199317735792,0,0,0.267880256814063,0.449418533568005,0,0.127372600926197,-0.217734937279535,0.468072457143454,0,0,0,0,0.658261819015185
ETC,0,-1.23682521274345,0,0,0,1.38777878078145e-17,0,0.68985653640239,-1.97070264840102,0.0724102183630156,1.05703157704567,0,0,0,0,0
XRP,0.149727828645908,-0.00105117452483915,-0.0143790568858791,0,0,0,0,0,0,0.0519433264881453,0.0165156143027861,0,0,0,0,-0.0643651932264486
LTC,0.478583567053906,0,-0.00246598619356557,0,0,0,0,0,0,0.0320774745033318,0.00573339713451264,0,0,0,0,-0.0277614267930533
DASH,0,0.0895657963405241,0,0,0,0,0,0,0,0.129764016091173,0,0,0,0,0,0
XEM,0,-0.212911787294942,-0.00296018654966137,0,0,0.812381580513788,0,2.31744835028564,0,-0.113317605855533,0.0315212451784022,-0.494737818090212,0,0,0,0.23994930426678
DOGE,0.253374317168455,0.103236229575144,0.0165044045833345,0,0,-0.255237557752128,0.077173305213071,0,0.0786971741463362,0.157968565629673,0,0,0,0,0,-0.0830061305396777
XMR,0.611314933532944,0,-0.0474726419679877,0,0.943505895208043,0.435251839546721,0.0272380124071519,0,0,-0.00375556735479837,0,0,0,0,0,1.08905231275254
XLM,0,-0.117857899443085,-0.0429436072775057,0,0,0.424052883294849,0.157668544938654,0,0,0,-0.0355430678147505,0,0,0,0,0
DGB,0.496962911726983,0.442347626046975,0.0613851219729351,0.765108766823367,0,0.0244108285877711,0.113905067996812,0,0.053384444417379,0,0,0,0,0,0,0
BV010082.Index,-0.0776334571246286,-0.0483951686396534,0.0148432192672808,0.095889956181317,0,-0.0576461302512331,0,-0.180834085433145,0.133087492860862,-0.020079783415981,0,0,0.131961968880697,1.88203442177413,1.53034973406994,0.0136550752272689
CVIX.Index,0,0,0.00424909545283172,0,0,0.0450130675379282,0,-0.148882420315303,-0.249373543270033,0,0.124495152265775,0,0,0,0,0
DXY.Curncy,0,0,-0.000537825894787758,0,0,0,0,0,-0.0128080380793361,0,-0.00546197307327266,0,0,0,0,0
SPX.Index,0,-0.00794383157653682,-0.000868123302281417,0,0,0.00629467811908619,0,-0.0259890447926719,0.0152956531973664,0,0,0,-1.0842021724855e-19,0,0,-0.0309339766322487
VIX.Index,0.0544085225312622,0.0396304605171199,0.0509383314766103,0,0,0,0.0460266428393732,-0.85740899754674,0.109181685602955,0,-0.122503506464855,0.894397585629172,0,0,0,0
