,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.212970493913008,0.155423031214512,0,0.279997466485274,0.253220591503813,0,0,0,0.0181930315165856,0.211017687304487,-0.635014442642692,0.229564267753998,0,0,0,0,0.0139148103931444
ETH,0,0,0,-0.0159556802844397,1.4423715200066,0.164421819675951,0,0,-0.472030138265127,0,0.0304541732241907,0,0,0,0,0,0,0
DASH,0,0.0235086421898018,0,0.0624755617691004,0.0542648277637272,-0.362769778628587,0,0.162941463876993,1.38777878078145e-17,0,0,0.683119705279928,0,0,0,0,0,0
XRP,0,-0.00108300949296922,-0.0440312927351332,0,0,0.134274969720725,0,0.0566017780113754,0.239311817351438,-0.605938083178878,0,0,0,0,0.88310324880326,0,0,0
XMR,0.674017022560444,0.404102921086634,0.14434633883109,0,0,-0.059561488893409,0,8.67361737988404e-19,0.225915401523124,-0.225482510414268,0,0,-0.244690032922216,-0.99792208855048,-0.111236814296372,0,0,0
ETC,0,0.414354185397102,0,-0.0218640557972853,0,0,0,0,0.225525984356268,0,0,0,0.203887473291583,0,0,0,0,0
LTC,0.0833646159268265,0.0476127107620521,0,0.0497965439713774,0.0192393125806651,0.0816004110314686,0,-0.116678551351239,0.0862995552098463,0.0942615225302015,0,0,0,0,0,0,0,0
XEM,-0.101707913074749,0.0975248358588879,0,0.0663854772793886,0,0,0,0,0.239836110828849,-0.473334955670314,0,0.207082139510702,0.839655835898105,0,0,0,0,0
ZEC,0,0.0474058465878946,0,-0.0637938185254347,0.360721947265074,-0.17598232617051,0.307805577060563,0,0,0,0,0.269894540292233,-0.0795158134189365,0,0,0,0,0
DOGE,0.389374364155655,0,0,-0.0114291201019471,0,0,0,0,0.095085774816575,0,0,0,0.00703104384577936,0,0.259321782151097,0,0,0
XLM,0.446227057377101,0,-0.189238028497688,0.489460510681198,-0.00737575200180134,0,0,-0.133237547170167,-0.0372924507318644,0,0,0.324112596432095,0.362137008084568,0,0.11998453618329,0,0,-0.806007907978666
NEO,-0.439658671821959,0,0.0893020487322914,-8.67361737988404e-19,0,-0.0933281043719942,-0.447206184678216,0,0.283026424658299,0.0973019005929865,0,0,0.215145515788841,-0.682986969875738,0,0,0,-0.0312425248554531
DGB,0,-0.0525451041857361,0.159301482535337,-0.250681445830199,0,0,0,0.440483372636556,-0.271119060249969,0.060919682063791,0.486365038874696,0,0,0,0,0,0,0
BV010082.Index,0.0193259002124829,0,0.0751313390505141,-0.025258140520651,-0.137690368667647,-0.0727819384101665,0,0.0656414873332716,0,0.123846799365517,0.051328980779025,-0.241647423908397,0.00579315415681235,0,0,0,0,0
CVIX.Index,0,-0.0394918251111911,0,0.150273440341541,0,0,0,0,0,0.243867578713202,0.111143309009028,0,0,0,0,0,0,0.266979947977203
DXY.Curncy,0.00376877086233839,-0.0077742222642023,-0.00290142477839254,0,-0.00934839182671238,0.0156884394002214,0,0.00111906289858687,0,0,0.00684958041080699,-0.0304399196570073,0,0.0771706114248832,0,0,0,0
SPX.Index,0.0162183837806105,0.00989289839651111,0,0.00851341279403985,0,0.00066108921533583,0,-0.00819885200061355,0,0,0.00266851352679869,-0.0034481262237921,-0.00392543766746619,0,0,0,0,-0.0581821243334299
VIX.Index,0,0,-0.126800313282229,0.0736221932798155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
