,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,XMR,EOS,MIOTA,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.111800768485697,0,0,0.16453651136992,0.0988349470805579,0.476594317739357,0,0.120636134836064,0,0,0,0,0,0
ETH,0.0558948667261778,0,0.0892717610423781,0.0807721644573195,0.0805086187743174,0,0.117251698108736,0.124028386428502,0,0,0.213733294871057,0.00718786534958486,0,-4.33680868994202e-19,-0.044269199351512,0,0,0,0,0.00774975473356094
XRP,0.176557235651162,0,0,0.086657203485529,0.155936391966782,0,0,0.0235717506856068,0.018331908530738,0,0.17486727821133,0.140963040745021,0,0,0,0,0,0,0,0.0322517552925307
BCH,0,0,0,0,0.240657462270278,0,0,0.211916332045542,-0.104493264731428,0.271448031916822,0,0,0,0.425615274753185,-0.069821523402703,0,0,0,0,0
LTC,0,0,0.120324784324171,0.349443483911977,0,0,-0.109287875565278,0,0,0,0.330697282099913,0,0,0,0.186664706394305,0,0,0,0,-0.0510862675753291
ADA,0.167094024965249,0,0.25526346427266,-0.15229581491143,0,0,0,0.323330176185424,0.129319890339218,0,0,0,0.0836758283084401,0,0,0,-0.240121682652343,0,0,-0.0120819563406186
NEO,0,0.973946849609087,-0.244483682359769,0,0.0985905303095179,0.139436383643916,0,0.0512788436698833,0,0,0.0400918015226373,0,0,0,0.130279724691609,0,0,0,0,0
XLM,-0.435012719161457,1.05107429631097,0,0.688910678597262,-0.192656744240083,0.126735083778308,0,0,0.408688621190375,0,0,0,0.0286151671656649,-0.463445237655893,0.0462428771960624,0,0,0,0,0.0103917471851632
XMR,0.277111744087439,0,0,-0.0920021822877188,0.15255829012614,0,-0.0566536782614024,0,0,0,0.168472921868248,0.710673930311989,0,0,-0.062159825269037,0,0,0,0,0
EOS,-2.77555756156289e-17,0,0.251803720862949,0,0.0574303122517804,0,0,0.172882675755035,0,0,0,0.203094012889067,0.0254594178750019,0,0.253523842089961,0,0,0,0,-0.0287885897917291
MIOTA,0,1.04492595967807,0.211167231314226,-0.161569905838581,0,0,0.068547239593681,-0.0205854532707526,0.0867540879065117,0.0663826365099001,0,0,0,0.139811276254219,0.0354546330618935,0,-0.0829280778926407,0,0,1.73472347597681e-18
DASH,0.0824864960606599,0,0.139458384353686,0.0426712106259547,0,0.00464984888971937,0,0.164782309397761,0.29177516450399,0,4.33680868994202e-19,0,0.118809627177529,0,0,0,0.189632578455191,0,0,0
XEM,0,0,-0.11897381036626,0,0.118640417506517,0,0.169898808082815,0.199411834810882,0,0.368722514749193,0,1.73472347597681e-18,0,0.27151434829069,-0.0271234729575812,0,0,0,0,-0.0149034562104967
TRX,0,0,0,0.412962292677485,-0.174294995846598,-0.0770845922462969,0,-0.242548987985596,0.173367318727625,0,0.328450488901468,-0.108143851055218,0.63293380881744,0,0.106762948769528,0,0,0,0,0.120378543855892
ETC,0,0,0,0,0,0,0.0754687497112976,0,0,0.710958556319625,0,0,0,0,0,0,0,0,0,-0.0371696724190529
BV010082.Index,0,-0.247152338382369,0,0.160286015534541,0,0.0230227623933234,-0.0340531941669437,0,0.0956811623796607,0.0467922466333678,-0.0474759269975051,0,0.195860384795145,-0.146093420388781,0.00859484474913222,0,0,0,0,-0.0845130722225783
CVIX.Index,0,-0.197292641759613,0,0.238061642620739,-0.0119102739431342,0,-0.138801079503626,0,-0.147595095866898,-0.168655598914851,0,0.427474727172304,0,0.00680855041475467,-0.00522929128330592,0,0,0,0,0.0216090593483339
DXY.Curncy,-0.0189056955883368,0,0.0162574179700666,-0.0058639276451016,-0.0281444564047233,0,0,-0.0343216074287095,0,0,0.0159737372814923,0.0266317100114921,0.0509988491658761,-0.0457989071699952,0.00546336562743596,0,0,0,0,0.0198476644272463
SPX.Index,0,0,0,0,0,0,0.0359903313021671,0,0,0,0,0,0,-0.0379639137413243,0.0112061464330245,0,0,0,0,-0.0429046922762566
VIX.Index,-0.196686507255964,0,0,0,-0.00736633178069336,0,0.141942851185442,-0.783172942132866,0.505228786526168,0,-0.749004611817595,0,1.05493988087429,0.232967126388885,0,0,0,0,-3.15033386620354,0
