,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,XTZ,LINK,ADA,XLM,TRX,LEO,XMR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00813712210959975,0,0,0.015596270913109,0.131811514832226,0,0.135407630482351,0,-0.0449826965970406,0.253105085728291,0,0,0,0.0637809536942514,0,0,0,0.00384880851533367,0
ETH,0,0,0.211563224165295,0.403516139566664,0,0.258917292019878,0,0,0.0444128229279716,0,0,0,0,0,0,0,0,0,0,0.0120567991975034
XRP,0,0.340453498034244,0,0,0.101451062705065,0.140096677956573,0,0.125858340896933,0,0.0278773673300601,0,0,0.0409603911984668,0,0,0,0,0,0,0
BCH,0,0.17887341482092,0,0,0.409610178152323,0.0991640446933509,0.0945377123249312,0.136204296912111,0,0.0313714637549905,0,0,0,0,0.126032130319702,0,-0.00419419007791076,0,0,0
BSV,0,0,0,0.650028583529066,0,0,0,0,-0.250861225091661,-0.0056875387395954,0,0.516150044046045,0,0,0,0.00353891515490296,0.0575731185118313,0,0,-0.0333338007466318
LTC,0,0.112609157477753,0,0.229639774695244,0.0641940177617785,0,0,0,0,-0.0663330781992084,0.309844835008154,-0.145287542899017,0.451134653671875,0,0,-0.0223557308599108,0.0888763243976937,0,0,-0.03195202891237
EOS,0,0,0,0.32374969627495,0,-0.0925008266783306,0,0.364133569738733,-0.259040415165523,-0.0448723939872305,0,0,0.47134302447729,0,0.19996375305987,-0.1254316003434,0.0691507203961231,0,0,-0.0432706318745111
BNB,0,0.358491618607024,0,0.0616848996464569,0,0,0.231275807734669,0,0.227695763287506,0.114104893381256,0,0,0,0,0,-0.0479713358835621,0,0,0,0
XTZ,0,0,0,0,0,0,0,0.100314025287625,0,0.344478239783487,0,0.538843233496878,0,0.326948975512998,0,-0.23031516808659,0,0,-0.0103837423918531,0
LINK,0,-0.201110492852744,0,0,0,0,0,0,0.30313764446923,0,0,0,0,1.43575140242132,0.566288725840013,0.046063478535203,-0.102020279167989,0,0,0.0420854675081902
ADA,0,0,0,0,0,0.427684489315732,0,0,0.0683134680812296,0,0,0,0.332469063495013,0,0,-0.0716962646431248,0.0266260351321425,0,0,0
XLM,0,0,0,0.136591209436245,0,0.278136126158942,0.186005392497797,0,0.228210461988208,0,0,0,0,0,0,0,0,0,0,0
TRX,0,0,0.0745949485446612,0,0.142363776352058,0.257204595104387,0.250603141781517,0,0,0.0998175190248765,0.32501383276545,0,0,0,0,0,-0.0238418292427214,0,0,0.0770745704644075
LEO,0,0,0,0.217969706589015,0,-0.157612314869523,0,0.269553722842567,0.0847974516785391,0.0667236446514095,0,-0.138844262771068,-0.134450557642292,0,-0.198654139445661,0.0205347905492081,0,0,-0.280140132514138,-0.0565693083500104
XMR,0,0.105957748635693,0,0.0292528015821104,0,0,0.528558246725987,0,0.108373159871862,0,0,0,0,0,0,0,0,0,0,0.0318627058204375
BV010082.Index,0,0,0,0,0.875399113946518,0,-0.479140797501231,-1.2455965638855,-0.499008647960405,0.531773904381757,0,0.736755769122181,0,0,0,0,0.114552656582784,0,0,0.0165619188049614
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,-0.0477871672162983,0,0,0.0277960469355352,-0.10824549512524,0,0,0,-0.0406068271716206,0.0675911076766378,0.0559391866051149,0,-0.00715355893667978,0.0354534454188776,0.0154230011216495,-0.0215157858481717,0,0.0485849168044524,1.73472347597681e-18
SPX.Index,0,0,0,0,0,0,0,-0.0542158363162283,-0.0829737011630267,0,0.0583896729614899,0,0,0,0.0798958263119981,0,-0.0177480144767964,0,0,-0.19604799683652
VIX.Index,0,0,0,0,0,0,0,-0.00167283652182135,0,-0.104470309470423,0,0,0,0,0,0,-0.0569709261651012,0,-3.53891450017667,0
