,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0910491338223969,0.177683552965723,-0.197170105718456,0.198005832405071,0,-0.00847928046774248,0.0022652303787273,0.28985275054882,-0.0147942830466071,0,-0.127000372654455,0.0923785352345174,0,0.219235138585532,0,0,-0.0322051544137546
ETH,0,0,0.000379024867534342,-0.0299629637861203,0.218664307472626,0.0927764817456748,0,0.0427223937376196,0.189416345915405,0.0400623559451698,0.415749499967028,-0.0072130667211407,0,0,0,0,0,0,0,0.145061729799139
XRP,0,0.187366022206087,0,0,0.125710703986891,0.197913021521954,0,0.0391523868230782,0,0.0222349003525872,0,-0.0444164499587066,0.102466647800046,0,0.0271602749183968,0,0,0,0,0
LTC,0,0,0,0,0.42720983070947,0,3.46944695195361e-18,0,0,0.081484556727289,0,0.050211917261774,0,0.0844561295233919,0,0,0,0,0,0
ETC,0,0.231811504115086,0,0.283483915413066,0,0,0,0.0853445075920266,0,0.00967239860114746,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.0700732854136714,0,0,0.152971009873109,0,0.478850511836594,0.0260239326134573,0,0.0745755250301727,0,0,0,0,0,0,0,0
XEM,0,0.159409088593437,0,0.411366266276835,0,0.178348181948946,0,0.18091848515409,0,0.0673835707239527,0,-0.0285593864385072,-0.345324536596422,-0.219157715316529,0.173536586681736,0,0,0,0,0.0649439880749352
MIOTA,0,0,0.177425054357567,0,-0.0370196197783713,0,0.147121078765186,0,0,-0.0299322596341711,0,0,0,0.492270888402468,0,0,0,0,0,-0.52831299245739
XMR,0,0,0,0.00515583609620776,0.113502110990432,0.143191141876269,0,0,0,0.017304648452025,0,-0.0251373258360163,0,0.464925427800424,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0.509562714560083,0.431159552022991,0.168067019586901,-1.73472347597681e-18,-0.181854461742771,0.0117462336345684,-0.294252933800407,0.0538771617867429,0.121075698125624,0,0,0.0147400522643705,0,0.228657102660439,0,0,0,0,0,-0.11939785974284
NEO,0,0,-2.0020173198837,0,0.522671958117964,1.17018409277392,0,3.46944695195361e-18,0,0.0823123051449025,0,0,0,0,0.13603124717132,0,0,0,0,-0.537199552755971
DOGE,0,0,0,0,0,0,0,0.0771411433708918,0,-0.055631805815322,0,-0.027257304381196,0,0.317371324076374,0,0,0,0,0,0
XLM,0,0,0.322829047767771,0.0833699163471307,0,0.086141875003731,0,0.126981240468566,0.480231750083094,0.044542259698144,0.0412078696658109,0.0153609174243502,0.319087205149767,0,0.108638941007528,0,0,0,0,0
DGB,0,0,0.267379149209758,-0.217441069856057,0,0,0.207840831585558,0.0207197440542889,0,0.0309298716218824,-2.77555756156289e-17,0.0238371886304059,0,0.583582629213584,0,0,0,0,0,0.0227608143833913
BV010082.Index,0,0,0.0834067228315957,0.0404322878733004,-0.124000100342528,-0.0577711211386554,0.0101630158411271,-0.0235130555290464,0,0.00378263271477951,0.0915974887692655,-0.0021151378564881,0.0921044593112652,0,-0.0508294752111343,0,-0.060368318999206,0,0,0
CVIX.Index,0,0,0,-0.0236743117933167,0,0,0,0,0,0.00319724975943082,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,-0.0651143234532966,0.0237161042054071,0.00139922881666337,0,0.00610168465479484,0,-0.013497866470618,0,0.00113999256448085,0.0533715026430045,-0.00245919303951655,0,0,0.0107475150253477,0,-0.0337930813524418,0,0,-0.0110277761393495
SPX.Index,0,0,0.00584899090024383,-0.00386915796614771,0,0.00339610717384315,0,-0.00917666465952543,0,0.00088662039611891,0.00204106833536336,0,0,-0.0014854962781558,-0.000147980922395063,0.0846653090853122,0,0,0,-0.0744523415109711
VIX.Index,0,0,0.153629298057691,0,0,0,0.104671243717037,-0.230368146652665,0,0,0,-0.00815067966404535,0,0,0,0,0,0,0,0
