,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0772512650415637,0,0,0.0239626165474021,0,0,0.165729649246171,0.134082242078097,0.077812223538077,0.197472245209653,0,-0.165827147676877,0,0,0
ETH,0.402596836415786,0,0,0,-0.0817925762814935,0,0.256191250964634,0,0.435626721137423,0.0435387452787799,0.206327673636418,0,0,0,0,0.334672911719376
XRP,0,0,0,-0.725909313175199,-0.00956136706192017,-0.0848083959429325,0.128650657879397,0,0.216896533612858,0.0971250827751501,0.0594015075854724,-0.120787945683605,0,0,0,0
LTC,0.126800657419041,0,0,0,0.00343341518833049,0,0,0,0.0559846631189461,0.0852358388359335,0.113534851452041,0,-0.125146095245765,0,0,0
ETC,0,-3.71976282230689,0,0,0,0.739292848317756,0.595902492654193,0,0.489168163433551,0.74295422302417,0.863598129746798,0,0,0,0,-0.142358224639827
DASH,0.318626104009567,0.0296137088158757,-0.103413842547711,0,0,0,0.380117865676301,0.0388139820262916,-0.224533321218005,0.457658463479298,-0.101820837470549,1.10984131140937,-0.502713510967098,0,0,0
XEM,0,0.18537898652588,0.232665663917722,0,3.46944695195361e-18,0.35766079957797,0,-0.164654171794049,0.122859779352069,0,0.427022699891218,0,0,0,0,0
DOGE,0.553745088762634,0,0,0,0.000680242044080468,-0.0117657723944573,0.0190825624880763,0,0,0,0.0153963346275086,0,0,0,0,-0.103655754223172
XMR,0.489129546890128,0.253150711732519,-0.137856606780246,0.917936364788171,0.00941305031572247,0,0,0.0156977908840469,0,0,-0.148012405147014,0,0,0,0,0
XLM,0,0,0.484975603220503,0,-0.031139480530037,0.19067346282948,-0.085964258233595,-0.00451786046117405,0.194168791851981,0,0,0,0,0,0,0
DGB,0,0.811918010187625,-0.102219833654099,0.776175023584437,0.0938659280862612,0.074925456821487,0.00196713510153915,0.1475403981182,-0.29315000222229,0,0,-0.386201494219625,0.108207102720154,0,0,-0.304216164826211
BV010082.Index,0,0.0925817748909866,0,0,0.0141763943974606,0,0,0,0,-0.155230680709721,-0.100846891197535,0,0.174178774107668,0,0,0
CVIX.Index,-0.865868851316858,-0.140468458379968,0,-0.98807221619873,-0.00725591114649151,-0.202927974958262,0.23157433798714,0.322527616596955,0.275394627645216,0.232915018898861,0.306319501294516,0.211374884693417,0,0,0,0.335656765574336
DXY.Curncy,0,0.00204386804633647,0,-0.0284071860692708,0.00070132646014168,0,0,0,-8.67361737988404e-19,0,-0.0148086591559007,0.0706738409902917,0,0,0,-0.0393025440107118
SPX.Index,0.00244518875453875,-0.00313698523586279,-0.00779165168270759,0,-2.71050543121376e-20,0.00588513403302174,0.00941948249975867,-0.00760772853281696,0.00273233389583727,0,-0.013318456855999,0.0449985143736542,-0.00743392864258597,0,0,-0.0524987780821747
VIX.Index,-0.242094804777963,1.04317307781052,-0.322600124655739,0,0.145554910325836,0,-0.157328280111162,0.227833534247847,-0.374385845251396,0,-0.574291925085748,-0.665776464031614,0.402245454895256,0,0,0
