,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.115043888604258,0.025060304297061,0.102068710320343,-0.0939541654682256,0,0,-0.216215663113446,0.0575849217090996,0.0314996670381902,0.0900186373459886,0,-0.152213462794478,0,0,-0.0855399098336466
ETH,0,0,0.172534389455198,-0.0621548124397493,0.45711328748337,0.258856438797763,-0.230511944010094,0.7834090716748,0,0,0.0146138619770491,0,0,0,0,0,0,0
XRP,0,0.405718636161065,0,0.160948961386041,0,-0.254434357537777,0,0,0,0.067662400556499,0.0932917529401144,0,-0.0806103879626136,0,-0.19060727864536,0,0,-0.172150755630346
LTC,0,-0.506016117727395,0.425752127363735,0,0.0704812818931948,0.419869138187569,0,0,0,0.506191383442644,0,-0.331346196911253,1.73472347597681e-18,0.793701110226463,0.236755456205918,0,0,0
DASH,1.03893015232163,0.843607937266149,0,0.0971350178856217,0,-0.289341212978745,0.567865974331993,-1.24427194051248,-0.124400640742431,0.346566187362148,0,0.123863884061548,0.00837271323921327,0,0.701424514261493,0,0,0.311500490844516
ETC,0.146055823221726,0.561814682711711,-0.36090294436893,0.178024714786076,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0327036929610124,0,-0.592031329488825,0,0,-0.155828198264002
XEM,-2.58335830651761,-0.943204559320191,-0.0472396547586525,0.0919532074787074,1.17257485142021,0.584447402932257,0,0.96068818463819,0.352140961398017,-0.547467736750358,0,0.0274788186674414,0.288465078193689,0,-1.23340892742626,0,0,-0.721947725074923
XMR,0.781835238729294,0.672107560849699,0.00395414560020201,0.0588359079113263,-0.613334780589486,-0.21149683843263,0.431024544838998,0,-0.0716569793444357,0.264668782141352,-0.014565205848983,0.0462628298555138,0,-0.0149178502265752,0.555270698419641,0,0,0.227974364034818
ZEC,0,0.455823196005868,0,-0.00224414928218256,-0.205676164062134,0,0.214719666693401,0.16264976420023,0,0,0.115753127840836,0.236146580823486,0.00427686298003179,0,0.110530752130277,0,0,0
DOGE,-1.80118436486746,0.359839095157854,-2.16840434497101e-19,0.480668534115773,0.115441341792154,0.0841713018278942,-0.0666136665155346,0,0,0,-0.106951125106106,0.25982699429407,0.288346136769323,0,-0.336457039920144,0,0,-0.288773171021046
XLM,0,0,0,0.131617656002225,0,0,0,0,0.364795546918672,0.175562035227422,0,0,0,0,0,0,0,0.0137212960215625
NEO,0,0,0,0,0.102878960092437,0,0.0701446332477242,0,0.353796987728662,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,-0.0130218158620087,0,0,0,0,0,0,0,0.0235949280158458,0,0,0,0,-0.0705037171450349
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0.0123848288462177,-0.0125748808980657,-0.0187407307810314,0,-0.014871370126806,0.0496989196416913,0,0.000318160547198943,0,-0.0147272280044126,-0.00507298372407737,0.0936961756023648,0,0,0,0.0349577017207134
SPX.Index,0,0.0217907306014221,0,0.00617790070329204,0,0,0.010240841061145,0.0280166853212523,-0.0284808366033256,0.00159305552392745,0.00242991538202481,-0.0234046094721723,0.00267497824667431,0,-0.0217348128515793,0,0,-0.0499051278246432
VIX.Index,-1.52254247105671,-0.373059702362478,-0.37731019211232,0.287297901017432,1.19728401313046,0,-0.761030827526562,0.447449401680442,0.805757214784015,-0.433308079869458,-0.117307834568942,-0.0289737741950797,0.458303013151825,-1.83332353072397,-1.38332300559683,0,0,0
