,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0599772569469992,0,1.06320874611078,-0.00124912857108594,-0.0260843084734243,0,0.0326300130008631,0.0387727279543199,0.00216091852965626,0.048374446576271,0,0,0,0,-0.149988121596219
ETH,0.225772756385611,0,0.320943104473963,0,-0.115082444149403,0,0.292360218883776,0.348994536967511,0.196466850029812,0.0865084318823738,0,-0.136972616706152,0,0,0,-6.93889390390723e-18
XRP,0,0,0,0,0,-0.0270491751269569,0.0508327152360295,0.102430155521612,0,0,0,0,0,0,0,0
LTC,0.496939552912474,0.0633620563910115,0,0,0.0149878884038446,0,-0.0211173622309407,1.73472347597681e-18,0.0560297749936446,0,-0.0352099815666279,0,0,0,0,0
ETC,-2.04092684671864,-0.0875444438773778,0,0,0,0.622014829303645,0,-0.146576082364807,-0.841633391116638,0.543262815770771,0,0.261743909886574,-1.07419470962318,0,0,0
DASH,0.0994887724794316,0.178160913172594,-0.195877188077568,0,0.0906385155038169,0,0.596463900927185,-0.782491224503014,0.259728386876458,0,0,0,0,0,0,0
XEM,1.32466693391141,0,0.293284304758742,0,-0.0408808054487149,0.523377536401826,0,0.00738078169724855,-0.287720971149538,-0.0762690637034694,0.146094849558562,-0.446954081170366,0,0,0,0
XMR,0,0.223064018283696,0,0,-0.112546647647164,0,0,0,0,0,0.235392730256802,0,0,0,0,0
DOGE,0,0,0.365052148129889,0,-0.0675968788680003,0.406054921149409,-0.119697676503104,0,0,0.307354269746768,0.0542539201322479,0.648366777175441,0,0,0,0
XLM,0,0.0677378316714053,0.29475505232708,0,0.0502615950322799,0.0457133203482337,0,0.191270354407859,0,0,0.040491835418924,-0.328932190400813,0,0,0,0.040101899002857
DGB,0,0.701677754317952,0,0,0,0.245541098466482,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0670713322201326,0,0,0.0189586419864752,0,-0.0955149027093039,0,0,-0.154973022346184,0.0215051294416603,0,0,0,0,0
CVIX.Index,-0.306338929196003,0.114268758469684,-0.0520930655065547,0,-0.0416071427623419,0.0138038125277387,0.0220607571249544,0.0232304681027353,-0.00182422759808663,0.0843731044949291,0,0.197042200888685,0,0,0,0.266924259941048
DXY.Curncy,0,0,0,0,0.00235619352738329,0,-0.0257003059060496,0,0.00680155094602555,0,-0.000969696750543063,0.0287102625575774,0,0,0,-0.0572617113121513
SPX.Index,0,-0.00573783736787189,0,0,-0.00291882348882485,0.00743541591436853,1.0842021724855e-19,0,0,-0.00351520542443478,-0.008533281654494,0,0,0,0,-0.0477495774103773
VIX.Index,0,0.174818050446795,-0.115188994187904,0,0,-0.346466957737671,-0.0584932119495294,-0.504206599534624,0,0,0.0623423008436385,-0.14739440612783,1.05655879083974,0,0,0
