,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,TRX,MIOTA,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.15420453960289,0,0,0.0508901207893713,0,0,0.234724216323029,0,0.00959514676469622,0,0.0387218329363404,0.12273187917821,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0694166794675372,0,0,0,0.106099665820787,0,0,0,0,0.325055223978849,0.248307144128764,0,0,0,0,0
XRP,0,0,0,0,0.1131471989612,0,0.160112192001384,0.0443809378993586,0.0461620115564575,0.0061270940258826,0,0,0,0.317688352800969,0.0885731311340611,0,0.17364831474754,0,0,0.19875423876288
BCH,0,0.210704117874121,0,0,0.118960372546339,0.131391765412297,0,0,-4.33680868994202e-19,0.0211166406077414,0.380369198505368,-0.161024736075528,0,0,0.126698101949874,0,0,0,0,-0.0944424634330245
EOS,0,0,0,0.108213846046429,0,0,-0.336144148389773,0.545965614423627,0,0.264376262574117,0.651529726497847,0.185612218882149,-0.557018353806365,-6.93889390390723e-18,0,0,1.04509302719584,0,0,-0.345261547627501
LTC,0.320581914195824,0,0,0.023088706123313,0.116535295433425,0,0.35470932324614,-0.294343088261348,-0.0730565185641275,-0.00458001073002594,0,0,-0.121450030363493,0.231685230835096,0.266858361030564,0.205873170700072,0,0,0,0.039485574670131
XLM,0,0,0.00918112747387256,0.189962997988908,0.103480344530327,0,0,0,0,0.150925178727056,0,0,0,0.3126802225833,0.0578037658423306,0,0,0,0,0
ADA,0,0,0,0.0904104602297962,0.118728252304794,0,0,0,0.269002723006668,0.151858131409236,0.158403592208148,0.109833306503742,0.0592020113013751,0,0,0,0,0,0,0
TRX,-0.544073123492801,0.0401013201099243,0.473679227162294,-0.155493646956765,0.0861020295923165,0,0.26373847442134,0.685580946558118,0,0,0,0.192438613020138,-0.249755747473735,0,0,0,0,0,0,0.280521193080808
MIOTA,0,0,0,0,0.294443251399821,0,0.53353757735918,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.0963020146313311,0.0188644500375426,0,0,0,0.298187946658248,0.0537581381504018,0,0,0.183550761366609,0.0698649357298772,0.213741466206716,0,0,0,0,0
XMR,0,0,0,-0.0898892623177694,-0.107823789309294,0,-0.16406339763764,1.11061152066795,0,-0.140790825509117,0,0,0.205732395135284,0,0,0,0,0,0,-0.142339131678477
DASH,0,0,0,0,-0.0310015405134678,0,0.10002258576814,0,-0.0684919157175004,0.0581325543239998,0,0.0676521213192514,0,0.584251615176053,0,0,0,0,0,0
XEM,0,0.117816830305329,0.153354353349882,0.077447541189612,0,0,0.205364695055014,0,0,0,0.411440731633309,0,0,0,0,0,0,0,0,0
ETC,0,0,0,0,-0.0398282023163851,0.539282358412537,0.0478211871659521,0,0,0,0.183166425756446,0,0,0.266532574961538,0,0,0,0,0,0.0282731465668756
BV010082.Index,0.33762786302357,0,0,-0.0237805367928407,-0.113630882874372,0,0,0.0595614236741354,0,0.0229080373388325,0,0.12027265471158,0,-0.0991219006690439,-0.182350838422049,0,0,0,0,0
CVIX.Index,0,0,0.20789446856763,0.179529807851698,0.151947442745901,0.322237679071428,-0.233548863346021,0,0,0,-0.36266988017445,0,-0.153753560325686,0,0.0907724414615571,0.49928104427264,0,0,0,0.0645378297350595
DXY.Curncy,0,-0.00668226403112284,0,0,0,0,0.0152786628843689,0,-0.00240450723382345,0.00769618685755749,-0.0141168924067084,-0.00760014625023619,-0.00197181184757053,-0.0105418477724059,0.0251374380436617,0,0.0816319637995073,0,0,0.0328999624064839
SPX.Index,0,0.0338817032939444,0,0.0362203126235533,-0.00127514478310548,0,0,-0.0789889790528736,0,0.0285857836457895,0,-0.0140304047053048,-0.0039861732668689,-0.00658222493317245,0.0014578053926585,0.0724184897348161,0.0260274837998186,0,0,-0.0596635372411268
VIX.Index,0,-0.126908692866275,0,-0.29573302048635,-0.554558490164541,0,-0.471044091903785,-0.123245966264108,0.105291216903365,0.43840052789512,1.16510805342598,0,0,0,0,-1.00812348737099,0,0,0,0
