,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,DGB,XLM,ZEC,DOGE,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,3.46944695195361e-18,0.246482325955562,0,0,0.268357650248343,0.0597143020320092,0.107257561958499,0.0665721215184887,0,-0.154986393845127,0.0123561714504542,0,0,-0.0576358386544098,0,0,0
ETH,0,0,-0.0904341270902446,0,0.0930238714179699,0,0.230240718105254,0,0,0,0.112602478837247,0.0758258401366521,0,0,0,0,0,0,0.0800312925885227
XRP,0,-0.514551255027302,0,0,-0.0640107908829569,0,0.252466122235388,-0.104619964922277,0.0658635808723077,0.716712424671191,0.279864256719059,-0.0349002155548463,0.157231446765574,-0.0489410861823775,0,0,0,0,0
XEM,0.483986526668151,0,0.27371856746217,0,-0.143525722454113,0.076063899321066,0,0,-0.107481790669668,0.00397729494046918,0.0324687763658968,0.433078792765469,0,0.0771927965670535,0,0,0,0,0
ETC,0,0.23668369717212,-0.275801721683197,0,0,0,0,0,-0.0751203899514245,0,-0.0307444890951415,-0.0633102500352427,0,0.378587532125175,0,0,0,0,0
LTC,0,-0.0386175500422096,0,0,0,0,0,0.0751293144369703,0.0344466375535804,0,0,0,0,0.198810788217994,0,0,0,0,0
DASH,0,0.0892119376898747,0.14840249733477,0,0,0,0,0.162909921861296,0,0,0.339085350216568,0,0,0.176358206844046,0,0,0,0,0
XMR,0,0.296559703206189,0,0.141414422936162,-0.405010485693428,0,0.261093263776783,0,0.00591497365756309,0.166410106127364,0.0762033700887387,0,0,0,0,0,0,0,0
DGB,0,0.555691056789211,0.268063620675355,-1.45825619139228,-0.920308490977934,1.23815553978343,0.287773983240574,-0.379950566736786,0,-1.38777878078145e-17,-0.473870080115602,1.31273101076667,0.077374615111813,-6.93889390390723e-18,0,0,0,0,-1.21889457723973
XLM,0,0.0681471620216676,0.804462873676602,0,0.118826784006546,0,0,0.254803376306587,0,0,-0.305549146115733,0.218987696119258,0,0,0,0,0,0,0.065288337072203
ZEC,0,0.174845260131353,0,0,0,0.289247202786587,0,0.182855038198028,0,0,0,0,0,0.0227301977680784,0,0,0,0,0
DOGE,0,0,0,0.356587649167692,0,0,0,0,0.246900597185637,0,0.144732562267531,0,0,0.162225107675302,0,0,0,0,0
BAT,0,0.359172108598871,0.501556113637191,0,0,0.135962467905985,0,0,-0.255548622093038,-0.387020920209222,-0.229970435300423,0.262582726398151,0,-0.0648292043606463,0,0,0,0,-0.677143052271668
NEO,1.29928865320098,-1.03201464284556,-0.745334855934914,1.4422588345466,1.33953631003209,0.0861953341290697,0,-0.690560115550292,0,1.15911772271713,0.481184713903943,-0.795996393764833,-0.0261246668498236,0,0,0,0,0,-0.539141364379934
BV010082.Index,0,0,0,0.00242849379463371,0.00301561787522251,0,0,0.00208284542840935,0,0,-0.00261574022872265,0,0,0.01930721471029,0,0,0,0,-0.0382715357486796
CVIX.Index,0,0.0397610443250206,-0.0210408321948824,0,-0.0190252235553225,0.0952604786721204,0,-0.0587031373473816,0,0,0.012588331335159,0.00487548316796074,0.00530058064842922,0,0,0,0,0,0.023910538452998
DXY.Curncy,0,0.00945326713330536,-0.00156566169906958,0,0.00454300929202198,0,0,0,-0.0104554269213066,0,-0.00491008230022891,0.00252671266974702,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0.00100508894440727,0,0.000555344666919497,-0.000452832308672903,0,0,0.000277971264100176,0,0,0,0,0,-0.0319348536764583
VIX.Index,-0.271610419456078,0.0891224748695215,0.244593421906678,0,0.106493693930518,0.517157248991085,0.398288397312384,-0.404895317277563,-0.276064978614384,0,-0.103281102834346,0.171655036975228,0.000928501244802931,-0.299748988127151,0,0,0,0,0
