,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.77667188558443,-0.0444052497954825,0,0,0,0,-0.036177658492376,-0.0100644222216096,-0.00171170805611166,-0.0612256026306951,0,0,0,0,0.0294594975034785
ETH,0,0,0.247446552669836,0,0,0,0.113645676686814,-0.0313898158860802,0,0.201251728313521,-0.0108344000548276,0,0,0,-0.00507614477764369,0,0,0
XRP,0.109528090028264,0,0,0,0.0220103566584673,0,0,0.0490420087266585,-0.161181062529824,0.221850515887602,-0.0255999918014663,-0.0268606694892673,0,0,0,0,0,-0.0874880423594887
LTC,0.741136901861467,0,0,0,-0.019841452069244,-0.00136513826973088,0.136680730595532,0.00732030623578287,0,-0.0712675691701651,0,0.00225578506488996,0,0,0,0,0,-0.0160510459997606
XMR,-1.0675769042677,-0.769110611846826,-0.444571183542036,0,0,0.390088685601238,0.858374753466463,0.10301592272707,0.27289470333796,0.849072927441114,-0.0562954142513473,0,-0.484094127949896,0,0,0,0,0.0489369128848803
ETC,0,0.507988386216731,0,0,-0.0532013780204825,0,0,0,-0.200422747738279,0,-0.122343355083084,0.0224679681788145,0.273245957621477,0,-0.0382352915307854,0,0,0
DASH,0,0,0,0,0.0894737106735037,0,0,0.0434536215423353,0,0,-0.0766497787928993,-0.0616255564289069,0,0,0,0,0,-0.0710400447733135
XEM,0,0,0,0,0.0555877517029092,0.474536613840801,0,0,0,0,0,-0.0320424394860156,0.0898991413517725,0,0,0,0,0
DOGE,0,0,0,0,-0.0606805518957456,0,0,0.0461989344659795,0,0,0,-0.0152633499514233,-0.101243709347495,0,0,0,0,0.0365535910125197
XLM,1.38777878078145e-17,0.254892188529603,0.459467995075481,-0.237707904734404,0.109544596086825,0.298792686742826,0,-0.117234464464801,0.370889157014142,0,0.0973184751658441,-0.00888407893749371,0.175937343152168,0,0.280165699625105,0,0,-0.108914491524396
NEO,0,-2.17139735195793,0,0.643484592857074,-0.0335687337065335,-0.850129241962826,-0.696676697302723,-0.420311024161903,0,2.73940133796718,0,-0.165315212008294,-0.785782145547778,3.62155128256563,-1.86038232593634,0,0,0.610147897679228
ZEC,0,0,0,0,1.05424301167026,0,-6.85678826525935,0,0,-0.656511001958576,-0.58566075113649,0,-1.70789052338289,0,0,0,0,-0.660892731923202
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,-0.0305510065316432,0.164904795585581,0,0,0.0497901039514439,0,0,0.0613878393617759,-0.107732994434328,-0.151135105564602,0.00567227756061022,0.00241418792336229,-0.0356157250096381,0,0,0,0,-0.0584988703632726
CVIX.Index,-0.0917522366955424,-0.239180405065124,0,0,-0.315911479224319,-0.504447141116292,0.338274061078889,0,-0.060898017577523,0.790283938593666,-0.221793379847573,0.035594000093492,0.106614007983024,0,0,0,0,0.264935397143414
DXY.Curncy,0,0.05139635124521,0,0.0545589282884314,0.016040272165306,-0.0291972268584624,0,0.0130267915798894,-0.0383421657518415,-0.0171853867265226,0.00637592243023735,0.000864147204622337,-0.00383704504709647,0.168510135602575,-0.0286432308110902,0,0,8.67361737988404e-19
SPX.Index,0.0547870355603534,0.0273373490245001,0,0,0.000776189133346641,0,0,0.00601621386104505,0,0,0.00308264997133811,-5.42101086242752e-20,-0.0123382539455528,0,0.00544877249540869,0,0,-0.0464179020785
VIX.Index,0,0.985284335493482,-0.847150053991435,0,0.061730398048172,0,0,0,0.0557292395739946,0,0.115306396530317,0.0274996713219834,0,-3.34848577686752,1.2939854983725,0,0,0
