,BTC,XRP,ETH,XLM,BCH,EOS,LTC,BSV,TRX,ADA,XMR,BNB,MIOTA,XEM,DASH,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.269404807726983,-0.107103425986981,0.0537822868294749,0,0.0123581218424473,0.260733791352547,0,0.206974851313756,0.0355863611720765,0.0696187951363027,0.0872884968942909,-0.0492159325759513,0,0,0,0,0
XRP,0,0,0.301587607044696,0,0.037173314878652,0.0562991813632187,0,-0.0282522669658208,0.0740728290615678,0,0,0.0806248235784351,0,0.16623675585515,0,0,0,0,0,0
ETH,0,0,0,0.193553054647063,0.0349723471830293,0,0,4.33680868994202e-19,0,0.233368436905444,0.280459055707619,0.130220032513196,0,0,0.0899820737755441,0,0,0,0,0
XLM,0.767400785919322,0.259914380475866,0,0,0.0745690082610525,0,0,-0.0736374789869097,0,0,-0.0805168613914727,-0.0507806409367942,0.349125681474568,0,0,-0.106555904082188,0.154484911058354,0,0,0.0136077580192479
BCH,-1.45435419447341,2.77555756156289e-17,1.6511989553063,0.290186989702538,0,0,0,0.0779363977681142,0,0.643588851183287,-0.281951480744951,0,0.928978236465713,3.46944695195361e-18,-1.08005829722585,0,0,0,0,-0.10291967194788
EOS,0,0.601447221698808,0.286881840454953,0.0811558376777925,0.0129337462278187,0,0,0,-0.069436391506528,0,0,-0.318518310080819,0,0,0.393690937301329,0,0,0,0,-0.0110503064814781
LTC,0,0,0.11716255195392,0.091148621202722,0,0.0509934905190732,0,0,0,0.281268395055456,0.0926777336180448,0,-6.93889390390723e-18,0,0.189990859060246,0,0,0,0,0
BSV,8.53239132997127,-4.3885465455194,0,-4.91078668972804,2.0121133974801,0,0,0,-0.0360830405728585,0,-1.46591336515533,0.337806339630171,0,-0.628759200584542,0.846162448024317,0,0,0,0,0.185835312534179
TRX,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.251965988876462,0.159013357346939,0.165297138178688,0.255325627421557,0,0.129916805010575,0,0,0,0,0
ADA,0,0,0,0.0200360624437407,0.174982071138054,0,0,-0.0238414013544011,0.319021718719502,0,0.17219000295687,-0.130484544854595,0.221916030263532,0.0261315994984386,0.173921902503703,0,0,0,0,0
XMR,6.93889390390723e-18,0,0.535611664136692,0.14605164374691,0,0,0,-0.0102325265759122,0.123932163037169,0,0,0,0,0.199003822022712,0.0902635146420734,0,0,0,0,-0.0576976065132144
BNB,0,0,0.799496437377952,0,0.0101099848724686,0,0,0.0165979936127172,0.0400475467755801,0,0,0,0,0.017186410343465,0.0187346197158764,0,0,0,0,0
MIOTA,0.370326269144697,0,0,0.21152615973314,0.0910291480798234,0.0726510348366584,0,0.0250520014471521,0.11577517891943,0.0414139203846293,0,0.0950991387867731,0,0,0,0,0,0,0,0
XEM,0,0.082250820461994,0,0,0,0,0.125106715877023,-0.00350276742532585,0,0,0,0.29634678817745,0,0,0.396399449902693,0,0,0,0,0
DASH,0,0,0.226118256265602,0,0,0,0.164571865498406,0.00541441382423502,0.0839369291816677,0.451661690696227,-6.93889390390723e-18,0.0872895009842142,0,0,0,0,0,0,0,0
BV010082.Index,-0.0675492892412087,-0.262658960953998,0.310309159832986,-0.115080516994124,-0.00211130185831527,0,0,-0.00422300096480105,0,0,0,0.0551146179214795,0,0.0691254768647524,0,0,0,0,0,-0.0162952745265538
CVIX.Index,0,-0.29377385306066,0.408104093778291,0,0.0236803253506876,0,0,-0.00925969767555919,0,0.107422135309328,-0.200338657428165,-0.0823817439249105,-0.0799019659422951,-0.0553979435329289,0.025441355490159,0,0,0,0,0.0879413916444239
DXY.Curncy,-0.0487190284546729,0.0352654484209495,0.018185567437935,-0.00134987417371389,-0.00471635246694203,0,0,0.00722867758215693,0,0.0200656451768813,0.0149299545087599,-0.0283043168177314,0,0,0,0.204798770107731,0,0,0,0.0189832118916125
SPX.Index,0,0,0,0,0.00455252722153219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130817924477513
VIX.Index,0,-0.932791799006274,0,0.484760962511325,0.0254022545824954,0,0,-0.0812033779150958,0,0,-0.685737960456594,0.0413325032662631,0,0,0.822858896616102,0,0.174353730024486,0,-4.15729314967678,0
