,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.230042250386075,-0.0217414925527912,0,-0.061302982935185,0.243759286427448,0.266535825081979,6.93889390390723e-18,0,0,0.228870792605531,-0.431254075201752,0.361633180984721,0,0,0,0,0.0564003391647044
ETH,0,0,-3.46944695195361e-18,0.0808920533616424,-0.153674151067631,1.48870652238002,0.360821502403679,-0.310113688353169,-0.359500854997857,0.215374163578478,0,0,0,0,-0.160487609604786,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,1.49350841503802,0,-0.649542625092525,0,0,0,0,0
DASH,-0.00567657865460596,0,-0.106186984430761,0,0,-0.231650919146214,0,0.113625369398352,0.415766157243834,0,-0.0694774226185129,0,0,0,0,0,0,0
LTC,0,0.0126253083219528,0,-0.117639693857423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.276867031886573,0.422972565027207,0,-0.0202887203989649,0.137256351728061,0,-0.205737645900794,0.169483232144738,0.198176287957589,-0.118369194496488,0,0,0,0,0,0,0,0
ETC,0,0.440051869725348,-0.039503477319598,0,0.467751424132893,0,0,0.0429723414398953,0.259692161037254,0,0,0,0.039114104128926,0,0,0,0,0
XEM,0,0,0.061100691882224,0,0,0,0.0175547386237789,0,0,-0.339306696806275,0,0,0.422362648333544,0,0,0,0,0
ZEC,-0.283049015352699,-0.18065487294804,0,0.296129581793873,0.160301061578728,0.442095192153697,0,0,0,0.317307429467717,-0.0785426371221765,0,0,0,0,0,0,0
DOGE,0,0,0.296042799558194,0,0.153095897954709,0,0.078523157563592,0,0.154326507715646,0,0,0,0.379327350723318,0,0,0,0,0
XLM,0,0,0.497329024813839,0,0.177648392599357,0,0.219707837176145,-0.160273367714231,0,0,0,0.243346391613606,0.581840246592446,0,0,0,0,0
NEO,0,0,-0.0314692686676657,0,0,0,0,0,0,0.160559278696269,0,0,0,0,0,0,0,0
DGB,0,0.0596230825585766,-0.158975846636699,0.13626254106808,0,0,0,0.354459041174168,-0.224325165204518,0,0.105673432336431,0,0,0,0,0,0,0
BV010082.Index,0.116164925376622,0.047338564241488,-0.0084027398090937,0.00642308724667347,0,-0.164911485394573,-0.0834627044397289,0.0050307493019801,0,0,0,-0.0660955417222705,-0.0171432210939799,0,0,0,0,0
CVIX.Index,0,-0.0319586599704315,0,-0.213738978122221,0.047660704747718,-0.105010115106466,0.0209399052486403,0,0.184660212967615,0.04161436835969,-0.0777397171650763,0,0.0939925684847744,0,0,0,0,0.294137810848071
DXY.Curncy,0.0269112398071305,0,0.00113347351500163,0,0.00330818214827929,-0.0345179748971024,0,0.0211930466290266,4.33680868994202e-19,-0.000584017427629734,0,-0.0034168224068186,-0.0126249356310515,0,0,0,0,0
SPX.Index,0,0,0.00177927483988157,-0.0157408775588259,-0.00611143381454051,0.00725987140857375,0.00952500285149045,0,0.00148297641606132,-0.00639584509798675,0,-0.00458753363744916,-0.0159357928975622,0,0.0162130390670157,0,0,-0.0895787049876067
VIX.Index,0,-0.0866498339965397,0.00568271853956991,6.93889390390723e-18,0,0,0,0,-0.0824197547311902,0,0,-0.0588592610030485,0,0,0.287533356115949,0,0,0
