,BTC,ETH,XMR,XRP,LTC,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.147575182372862,-0.00656832481231909,-0.0703281604957901,-0.120456635396326,0.114825313901565,-0.132148889516576,0.704671604034765,0.113176566697943,0,-0.0489569559620135,0.109892110915554,0.204948484258327,0,0,0,-0.118654620729335
ETH,0.930796726896167,0,0,0,-0.550984678014871,0,0.40475653348631,-0.00761958632601665,0.0324765136234901,0,-0.0574482356692185,0.0411079037508185,0.498365547306216,0,-0.0726219105161957,0,0,0
XMR,1.3610775801545,-0.0818870155146749,0,0,0.446302955830298,-0.172402923896278,0.51116062648285,0.309774433911954,-1.16267486614153,0,-0.032238261807037,0.175854671818175,-0.345283069559401,0.130637326679736,0,0,0,0.644007087170838
XRP,-0.218452802603231,-0.0243809850848595,-0.0436452946889625,0,0,-0.00207680174348717,0.166013093970583,0.0158617768694901,0,0.0500341482585776,0.014757653040269,0.0281669558395197,0.114393424714551,0,0,0,0,0
LTC,0.323855005830183,0,0.0875605453628346,0,0,0.00880426063306541,0,0,0,0.0535101593718197,0.0755214012430348,0,0,0,0,0,0,0
ETC,0,0.0908755008277884,0.0908287904165535,0,0,0,0.54543164948137,0,0,0.0109311857719413,0.165986525012024,0.0372895796240509,0,0.844919941969832,0,0,0,0
DASH,0,0.125883210178304,0.0863132670543772,0.774415126279613,-0.093364437668669,0.131194890692571,0,0.111570218839667,0,-0.0118890616376426,1.73472347597681e-18,-0.106051707677437,0,0,0,0,0,0
XEM,-0.579815003902018,-0.0397031654643175,-0.13318790189692,0.097238282139085,-3.46944695195361e-18,-0.0771156409281932,0.483639708681689,0,0,0.266903289602823,0,-0.0146149517680149,0,0,0.662690367134878,0,0,0
DOGE,0.05717937315791,0.0511996932778851,-0.156535619328658,0,0.278805519731724,0.00674551192823912,0,-0.0892056618565891,0,0,0.0210136420294032,0.0643719380573663,0.0441361331560916,0,0,0,0,-0.116046597842009
ZEC,0,0,0.344717901547313,0,0.338232582250263,0,0.506399172606125,0,0,0,-0.0658439659812646,0.199327390430301,0.685514673289605,0,0,0,0,0
XLM,0,0.101279846997128,-0.0956102251514846,0,0,0,0.321119928401253,0,0,0.0600701754987408,0,0.0614184598916961,0,0,0,0,0,0
NEO,0,0.301569524942293,0.830471447466638,2.33860472915339,-1.13694951690067,-0.152398610666295,-1.17276418429194,0.298257373383335,3.74343783352466,-0.160811509839465,0.259269165854261,0,-0.399998749095886,-0.59125918340741,0,0,6.8521881380993,0.733793999882915
DGB,0,0.643163338738244,-0.218176660391608,0,0.722891991554358,0.128799643324842,0,0,0,0.00554608742624368,0.00849424226046427,0.0100235477030234,0,0,0,0,0,0.975406736162454
BV010082.Index,0,0,0.0555159481204012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,-0.0191657570080944,0,0,0.10589904767701,0.0185706768839327,-2.71050543121376e-20,0,0,-0.0836373023086377,0.144481919081985,-0.0152837712078054,0.0135277963612153,0,0,0,0,0
DXY.Curncy,0,0.0123076870880532,0,0,0,0.00942333236908169,-0.0217168481493446,0,0,-0.00539295459850694,0.0278240875651504,-0.0104608075562851,0.0215343412258404,0,0,0,0,-0.0509424158617851
SPX.Index,0,0,0.015768834678877,0,0,-0.0124465060275194,0.0222655704414386,0.00650826940198621,0,0.00416002488960517,-0.0106299609165848,0.0193047804226524,0.0152536165160309,0,0.0513396419620779,0,0,-0.0600868032617785
VIX.Index,-0.86058895089572,-0.145469776525736,-0.000540956632302626,0,-6.93889390390723e-18,0.0902132161819472,-0.00888767129232003,-0.284454491617209,6.93889390390723e-18,0.0776162505133513,0.00170655973508391,-0.0620833342692275,0.447943530610952,0.280956733272708,0,0,0,0
