,BTC,ETH,XRP,BCH,LTC,ADA,XLM,NEO,EOS,MIOTA,DASH,XEM,XMR,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.130044695783699,0.0822540377946428,0,0,0,0,0.0111308658268376,0.00337885911726316,0.0303223017344847,0.025023714743256,0.100536709626561,0.306313084211876,0,0.0347786709305099,0,0,0,0,-0.00858864043774437
ETH,0,0,0,0,0.126147643092108,0,0,0,0,0,0.290889176347196,0,0,0.126743596140864,0.177159495541506,0,0,0,0,0
XRP,0,0,0,0.260627691822728,0.0404261706605971,0,0,0,0.0864099120491323,0.296243459454944,0,0.0738898002077971,0,0.112169586789085,0,0,0,0,0,0.0434954407602224
BCH,0,0,0,0,0.0293526490402813,0,0,0.14345058987259,0,0,0.47503555272126,0,0.226218742421763,0.0617503799059412,0,0,0,0,0,-0.0574669956462587
LTC,0,0.218537710631253,0,0.146218735345022,0,0.229741716654358,-0.12401939443455,-0.084556982575536,0,0,0,0,0,0.341546360919322,0,0,0.478590778338968,0,0,0.0608560952850518
ADA,0,0,0.627233841517999,0,0.0545713029069404,0,0,0.104775406857983,0,0,0,0.0916091173494438,-6.93889390390723e-18,0,0,0,0,0,0,0.0197117004198704
XLM,0,0,0,0,0.147677970855466,0.353637220124664,0,0,0.327829467728385,0,0.00735624440872729,-0.0688622941572041,0,0,0.128863860882572,0,0,0,0,0
NEO,0.460914194878588,0,0,0,0,0,0,0,0.00639191953127054,0,0,0.0755837489563828,0.234302897157249,0.274674252329867,-0.104362045969273,0,0,0,0,0.019166502522024
EOS,0,0,0,-1.73472347597681e-18,-0.0397570464466496,-0.0909993448393114,0.500870994904316,0.0894032830688063,0,0,0,0,0.341685949158021,0.244015392861645,0,0,0,0,0,0.0346457426868631
MIOTA,0,0,0,0.205228788356641,0.31771608178809,0.00531364976760536,0,0,0,0,0,0.139323134805341,0,0.173663559088566,0.169003718418712,0,0.268199884280792,0,0,-0.0387844810602848
DASH,0,0.115851899209183,0,0,0,0.183798616504798,6.93889390390723e-18,0.0153408221644979,0,0,0,0.00879584895084128,0.692207300113706,0,-0.00107520235859888,0,-0.357117339845794,0,0,0.0168470579834405
XEM,0,0,0,0,0.164932296558911,0,0.458087492222832,0,0,0.131874292716765,0,0,0,0,0.179426621247191,0,0,0,0,0.0721251003810623
XMR,0.0801194374734082,0,0,0.227102517504148,0.11944801620919,0,0,0.127103813433611,0,0,0.351751974405523,0,0,-0.00845200043063124,0.0930238142584385,0,0,0,0,0
ETC,0,0.159279935500192,0,0.393745002080453,-0.20505396140215,0,0,0,0.274162474537876,0.233516987108752,0,0,0,0,0.169617753726854,0,0,0,0,0.0380805879588501
TRX,0,0,-0.0488380098708749,0,0,0,0.217001494841845,0,0,0.574147790915898,0,0.251961681340313,0,0.0514758971120101,0,0,0,0,0,0.0967075263672066
BV010082.Index,0,0.0402670153732745,-0.0637048981435459,0,0.0343726890851267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046732361804331
CVIX.Index,0,0,0.0281020342274469,-0.123253166456815,0,0,0,0,0,0.133680436706309,0,0.0902721464616781,-0.019679554965057,-0.0523016167053624,0,0,0,0,0,0.0167828005457927
DXY.Curncy,0,0,0.0188398125982663,0.0243849454441834,-0.0093714026687524,0,0,0,-0.067290069142141,0,0,-0.0091528603245574,0,0.0244655942185405,0.0120239771329013,0,0,0,0,0.00618821041837571
SPX.Index,0,0,0,0,0,0,0,0.0510159260450217,-0.0220192959124019,0,0,0.0596250526665034,0,-0.0146995560985407,-0.0823213218078004,0,0,0,0,-0.0635163003489255
VIX.Index,-0.288817613555325,0,-0.780646396305889,0.142957875603467,0.1490356616861,0.639520212016168,0,0.114246592208562,0.0256540482884037,0,0,0.34958118398023,0,0,-0.170591868182171,-3.13755304741049,-0.220137491308739,0,-5.98603608100643,0
